timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_perc,prompt_tokens_total,generation_tokens_total,iteration_tokens_total_sum,iteration_tokens_total_count,request_prefill_time_seconds_sum,request_decode_time_seconds_sum,num_preemptions_total,prefix_cache_queries_total,prefix_cache_hits_total
1784415085.5619874,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02972329780459404,0.0,0.0,0.0,0.0
1784415085.8210642,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02972329780459404,0.0,0.0,0.0,0.0
1784415086.0794103,1.0,0.0,0.010365173018657359,4130.0,14.0,4144.0,14.0,0.02972329780459404,0.0,0.0,0.0,0.0
1784415086.3384655,0.0,0.0,3.986605007177957e-05,4130.0,32.0,4162.0,32.0,0.38781412225216627,0.3776937182992697,0.0,0.0,0.0
1784415086.5975237,0.0,0.0,3.986605007177957e-05,4130.0,32.0,4162.0,32.0,0.38781412225216627,0.3776937182992697,0.0,0.0,0.0
1784415086.8561182,1.0,0.0,0.010604369319087814,8348.0,44.0,8392.0,44.0,0.38781412225216627,0.3776937182992697,0.0,0.0,0.0
1784415087.1116905,1.0,0.0,0.010644235369159594,8348.0,65.0,8413.0,65.0,0.38781412225216627,0.3776937182992697,0.0,0.0,0.0
1784415087.3665993,0.0,0.0,3.986605007177957e-05,8348.0,76.0,8424.0,76.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415087.6250887,0.0,0.0,3.986605007177957e-05,8348.0,76.0,8424.0,76.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415087.880925,1.0,0.0,0.012478073672460566,13307.0,95.0,13402.0,95.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415088.1393833,1.0,0.0,0.012517939722532345,13307.0,115.0,13422.0,115.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415088.3990457,1.0,0.0,0.012557805772604014,13307.0,136.0,13443.0,136.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415088.6576345,1.0,0.0,0.012597671822675793,13307.0,156.0,13463.0,156.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415088.9168935,1.0,0.0,0.012677403922819352,13307.0,177.0,13484.0,177.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415089.173821,1.0,0.0,0.012717269972891132,13307.0,197.0,13504.0,197.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415089.4307117,1.0,0.0,0.0127571360229628,13307.0,217.0,13524.0,217.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415089.6893642,1.0,0.0,0.01279700207303458,13307.0,238.0,13545.0,238.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415089.9497192,1.0,0.0,0.01287673417317814,13307.0,258.0,13565.0,258.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415090.2090652,1.0,0.0,0.012916600223249919,13307.0,279.0,13586.0,279.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415090.468449,1.0,0.0,0.012956466273321587,13307.0,299.0,13606.0,299.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415090.7280674,1.0,0.0,0.013036198373465147,13307.0,320.0,13627.0,320.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415090.987202,1.0,0.0,0.013076064423536926,13307.0,340.0,13647.0,340.0,0.6563560646027327,0.9193725176155567,0.0,0.0,0.0
1784415091.2458198,0.0,0.0,3.986605007177957e-05,13307.0,357.0,13664.0,357.0,0.9732190649956465,4.472485602833331,0.0,0.0,0.0
1784415091.5011952,0.0,0.0,3.986605007177957e-05,13307.0,357.0,13664.0,357.0,0.9732190649956465,4.472485602833331,0.0,0.0,0.0
1784415091.7561297,1.0,0.0,0.01283686812310636,18422.0,375.0,18797.0,375.0,0.9732190649956465,4.472485602833331,0.0,0.0,0.0
1784415092.010641,1.0,0.0,0.01287673417317814,18422.0,395.0,18817.0,395.0,0.9732190649956465,4.472485602833331,0.0,0.0,0.0
