epoch,train_loss
1,1.7965296705563862
2,1.7774121512969334
3,1.7593859781821568
4,1.7412435412406921
5,1.7219995458920796
6,1.7026754021644592
7,1.6819703032573063
8,1.65883765121301
9,1.6332775106032689
10,1.6081697692473729
11,1.5802574306726456
12,1.5592148651679356
13,1.539043128490448
14,1.5350656757752101
15,1.5322657823562622
16,1.5305927693843842
17,1.5310181031624477
18,1.5309490164120991
19,1.5284375896056492
20,1.5279795626799266
21,1.5273196349541347
22,1.5274944454431534
23,1.5270558595657349
24,1.526719555258751
25,1.5271035532156627
26,1.5291951199372609
27,1.5272004306316376
28,1.5265271464983623
29,1.5277388443549473
30,1.5268299380938213
31,1.528859535853068
32,1.5238162676493328
33,1.5292324672142665
34,1.5265116840600967
35,1.522678146759669
36,1.5226714859406154
37,1.5222127586603165
38,1.5225692838430405
39,1.521170844634374
40,1.5205881198247273
41,1.520798568924268
42,1.520114243030548
43,1.520656297604243
44,1.5204254736502965
45,1.5197635392347972
46,1.5184578796227772
47,1.5182925313711166
48,1.5182002534468968
49,1.5182087024052937
50,1.5198798030614853
51,1.5162864128748577
52,1.5149184614419937
53,1.5149532208840053
54,1.514446074763934
55,1.5133846749862034
56,1.5126856168111165
57,1.5109910517930984
58,1.5101210077603657
59,1.5116388996442158
60,1.5125881483157475
61,1.5082379231850307
62,1.5074665993452072
63,1.5076025078694026
64,1.508052075902621
65,1.5052281965812047
66,1.5053311586380005
67,1.5023822039365768
68,1.5032975922028224
69,1.4992745866378148
70,1.4985008637110393
71,1.4959396372238796
72,1.4951291034619014
73,1.4911905825138092
74,1.4908032764991124
75,1.4835606863101323
76,1.4772575845321019
77,1.4713093986113865
78,1.4575513700644176
79,1.4277342508236568
80,1.4196979279319446
81,1.36420771976312
82,1.3277255942424138
83,1.347730964422226
84,1.3170550341407459
85,1.2807694400350254
86,1.285962221523126
87,1.2926303520798683
88,1.2797636439402897
89,1.276789131263892
90,1.287792945901553
91,1.292144278685252
92,1.2724223956465721
93,1.248916891713937
94,1.2477688988049824
95,1.2542586972316105
96,1.2653952290614445
97,1.2511170754830043
98,1.2435319994886715
99,1.2388022691011429
100,1.2348731358846028
101,1.2357405871152878
102,1.2334918429454167
103,1.242515469590823
104,1.2375134155154228
105,1.2261627167463303
106,1.2347600882252057
107,1.2236621131499608
108,1.2363905037442844
109,1.2258640751242638
110,1.2490335603555043
111,1.2201404000322025
112,1.2200518523653348
113,1.2181525826454163
114,1.2329223528504372
115,1.2153531685471535
116,1.2174195970098178
117,1.2190257137020428
118,1.2163206140200298
119,1.213452120621999
120,1.2155991271138191
121,1.2120418722430866
122,1.2279626751939456
123,1.2132572357853253
124,1.2116850763559341
125,1.211009072760741
126,1.2314414059122403
127,1.2091088195641835
128,1.2112015957633655
129,1.2094216992457707
130,1.208936259150505
131,1.208705907066663
132,1.2071436097224553
133,1.2239031369487445
134,1.206950547794501
135,1.2090938712159793
136,1.2042312597235043
137,1.2017119973897934
138,1.2049656187494595
139,1.2060252154866855
140,1.2046843717495601
141,1.2111704001824062
142,1.2012239719430606
143,1.201759825150172
144,1.2026304726799328
145,1.202463614443938
146,1.2029494668046634
147,1.2003627891341846
148,1.2006853272517521
149,1.20434666176637
150,1.1978204076488812
151,1.1974650646249454
152,1.1974793424208958
153,1.2043401251236598
154,1.1942857280373573
155,1.1913292830189068
156,1.19912900775671
