metric,value
val_f1,0.6300676857563021
val_precision,0.6574831428490393
val_recall,0.6338246702870443
ece,0.08228170355184153
autocorr_r2,0.9999999999999998
transition_mae,104.01518
final_train_loss,0.9663980528712273
final_val_loss,0.9054318567117056
val_accuracy,0.6338246702870443
