metric,value
val_f1,0.49730951821727354
val_precision,0.4502859634974184
val_recall,0.5887539184952978
ece,0.026338721737421297
autocorr_r2,0.9999999999999998
transition_mae,71.58291
final_train_loss,0.9066746731599172
final_val_loss,1.1023424863815308
val_accuracy,0.5887539184952978
