metric,value
val_f1,0.5207149901925849
val_precision,0.5401921526051289
val_recall,0.5695657678187113
ece,0.0630565004863985
autocorr_r2,1.0
transition_mae,187.84502
final_train_loss,0.7186418498555819
final_val_loss,1.043836350242297
val_accuracy,0.5695657678187113
