metric,value
val_f1,0.5829523784913436
val_precision,0.586434890737776
val_recall,0.6525009769441188
ece,0.025360371287142025
autocorr_r2,1.0
transition_mae,84.37115
final_train_loss,0.9294222692648569
final_val_loss,0.90550197660923
val_accuracy,0.6525009769441188
