metric,value
val_f1,0.48155472003131133
val_precision,0.4343655881066607
val_recall,0.5981136852766173
ece,0.2646126422678795
autocorr_r2,0.9999999999999993
transition_mae,282.10495
final_train_loss,0.8468883835400144
final_val_loss,1.5036679704984028
val_accuracy,0.5981136852766173
