metric,value
val_f1,0.5675947943169742
val_precision,0.5485021316603084
val_recall,0.6499605367008682
ece,0.015950563388477983
autocorr_r2,1.0
transition_mae,106.08371
final_train_loss,1.0222294727961223
final_val_loss,1.0738340069850285
val_accuracy,0.6499605367008682
