metric,value
val_f1,0.5024233410734197
val_precision,0.4971748351814052
val_recall,0.5955801104972376
ece,0.02229171473159505
autocorr_r2,1.0
transition_mae,105.613525
final_train_loss,1.0225360834350188
final_val_loss,1.2204826831817628
val_accuracy,0.5955801104972376
