metric,value
val_f1,0.6289902815980327
val_precision,0.6289777894596411
val_recall,0.6858029480217223
ece,0.08724253026820104
autocorr_r2,0.9999999999999996
transition_mae,226.57014
final_train_loss,0.8456713085373243
final_val_loss,0.8559537380933762
val_accuracy,0.6858029480217223
