metric,value
val_f1,0.6480758320565789
val_precision,0.6311681858579165
val_recall,0.6709902912621359
ece,0.07501685986472563
autocorr_r2,1.0
transition_mae,192.6802
final_train_loss,0.7123906376461188
final_val_loss,0.8163056373596191
val_accuracy,0.6709902912621359
