metric,value
val_f1,0.43414097470167945
val_precision,0.4514638357114351
val_recall,0.4723624595469256
ece,0.04387887192196831
autocorr_r2,0.9999999999999996
transition_mae,221.22755
final_train_loss,1.1034305915236473
final_val_loss,1.1991910338401794
val_accuracy,0.4723624595469256
