metric,value
val_f1,0.48813922942636295
val_precision,0.4939215688336751
val_recall,0.5453170218363589
ece,0.05593279213638437
autocorr_r2,1.0
transition_mae,52.547066
final_train_loss,1.098603847126166
final_val_loss,1.1963721414407094
val_accuracy,0.5453170218363589
