metric,value
val_f1,0.5249755514607375
val_precision,0.5193631991967185
val_recall,0.6205549042594763
ece,0.0587318300952417
autocorr_r2,0.9999999999999996
transition_mae,160.8767
final_train_loss,0.8652667999267578
final_val_loss,1.0369050900141399
val_accuracy,0.6205549042594763
