metric,value
val_f1,0.5496715063172438
val_precision,0.4988942489195392
val_recall,0.6307594936708861
ece,0.13592257214497916
autocorr_r2,1.0
transition_mae,231.63835
final_train_loss,0.5609485497077306
final_val_loss,0.9227180282274882
val_accuracy,0.6307594936708861
