timestamp,num_requests_running,num_requests_waiting,gpu_cache_usage_perc,prompt_tokens_total,generation_tokens_total,iteration_tokens_total_sum,iteration_tokens_total_count,request_prefill_time_seconds_sum,request_decode_time_seconds_sum,num_preemptions_total,prefix_cache_queries_total,prefix_cache_hits_total
1784415445.639233,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415445.8950303,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415446.1498404,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415446.404549,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415446.659352,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415446.914177,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415447.1687634,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415447.42369,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415447.6780632,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415447.9326785,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415448.1874297,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415448.4417605,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415448.6965544,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415448.9514103,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415449.2056406,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415449.4603994,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415449.7158973,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
1784415449.9707644,0.0,0.0,3.986605007177957e-05,1.0,1.0,2.0,1.0,0.02401758637279272,0.0,0.0,0.0,0.0
