stratum_0_time_s,stratum_0_measured_w_per_gpu,stratum_0_predicted_w_per_gpu,stratum_1_time_s,stratum_1_measured_w_per_gpu,stratum_1_predicted_w_per_gpu,stratum_2_time_s,stratum_2_measured_w_per_gpu,stratum_2_predicted_w_per_gpu
650,334.71750000000003,305.778400243457,650,83.93249999999999,85.36,650,196.40749999999997,214.9204694775611
651,299.8825,304.3262290331328,651,84.0975,85.36,651,94.2025,115.25228072416526
652,339.56,305.2686406489995,652,84.0375,85.36,652,101.13499999999999,123.61032390168687
653,303.2975,300.99375381009565,653,84.2,85.36,653,93.17250000000001,120.32818314366538
654,316.99250000000006,304.1822689986916,654,84.04,85.36,654,92.39250000000001,118.08186802817508
655,250.9125,233.31118455779477,655,84.085,85.36,655,90.76999999999998,114.77388941432463
656,308.355,304.72537757561645,656,84.015,85.36,656,97.16499999999999,124.09695950024555
657,197.2675,175.27076340259777,657,84.16,85.36,657,148.4925,122.65760730581158
658,91.32499999999999,87.06686845498731,658,84.0775,85.36,658,103.5575,108.11346749381761
659,247.515,298.710848689507,659,84.22,85.36,659,141.48499999999999,124.80474844744995
660,301.185,304.30877001104955,660,84.16,85.36,660,89.22,114.61520121306555
661,299.0675,305.10198456105525,661,84.22749999999999,85.36,661,139.81,125.22110269247716
662,302.78499999999997,300.39300168517855,662,83.995,85.36,662,141.63500000000002,142.77159479252978
663,273.52,305.7073605550622,663,84.1175,85.36,663,163.565,124.54466171692916
664,249.93249999999998,238.95912351833294,664,84.19999999999999,85.36,664,89.055,114.14604430538968
665,323.3775,304.1840368320803,665,84.205,85.36,665,140.9975,123.64976411407545
666,300.1975,301.31713602640485,666,84.16,85.36,666,103.38749999999999,117.93593349561955
667,333.2075,288.3739537114061,667,84.295,85.36,667,98.45750000000001,118.7720425954534
668,337.59250000000003,304.2095499726391,668,84.16,85.36,668,114.315,122.02694784851481
669,249.2825,249.7753274585567,669,84.16,85.36,669,93.335,118.74380397409935
670,320.345,304.40716648452894,670,84.16,85.36,670,148.42000000000002,118.37439993894216
671,312.0775,305.51259878212335,671,84.1775,85.36,671,137.6875,128.70431596950846
672,298.5975,300.440669198383,672,84.35875,85.36,672,340.01250000000005,319.9114894213069
673,193.8075,174.6423502177628,673,84.32166666666666,85.36,673,402.7925,343.3083772268558
674,244.26999999999998,304.5058475494959,674,84.20333333333332,85.36,674,282.97249999999997,309.3240386660135
675,246.97999999999996,214.89662874211444,675,84.1775,85.36,675,344.3375,312.1218253672097
676,301.3275,304.4955529280786,676,84.22749999999999,85.36,676,306.41499999999996,306.2059794865605
677,300.4975,300.96521766887406,677,84.3075,85.36,677,307.33000000000004,306.5974376420246
678,304.4275,304.58803048874586,678,84.2475,85.36,678,306.415,310.19195351904517
679,301.49249999999995,300.7416647231395,679,84.295,85.36,679,308.225,311.2089883744194
680,295.0375,305.1109935966342,680,84.18,85.36,680,302.78,311.96416604168996
681,300.4275,300.3970388686893,681,84.33500000000001,85.36,681,291.8425,309.279843690001
682,301.47249999999997,300.43130327586596,682,84.2475,85.36,682,297.31,309.38684233562043
683,321.0675,305.6275258917441,683,84.2475,85.36,683,265.5825,309.2172862909306
684,204.92249999999999,232.54626099544774,684,84.315,85.36,684,282.8975,262.7560794883536
685,92.0375,86.94594209620604,685,84.295,85.36,685,147.0,89.41647072129149
686,242.91500000000002,304.53906389706407,686,84.17999999999999,85.36,686,90.815,113.959067004409
687,243.04000000000002,198.97525477433666,687,84.2875,85.36,687,120.25999999999999,128.6806559870927
688,247.37500000000003,304.29586936431036,688,84.295,85.36,688,89.7,85.08
689,294.135,305.4269311577577,689,84.2475,85.36,689,88.88250000000001,89.32433310351516
690,297.54,300.4825822483074,690,84.33500000000001,85.36,690,139.195,113.94263024409172
691,303.37,305.1106945278543,691,84.45,85.36,691,89.0775,114.49437090158494
692,197.72,183.9333762376776,692,84.17999999999999,85.36,692,88.95000000000002,115.67951865197362
693,256.305,304.2920349607059,693,84.18,85.36,693,137.85750000000002,124.02079265791275
694,302.305,290.6448911298419,694,84.17999999999999,85.36,694,97.43249999999999,109.92695895348253
695,300.6425,304.1795755648578,695,84.19999999999999,85.36,695,88.22749999999999,88.8763660321473
696,299.0525,300.3919886505468,696,84.36250000000001,85.36,696,88.27250000000001,115.35188005556387
697,297.23,300.54994568076813,697,84.53,85.36,697,239.45,322.83860336557683
698,328.515,306.1389261570772,698,84.38250000000001,85.36,698,292.0075,309.8589143878978
699,334.48249999999996,304.7424477693878,699,84.45,85.36,699,291.7025,308.1508944549636
700,249.81249999999997,244.01138876443613,700,84.45,85.36,700,279.8025,306.23592439488874
701,324.365,304.42840733090327,701,84.45,85.36,701,266.275,303.3044890262216
702,98.7225,100.92249133730463,702,84.45,85.36,702,287.90250000000003,307.3632530236115
703,245.3525,304.27782902192246,703,84.59,85.36,703,293.53249999999997,310.2658519602623
704,299.345,300.39196830303626,704,84.47,85.36,704,294.5825,305.9925087668298
705,300.02000000000004,300.4171530445966,705,84.43,85.36,705,256.0875,309.5948166970782
706,299.34749999999997,301.1498104969948,706,84.45,85.36,706,288.98249999999996,304.8866455521342
707,302.98,304.68624826824646,707,84.43,85.36,707,295.495,179.7397841362302
708,304.25249999999994,300.391405700139,708,84.5325,85.36,708,91.82,116.55075811045664
709,296.63,305.5199423114359,709,84.53,85.36,709,103.66499999999999,110.12192775302186
710,304.2725,300.3974833383608,710,84.51,85.36,710,89.32499999999999,88.94960526396797
711,323.59,305.69442442389925,711,84.45,85.36,711,94.4375,115.49435262027102
712,333.3275,304.4373714669678,712,84.47,85.36,712,89.25750000000001,118.79260720768487
713,196.93,231.27929560208628,713,84.36250000000001,85.36,713,89.0325,117.96063960344358
714,333.6225,304.32643840978284,714,84.27250000000001,85.36,714,118.3,118.26856645250933
715,293.4525,305.5297117922751,715,84.145,85.36,715,111.995,117.93084007007661
716,196.17999999999998,150.94093153318187,716,84.33,85.36,716,119.97999999999999,124.42760862199938
717,315.635,304.48341549340176,717,84.0975,85.36,717,89.0325,110.23488954100745
718,294.95750000000004,305.4509095454472,718,84.17999999999999,85.36,718,88.26249999999999,89.07269665948039
719,154.95,150.65498142067688,719,84.22749999999999,89.76147235913378,719,137.6975,114.75560153275379
720,245.6325,304.3139437553875,720,236.35250000000002,305.408001031758,720,140.12,118.89252727447698
721,267.4425,288.07608161985485,721,290.03499999999997,300.8316880558074,721,98.49749999999999,119.37674367987941
722,92.64,87.05235873231683,722,289.02750000000003,300.8567538373023,722,88.48250000000002,115.67757184933424
723,246.7525,304.41826108537066,723,291.395,300.8817768594347,723,88.27250000000001,113.77056808262559
724,300.8625,300.39700555988475,724,291.18,300.90675630184637,724,119.8275,114.23852194641488
725,298.90000000000003,300.42218187639185,725,294.37,300.93169310357433,725,126.50999999999999,113.90928342027087
726,291.7075,305.4394598303695,726,290.86749999999995,300.95658798588875,726,88.2975,123.1751170909524
727,145.375,151.8054724120488,727,292.085,300.9814397577602,727,88.0325,114.19262377500617
728,319.35999999999996,304.3139277799626,728,293.53249999999997,301.0062490605208,728,138.425,127.79763671408932
729,331.55,305.3166233003084,729,292.7775,301.031016116748,729,91.75,114.28757932873808
730,247.83,258.2952944331893,730,193.4125,201.44253231536257,730,134.3725,123.04823960997864
731,334.435,304.3253407592038,731,87.69,85.36,731,87.775,113.9434667880608
732,318.21500000000003,305.4651729248216,732,87.1725,85.36,732,87.625,106.56513470066209
733,196.31,164.236630367396,733,87.355,85.36,733,354.7725,341.57488639399406
734,308.975,304.279108294037,734,86.4425,85.36,734,290.27,312.3996995222868
735,209.6625,219.9262783640939,735,86.35000000000001,85.36,735,349.7975,321.7498484208603
736,302.025,284.95649683338036,736,86.30250000000001,85.36,736,297.9325,309.0486338230213
737,305.3325,304.3912169895183,737,86.19749999999999,85.36,737,298.6,308.96101214334755
738,259.875,305.3038783563197,738,86.13750000000002,85.36,738,300.805,312.9454976573243
739,300.2475,300.4005835425465,739,86.1375,85.36,739,317.56,310.0150044844164
740,296.615,300.7113179642781,740,85.95,85.36,740,300.11,312.7429925967094
741,302.075,305.2237668047896,741,85.95,85.36,741,300.6425,312.5078841085705
742,274.7425,305.1784821929175,742,85.95,85.36,742,285.03999999999996,309.00468546136904
743,200.06999999999996,173.91767838996012,743,85.8375,85.36,743,192.625,221.67670391098446
744,316.975,304.3527084079365,744,85.7475,85.36,744,91.6,124.76962814770081
745,300.1775,305.2058032867404,745,85.7475,85.36,745,93.025,113.30283456267725
746,264.4275,259.7835309024008,746,85.7475,85.36,746,90.1575,122.91710340814447
747,327.1975,304.3053056889337,747,85.815,85.36,747,90.10249999999999,113.81577524217795
748,301.375,301.18895148017515,748,85.7025,85.36,748,235.56,312.36578109702117
749,298.90749999999997,304.3978430461734,749,85.68,85.36,749,297.3875,306.95725177185375
750,305.39,305.21107830279743,750,85.6425,85.36,750,295.56499999999994,303.40880690831676
751,295.3125,305.46511155335736,751,85.52000000000001,85.36,751,298.745,301.6798199364954
752,302.91,300.4153556265387,752,85.52000000000001,85.36,752,142.52750000000003,142.17176522986492
753,308.85499999999996,305.72595160831963,753,85.44000000000001,85.36,753,89.385,85.08
754,298.885,304.9232541059749,754,85.44,85.36,754,89.0925,89.21179648323604
755,300.025,300.3967648747147,755,85.5425,85.36,755,89.30250000000001,115.2248174857817
756,299.8575000000001,300.4219418938085,756,85.52000000000001,85.36,756,88.8825,113.62903963135972
757,303.7125,300.4470763746449,757,85.44000000000001,85.36,757,252.02499999999998,319.3358828700171
758,281.145,305.6976878610135,758,85.38,85.36,758,286.55,304.85362415132386
759,290.72249999999997,297.24911529264716,759,85.36,85.36,759,289.2675,303.0892535296231
760,327.5625,307.42518926192594,760,85.44,85.36,760,286.5475,305.2479577398616
761,322.91999999999996,305.77346823344766,761,85.4,85.36,761,291.2525,309.36227651563723
762,290.505,301.0106021735487,762,85.11500000000001,85.36,762,292.7625,304.98916657237527
763,327.5975,305.78712361056057,763,84.77250000000001,85.36,763,291.03000000000003,306.39661169231397
764,301.8775,305.9427423473537,764,84.85499999999999,85.36,764,292.1675,307.6176419178647
765,265.26,300.47622043652564,765,84.8325,85.36,765,294.75,286.21128446180325
766,302.5575,301.17099073634427,766,84.855,85.36,766,91.625,107.02976118234946
767,310.41249999999997,304.77679259468084,767,84.8325,85.36,767,90.41250000000001,114.39270390958062
768,301.5875,301.3158444352456,768,84.85499999999999,85.36,768,247.095,304.6876181143179
769,310.70750000000004,304.3708499483693,769,84.77250000000001,85.36,769,298.89750000000004,308.4485705380153
770,302.4125,285.9439144282236,770,84.75,85.36,770,300.8725,304.85243341708644
771,247.18,304.3098457853283,771,84.75,85.36,771,298.76750000000004,300.8967811735569
772,289.8075,305.5960251132094,772,84.8325,85.36,772,300.425,303.0036961887097
773,195.89749999999998,168.02671092922378,773,84.9975,85.36,773,302.6275,305.69171120820727
774,262.11,304.38388012778006,774,84.9375,85.36,774,301.175,304.31560900429264
775,294.565,305.04907507901015,775,84.775,85.36,775,238.62,259.7585416594447
776,300.14,300.3905172941262,776,84.77250000000001,85.36,776,245.4225,305.97200691413855
777,294.42499999999995,305.45036027554136,777,84.77250000000001,85.36,777,306.4175,308.4940918885465
778,308.37,314.136191103604,778,84.75,85.36,778,262.785,305.6678742628107
779,292.935,301.741151936607,779,84.8325,85.36,779,293.8975,307.151342680509
780,297.8725,305.9937766837612,780,84.61,85.36,780,304.5875,305.82368267545434
781,298.35,304.351625834587,781,84.5325,85.36,781,310.7275,307.08875936961306
782,301.00250000000005,305.2897984187984,782,84.36250000000001,85.36,782,306.26750000000004,304.19557557960616
783,199.88999999999996,228.41037428987036,783,84.38250000000001,85.36,783,304.755,304.13844320686064
784,300.615,304.3044937480333,784,84.38250000000001,85.36,784,297.9175,310.1584893912324
785,301.7375,305.11653581722777,785,84.53,85.36,785,293.00250000000005,303.6854407335358
786,271.245,292.3988937348487,786,84.465,85.36,786,163.5875,153.87312417153626
787,301.71999999999997,304.20693091691464,787,84.295,85.36,787,92.315,113.80767574157016
788,303.2325,300.3964164758642,788,84.295,85.36,788,91.77250000000001,113.93875168927853
789,294.97,305.4812141742429,789,84.33500000000001,85.36,789,176.65249999999997,118.71934168964347
790,342.36999999999995,314.11134281625743,790,84.315,85.36,790,90.48,118.36629679591906
791,290.66249999999997,301.11789370867325,791,84.4075,85.36,791,231.015,306.0440830395894
792,289.125,305.6434472218996,792,84.43,85.36,792,300.36,304.44363831426307
793,283.3775,301.2679577323873,793,84.3825,85.36,793,353.0425,331.78738856048955
794,296.47499999999997,304.9868634733464,794,84.3175,85.36,794,302.0275,306.5556396258228
795,301.0225,300.38922391936194,795,84.36250000000001,85.36,795,302.385,310.6755021426155
796,300.8725,305.6393180042495,796,84.42250000000001,85.36,796,303.5275,306.56921541107255
797,300.645,304.6988097030146,797,84.50500000000001,85.36,797,301.7125,306.97394515967966
798,299.745,300.39595850545396,798,84.66250000000001,85.36,798,303.7625,308.3520917793611
799,299.9625,300.42113777255145,799,84.36250000000001,85.36,799,305.11,305.25234603819473
800,307.84,305.5278443004097,800,84.34,85.36,800,306.7075,307.7443166851766
801,249.20999999999998,265.58943057387864,801,84.36250000000001,85.36,801,197.92,223.94300754098066
802,304.2075,299.1992556279682,802,84.4675,85.36,802,163.2025,110.01732522763939
803,277.31,284.2800704813583,803,84.42,85.36,803,91.08250000000001,88.81277147389223
804,303.60749999999996,304.32118909940493,804,84.385,85.36,804,91.3625,113.57284209271283
805,296.7025,305.3423135040277,805,84.4075,85.36,805,90.28,89.77449713488006
806,291.4125,305.4504804104315,806,84.51,85.36,806,90.155,102.54008074306951
807,306.185,300.46744317594465,807,84.4425,85.36,807,89.7075,85.08
808,303.31,305.0728403738324,808,84.385,85.36,808,89.52000000000001,85.08
809,306.4,300.39015871111707,809,84.5475,85.36,809,89.83500000000001,89.146811451715
810,304.67249999999996,305.3053635172547,810,84.36250000000001,85.36,810,89.58000000000001,107.66107745583878
811,296.17499999999995,306.20168702139694,811,84.385,85.36,811,89.3175,107.36072146404437
812,288.89250000000004,304.78308317123674,812,84.43,85.36,812,90.4775,103.49393183642078
813,305.265,305.1291728869768,813,84.36250000000001,85.36,813,88.84500000000001,85.08
814,306.035,300.3958960640925,814,84.4225,85.36,814,88.59,88.59270902263708
815,304.2075,300.4210756637059,815,84.59,85.36,815,88.905,108.08950262105347
816,255.3275,235.35239672615435,816,84.36250000000001,85.36,816,100.57749999999999,120.80255870870717
817,246.845,304.30882526234444,817,84.385,85.36,817,281.6225,306.6640934714784
818,297.0875,305.5512957812164,818,84.4075,85.36,818,311.25,312.5210475018918
819,301.3275,282.01637427577487,819,84.49000000000001,85.36,819,287.445,303.2560948778801
820,277.5375,304.2943026651643,820,84.4425,85.36,820,288.0675,303.15565854564795
821,302.68749999999994,305.09438272767875,821,84.5275,85.36,821,289.5075,303.0043310747084
822,302.09999999999997,300.3940097625641,822,84.525,85.36,822,291.8525,302.7806573299431
823,304.2925,300.41919282104266,823,84.4675,85.36,823,289.6725,305.0682249294355
824,302.23,300.4443308297402,824,84.445,85.36,824,288.9675,303.3585515376132
825,292.63,306.52307870800564,825,84.59,85.36,825,241.38750000000005,302.695522065281
826,300.405,305.2196118904441,826,84.49000000000001,85.36,826,283.58500000000004,302.4217679046832
827,301.8825,301.0566340756824,827,84.67,85.36,827,300.4275,304.2460833867739
828,302.7675,304.56151574750174,828,84.385,85.36,828,299.0425,302.54699601756505
829,297.9075,306.189532248374,829,84.4075,85.36,829,144.9875,178.3414449556961
830,304.51,304.3794868397036,830,84.525,85.36,830,90.77250000000001,85.08
831,250.2775,236.67183306661093,831,84.4675,85.36,831,89.535,89.12152225053522
832,253.435,304.25330223215593,832,84.67,85.36,832,270.1775,304.4913730167429
833,307.3125,301.2593198848049,833,84.5275,85.36,833,273.7125,303.1094308788782
834,302.40250000000003,304.4550199300463,834,84.64750000000001,85.36,834,297.0,300.48600519371837
835,300.565,289.3807645158246,835,84.65,85.36,835,298.3175,301.68599958562675
836,257.35249999999996,304.29572092943414,836,84.69,85.36,836,333.29749999999996,303.3450562651125
837,277.2825,304.6995795865928,837,84.63000000000001,85.36,837,300.795,302.0765188033867
838,310.515,304.2404530717914,838,84.71000000000001,85.36,838,197.04749999999999,146.24499139187387
839,301.4925,300.39387621269105,839,84.77250000000001,85.36,839,91.245,107.04006255411348
840,301.6375,300.4738598568898,840,84.77250000000001,85.36,840,245.4,305.88541203108383
841,329.45000000000005,306.12990834795954,841,84.69,85.36,841,300.2075,301.77636370905645
842,291.39750000000004,305.01677463420367,842,84.71000000000001,85.36,842,295.28,300.549872541097
843,193.3325,151.35669013262597,843,84.69000000000001,85.36,843,144.975,121.9041557548658
844,248.28750000000002,304.2985410609522,844,84.71000000000001,85.36,844,91.07,109.39382704042848
845,294.73249999999996,306.1114678174313,845,84.75,85.36,845,90.005,89.0060042688848
846,292.9275,301.6673364882361,846,281.7675,292.0135605639948,846,89.72749999999999,108.10362553411126
847,296.5525,314.33974799949004,847,289.37249999999995,300.598924990755,847,89.70750000000001,102.95244560798304
848,287.3,306.17100380530724,848,291.39750000000004,300.62439231273936,848,88.88250000000001,85.08
849,293.82000000000005,301.40391767257904,849,293.085,300.6498162732698,849,88.65750000000001,89.09398329940987
850,293.5875,306.12749731805053,850,294.435,300.6751954921732,850,144.55,110.84511201793983
851,293.05999999999995,300.79838135648583,851,292.38750000000005,300.7005304087398,851,88.45499999999998,88.85470569697672
852,293.59250000000003,306.4864118615574,852,294.06,300.7258227622775,852,88.4775,106.98615954882042
853,293.145,305.03222189340875,853,292.39,300.7510702270913,853,295.27250000000004,330.881808857683
854,248.5875,199.7158463733448,854,294.125,300.77627494647606,854,301.3375,304.80834807836874
855,316.0175,304.12675058251943,855,296.105,300.8014356142055,855,295.04,303.86520573571636
856,304.755,300.39041597444094,,,,856,295.2775,306.4048291292363
857,301.7075,300.61524612467446,,,,857,302.3125,306.390808606586
858,293.075,306.2517865980539,,,,858,297.4575,306.96896286769663
859,306.98249999999996,304.41598879863153,,,,859,301.77250000000004,308.33910122261034
860,299.96500000000003,300.6889863874392,,,,860,242.6775,268.72669997267985
861,315.96,305.0789798041292,,,,861,90.8625,107.36985958942216
862,306.3275,305.81716829912455,,,,862,90.33,108.72354048214324
863,199.8925,205.23125311321456,,,,863,90.09,113.74543823153085
864,308.3775,304.3278155470097,,,,864,239.58249999999998,312.0771656039036
865,301.93,300.39670795115126,,,,865,297.3175,304.07124773162013
866,300.955,300.421884548608,,,,866,236.37,308.05553003116006
867,303.61249999999995,305.56806285056626,,,,867,313.685,302.42315956729783
868,302.63,305.6994806201884,,,,868,197.59499999999997,158.3137669791073
869,302.46500000000003,302.51323228188744,,,,869,90.84,88.85040765544201
870,300.27500000000003,305.32012473875466,,,,870,158.05,125.01692738381955
871,303.97749999999996,300.39659276583757,,,,871,176.2525,118.76197975263618
872,300.735,301.3515750658492,,,,872,89.88,114.59119267331523
873,293.22499999999997,304.87397155731435,,,,873,89.34,88.78157715855791
874,145.885,133.82553584774226,,,,874,180.07999999999998,119.42302800187352
875,297.78,282.780171590362,,,,875,149.45000000000002,109.78415842276934
876,302.09749999999997,304.2357583843884,,,,876,88.63500000000002,88.94367428453295
877,301.40250000000003,301.27132184909374,,,,877,235.6375,307.57130874680234
878,302.78,304.49299656724736,,,,878,289.745,312.50131988513436
879,301.09000000000003,300.3927345321649,,,,879,288.51,305.41260106393446
880,308.90250000000003,305.16199147302774,,,,880,291.86,306.8345343122989
881,303.375,300.3926816329934,,,,881,287.0975,306.79776024490553
882,299.96500000000003,312.13908956972,,,,882,291.9275,308.336054818138
883,292.90999999999997,305.74284396329784,,,,883,290.26,306.127694863289
884,298.8175,306.25896248944616,,,,884,306.71750000000003,306.01166015783735
885,301.7175,304.5512464619916,,,,885,327.15250000000003,306.29603814283587
886,298.8325,314.51008463232955,,,,886,248.2325,269.30785617225183
887,291.93,301.11192945890406,,,,887,90.435,89.08282320009701
888,301.1025,300.49838516010925,,,,888,166.775,128.7350078481423
889,291.555,305.5678696818399,,,,889,142.5925,107.44730190520525
890,300.725,300.5636763639941,,,,890,170.12249999999997,114.27154972491364
891,198.81,224.44427466875965,,,,891,155.395,114.22567007978009
892,299.35,304.20890952235254,,,,892,161.44,129.00105171187843
893,302.6825,300.39229928369946,,,,893,178.72,122.0290659245469
894,297.9325,305.46473623200177,,,,894,145.95000000000002,130.6506042628778
895,197.9225,211.13963631936204,,,,895,139.5225,107.03557690790194
896,92.78999999999999,87.27462637198234,,,,896,137.51999999999998,112.972444595792
897,302.17999999999995,304.30537358354366,,,,897,88.55999999999999,123.03615714727917
898,284.7975,306.44548588292764,,,,898,137.73,116.69750260758624
899,300.6424999999999,304.71352787883063,,,,,,
