epoch,train_total_loss,train_nll,train_mu_loss,val_total_loss,val_nll,val_mu_loss,mean_sigma,mean_alpha,lr
0.0,1.1571077210147207,1.0682592493731802,0.8884847255014792,1.049360778596666,0.986871772342258,0.6248902214898003,1.0845916285747434,0.43717920998247656,0.001
1.0,1.015421903714901,0.9338176672051592,0.816042332750995,0.9144384066263834,0.8533305327097574,0.6110787888367971,0.9422445253628057,0.38484134688609983,0.001
2.0,0.8691698094693626,0.7909724014561351,0.7819740597794695,0.7689600785573324,0.708341982629564,0.6061810784869723,0.810767585184516,0.3329710691440396,0.001
3.0,0.7110668667932836,0.6351622648355437,0.759045975237358,0.6091967456870608,0.5489101343684726,0.6028660072220696,0.6870246180673925,0.2828894864495208,0.001
4.0,0.5376392021411802,0.46359698147308537,0.7404222223089962,0.4349640905857086,0.37488051917817855,0.6008357273207771,0.5698597096815342,0.2353819612322784,0.001
5.0,0.35022492125266935,0.2777677060263913,0.7245721486283512,0.249258859290017,0.18913167963425317,0.6012718147701688,0.46147648590367013,0.18918436093301308,0.001
6.0,0.15926808166522077,0.08811756523280609,0.7115051528302635,0.0711206669608752,0.010684154099888273,0.6043651037746005,0.3660466474730794,0.14435496726414052,0.001
7.0,-0.004463293839518617,-0.07449390540444632,0.7003061080851206,-0.06450189629362689,-0.12525034437163007,0.6074844764338599,0.28940908065656334,0.10600637762648303,0.001
8.0,-0.10497533757148719,-0.17413664189530764,0.6916130170589541,-0.13950037418140304,-0.20058731124218968,0.6108693778514862,0.23836684699465588,0.07683854686414324,0.001
9.0,-0.1485684767547177,-0.21676070556589744,0.6819222823875707,-0.17419823424683678,-0.23433353193104267,0.6013529797395071,0.21352569468137694,0.05813694059303621,0.001
10.0,-0.16771699833433804,-0.23469362735021404,0.6697662748941561,-0.1961356219318178,-0.2553713478975826,0.5923572546905942,0.20105068058502384,0.04757324665239671,0.001
11.0,-0.17746712876165785,-0.24384728691926816,0.6638015559533748,-0.21111326747470432,-0.27017852374249035,0.5906525386704339,0.19325160943880315,0.04117037951037651,0.001
12.0,-0.1833547880736793,-0.24930578052270702,0.6595099037740288,-0.2227359414100647,-0.28141947587331134,0.5868353413210975,0.18820966998251473,0.036870830760496416,0.001
13.0,-0.18772132930959143,-0.2533032239937201,0.6558189392089844,-0.2323976374334759,-0.29065197209517163,0.5825433135032654,0.18481980227842565,0.03378366415457028,0.001
14.0,-0.1913689663860856,-0.2566108854442108,0.6524191913081379,-0.24097433355119494,-0.2988540041777823,0.5787966814306047,0.18228821202022275,0.031464176933939866,0.001
15.0,-0.19412728980547045,-0.2591728787960076,0.6504558797289686,-0.24838658505015904,-0.3060997641748852,0.5771317746904161,0.1801558082423559,0.029660940783598076,0.001
16.0,-0.1964283403826923,-0.2613262343106837,0.648978945685596,-0.2542245023780399,-0.31174472636646694,0.5752022299501631,0.1783367584391338,0.028229356493528295,0.001
17.0,-0.19855074766205577,-0.2633612821270462,0.6481053247684385,-0.25862129115396076,-0.3160205731789271,0.5739927391211191,0.17694662729414498,0.027081270452316213,0.001
18.0,-0.20060130136042106,-0.26528209130699953,0.6468078937472367,-0.26266199847062427,-0.31995247801144916,0.5729047887855105,0.17590139987992076,0.02615188402918781,0.001
19.0,-0.2019576790129266,-0.26648388440698023,0.645262045831215,-0.2662025855647193,-0.3233620540963279,0.5715946952501932,0.17500610649585724,0.025396589189767838,0.001
20.0,-0.20322085462692308,-0.26759352823492233,0.6437267333996005,-0.26917829116185504,-0.32620227419667774,0.5702398618062338,0.17428856979056104,0.02478635281596969,0.001
21.0,-0.20463467080418657,-0.26882365561021554,0.6418898120159056,-0.27154507736365,-0.3283960446715355,0.568509707848231,0.17374545154048177,0.02429683081714845,0.001
22.0,-0.20648340680977192,-0.2704667548490007,0.6398334750315038,-0.27343297253052395,-0.33009829620520276,0.5666532384024726,0.17339327495272566,0.023911893617634367,0.001
23.0,-0.20861008272665302,-0.2723546904034731,0.6374460538712944,-0.2750114897886912,-0.331484102540546,0.5647260811593797,0.17316903282956378,0.023624475772787885,0.001
24.0,-0.21089455939647628,-0.27438023868130473,0.6348568041150163,-0.2763716901342074,-0.33262769546773696,0.5625600152545505,0.17303759550176015,0.02342604593623702,0.001
25.0,-0.21322191470279928,-0.2764405599091111,0.6321864673277227,-0.27746085408661103,-0.333500196536382,0.5603933963510725,0.17297452433807095,0.023311605381711228,0.001
26.0,-0.21554712224297407,-0.27849254448239397,0.6294542449276622,-0.27836153159538907,-0.33417439874675536,0.55812868475914,0.17297648365904644,0.023275317465205017,0.001
27.0,-0.2178038047944627,-0.28047853944505136,0.6267473028927315,-0.27909422748618656,-0.3346731323334906,0.5557890269491408,0.17304007672682042,0.02331897273387124,0.001
28.0,-0.22000289726548078,-0.2824116003949468,0.6240870171203846,-0.27975493090020287,-0.3350905320710606,0.5533559819062551,0.17314211370014562,0.0235365742317787,0.001
29.0,-0.22198474916016184,-0.28413313500038007,0.621483853313981,-0.2803313508629799,-0.3354156269795365,0.5508427520593008,0.17324851598681473,0.023899399152979617,0.001
30.0,-0.22381619145957435,-0.2857118112648406,0.6189562035043065,-0.2809221926662657,-0.33575300748149556,0.5483081241448721,0.17335757504149182,0.02420604038165837,0.001
31.0,-0.22540628201350932,-0.28706407783234994,0.6165779334742848,-0.2814442863066991,-0.33603287322653663,0.5458859105904897,0.1734618282899624,0.024381415100722777,0.001
32.0,-0.22694297607352093,-0.2883713712416044,0.6142839396872172,-0.2823437535100513,-0.3366603838900725,0.5431662367449867,0.17356076763897407,0.024474433464248005,0.001
33.0,-0.22809023137499645,-0.28931450789294594,0.612242761181622,-0.2834135765830676,-0.3374430458578799,0.54029471344418,0.17352132899005238,0.024562658151475396,0.001
34.0,-0.22905771070864142,-0.2900876123003843,0.6102989977452813,-0.2844259871376885,-0.3382440184553464,0.538180304898156,0.17345189757463408,0.024684614479178336,0.001
35.0,-0.22993108648352506,-0.29078118212339354,0.6085009553083559,-0.2854318486319648,-0.3390335308180915,0.5360167738464143,0.1733954545201325,0.02483595080855416,0.001
36.0,-0.23073137642406835,-0.29141864416802804,0.6068726643556501,-0.2864727270272043,-0.33982503538330394,0.5335231042570538,0.17335178975651905,0.025021981493365472,0.001
37.0,-0.23146235034233187,-0.2919929579990666,0.6053060729329179,-0.2874593536059062,-0.3405799451801512,0.5312059173981348,0.17331291844205157,0.025248856306439492,0.001
38.0,-0.2321396364671428,-0.292521748782658,0.6038211162497358,-0.28838614705536103,-0.34129005298018456,0.5290389756361643,0.17328991395671192,0.025482922428991736,0.001
39.0,-0.23277298906227437,-0.29301570283203593,0.6024271289749843,-0.2892714771959517,-0.341966450214386,0.5269497434298197,0.17328191203315083,0.02577091803456225,0.001
40.0,-0.23337749191900578,-0.29348932115769966,0.6011182789395495,-0.29017266382773715,-0.34266691613528466,0.5249425388044782,0.17328377722240076,0.026136232449150667,0.001
41.0,-0.23393583443106675,-0.293917925801219,0.5998208864433009,-0.29099533955256146,-0.3433540856672658,0.5235874735646777,0.17327164222554461,0.02659232528289644,0.001
42.0,-0.2344414828027167,-0.29431317474057034,0.5987168859417845,-0.29182542943292195,-0.34398745704028344,0.5216202735900879,0.17326458416334012,0.027128537162774947,0.001
43.0,-0.23490097264691098,-0.29466766954922097,0.5976669759285159,-0.2925875335931778,-0.3445565348698033,0.5196900268395742,0.17326429922406267,0.02767491535987796,0.001
44.0,-0.23530426221649822,-0.29496751780190117,0.5966325358646672,-0.29320168329609764,-0.34503263152307934,0.5183094789584478,0.17326698870193669,0.02807984437520911,0.001
45.0,-0.23565317635856023,-0.2952263486094591,0.595731687618465,-0.29380522502793205,-0.3454537946316931,0.5164856380886502,0.17327523086129165,0.028271285544444875,0.001
46.0,-0.23595313273551988,-0.2954391987948883,0.5948606573226976,-0.29438629498084384,-0.34586212328738636,0.51475833190812,0.17328483847583212,0.028312002467673,0.001
47.0,-0.23625022245616448,-0.2956462089971798,0.5939598581412944,-0.29487233526176876,-0.34623770746919846,0.5136537336640887,0.17329073788189306,0.02822105400264263,0.001
48.0,-0.2365126164584625,-0.2958333085222942,0.5932068981048537,-0.2954056229856279,-0.3466054999993907,0.5119987411631478,0.17329437812653983,0.02822703227582501,0.001
49.0,-0.23675462349158963,-0.2959988397069094,0.5924421428907208,-0.2958502918481827,-0.34694118342465824,0.5109089248710208,0.17329702617191686,0.02824485147508179,0.001
50.0,-0.23697289751797188,-0.29615075123019335,0.5917784964166036,-0.29634084718094933,-0.34728340639008415,0.5094256119595634,0.17329770544680154,0.028276940171674984,0.001
51.0,-0.23717934965360454,-0.29628742031934785,0.5910807102918625,-0.2967747317420112,-0.3476005424227979,0.508258087767495,0.17329144296122762,0.028325686776419966,0.001
52.0,-0.23737382325457362,-0.2964089630943973,0.5903513827701894,-0.2972080318464173,-0.3479352142247889,0.507271827922927,0.173287586831465,0.028395577674595322,0.001
53.0,-0.23752676023215782,-0.2965013648315174,0.5897460361806358,-0.2974645462301042,-0.34809982404112816,0.5063527938392427,0.17328589500450506,0.028370873639132918,0.001
54.0,-0.2377643850518436,-0.2966903946021708,0.5892600638837349,-0.2979268299208747,-0.348419852140877,0.5049301899141736,0.173328631534809,0.028402298052863376,0.001
55.0,-0.23792222614695385,-0.2967937873994432,0.5887156121614503,-0.2983303972416454,-0.3487178964747323,0.5038749575614929,0.173304623583468,0.02846999189293966,0.001
56.0,-0.23808140253148427,-0.29689635572637,0.5881495468500184,-0.2986859381198883,-0.348997350782156,0.5031141075823042,0.17329800419691133,0.02851166526173673,0.001
57.0,-0.2382326951114143,-0.29699489674190194,0.5876220088542962,-0.29907586839463973,-0.3492781010766824,0.5020223524835374,0.17329762439902235,0.028544201810912388,0.001
58.0,-0.2383657181408347,-0.2970874915580924,0.5872177090950128,-0.29945162766509587,-0.3495416016214424,0.5008997685379453,0.1732977832235941,0.0286019660714196,0.001
59.0,-0.23850192002406934,-0.29717475693763756,0.5867283344268799,-0.2997886571619246,-0.34980517211887574,0.500165131356981,0.17329804381219352,0.028646960491087378,0.001
60.0,-0.23862130467484638,-0.29725365031783174,0.5863234386211489,-0.30014971395333606,-0.35005632415413857,0.4990660846233368,0.17329703634831964,0.028693183529667737,0.001
61.0,-0.23872317591818368,-0.29731424670757317,0.5859106986260996,-0.3004391963283221,-0.35024093215664226,0.4980173971917894,0.1733044040639226,0.028723476999780027,0.001
62.0,-0.2388912648326013,-0.2974255839135589,0.5853431619158606,-0.30071192648675704,-0.3504733451538616,0.49761413368913865,0.173326082345916,0.028775852400718664,0.001
63.0,-0.2389897436993878,-0.29749499461272866,0.5850524958677408,-0.3010370118750466,-0.35071228941281635,0.496752733985583,0.17332074663987973,0.028811655166309055,0.001
64.0,-0.23908675225769602,-0.2975653393602953,0.5847858699356637,-0.3014022492700153,-0.3509450972908073,0.49542851083808476,0.17331794449468937,0.028850654776139958,0.001
65.0,-0.2392099109001276,-0.2976358424781299,0.5842593186875669,-0.3016471498542362,-0.35115090385079384,0.4950375242365731,0.173320092806002,0.02888742311880356,0.001
66.0,-0.23930487618213747,-0.29770095619123155,0.5839608175362029,-0.3019324243068695,-0.3513694699439738,0.4943704456090927,0.17332413138412847,0.028932468874788866,0.001
67.0,-0.23937500504458822,-0.29775371202608436,0.5837870514610919,-0.30223610169357723,-0.3515404682192538,0.49304363628228504,0.1733238431738644,0.02896204718002459,0.001
68.0,-0.23950432931504598,-0.2978333135748782,0.5832898169755936,-0.3024817051159011,-0.3517493423488405,0.4926763524611791,0.17333421074762578,0.02900614017030088,0.001
69.0,-0.23957684345361663,-0.2978831938490635,0.5830634986845459,-0.30272332164976334,-0.35193663504388595,0.49213316374354893,0.17332955249925938,0.029036727438612683,0.001
70.0,-0.2396552579068556,-0.2979354235093768,0.582801660931692,-0.3029850878649288,-0.3521217443048954,0.49136654204792446,0.17332708254093077,0.02908088253220407,0.001
71.0,-0.23972603860424785,-0.2979812010577539,0.5825516029102046,-0.30327004194259644,-0.35230761352512574,0.4903758035765754,0.17332460713095782,0.02912256298813878,0.001
72.0,-0.23980707002849114,-0.2980307931216752,0.5822372416534075,-0.30351008226474124,-0.3524807016882632,0.4897061934073766,0.17332230944459032,0.02910826468794811,0.001
73.0,-0.23988915398353483,-0.2980811000778908,0.5819194311412369,-0.30374092360337573,-0.3526482962899738,0.4890736954079734,0.1733212172985077,0.029121600227748474,0.001
74.0,-0.23995473381222748,-0.2981234578097739,0.5816872354324271,-0.3039769430955251,-0.352814010447926,0.4883706321318944,0.17331865284501052,0.029139024818815838,0.001
75.0,-0.2400242980660462,-0.29816723842082954,0.5814293813778133,-0.3042311155133777,-0.3529927242133353,0.48761609693368274,0.17331428571445187,0.029194427790438255,0.001
76.0,-0.24008815081381216,-0.2982052127580817,0.5811705841887288,-0.3044501915574074,-0.35314706506000626,0.4869686961174011,0.17330864398944668,0.029219930219214138,0.001
77.0,-0.24014911818795087,-0.29824131581841445,0.580921969944384,-0.304642947183715,-0.3532629766398006,0.4862002515130573,0.1733057753341954,0.029231243925850567,0.001
78.0,-0.24021472800068738,-0.2982814181141737,0.5806668904132959,-0.3048575719197591,-0.353411709682809,0.48554135196738774,0.1733089227501939,0.02925892251475555,0.001
79.0,-0.2402717756425462,-0.29831462217176835,0.5804284658373856,-0.3050677163733376,-0.35354651386539143,0.48478790952099693,0.17330786949250757,0.029287894778862233,0.001
80.0,-0.24033857136964798,-0.2983551391559403,0.5801656756822656,-0.3052428712447484,-0.3536839071247313,0.4844103372759289,0.1733091182825042,0.029326401332893024,0.001
81.0,-0.2403867119332639,-0.2983809955781553,0.5799427964701885,-0.30545422931512195,-0.35381193665994537,0.4835771123568217,0.17330387161999214,0.029321026284156775,0.001
82.0,-0.24044121856369624,-0.29841546823338766,0.5797424832495247,-0.305661862095197,-0.35392359851135147,0.4826172805494732,0.1733031665406576,0.029338581987270494,0.001
83.0,-0.24051216462763345,-0.29845377284942604,0.5794160769480031,-0.30582117040952045,-0.3540475198792087,0.4822635120815701,0.1733055870707442,0.029391431499545168,0.001
84.0,-0.24055661206565251,-0.2984785254045231,0.5792191072208125,-0.3060314829150836,-0.3541734330356121,0.4814194854762819,0.17330152523226855,0.02939399163715723,0.001
85.0,-0.24061753164704253,-0.29850753205941943,0.5788999877688361,-0.30615875456068253,-0.3542759497132566,0.48117194573084515,0.1733010247713182,0.029415812207067887,0.001
86.0,-0.24064369590544119,-0.29852824249282117,0.5788454516995244,-0.306379046705034,-0.35439222016268307,0.48013176520665485,0.173298584251869,0.029430392220979783,0.001
87.0,-0.24071120034630705,-0.2985555658616671,0.5784436538815498,-0.3065146803855896,-0.3545004593001472,0.47985771629545426,0.17329911124415515,0.029460437686705008,0.001
88.0,-0.24074789736329055,-0.2985827094171105,0.578348114541391,-0.3066921482483546,-0.3545869290828705,0.47894779013262856,0.17329821499382578,0.029472100253148777,0.001
89.0,-0.24081827409383727,-0.29861507837365314,0.5779680253528967,-0.30680256916417015,-0.3546787492103047,0.478761719332801,0.17330213254544793,0.02949824738429814,0.001
90.0,-0.24083335624962318,-0.2986314009602477,0.5779804705483157,-0.30700154105822247,-0.3547957700987657,0.4779422829548518,0.1732969763802319,0.029497225655288232,0.001
91.0,-0.24090477806038973,-0.29865759338547543,0.5775281434378973,-0.3071300751633114,-0.35490211099386215,0.4777203036679162,0.17329214731367623,0.02952064051315552,0.001
92.0,-0.24091361208659848,-0.298674903537442,0.5776128930653014,-0.30737709916300243,-0.35501743604739505,0.47640329433812034,0.17328604183545926,0.029549720719820115,0.001
