Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1744063791.136007,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,12,105,0.9630928039550781
1744063794.3063052,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,8,17,284,2.553788900375366
1744063803.2327096,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,136,93,0.830561637878418
1744063810.7288167,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,194,246,2.1656746864318848
1744063808.2369006,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,8,75,706,6.096655368804932
1744063822.9433107,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,26,275,2.4087791442871094
1744063823.283988,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,8,83,587,5.020781517028809
1744063834.244525,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,8,249,560,4.8068013191223145
1744063838.5522137,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,26,146,1.2671527862548828
1744063876.4376287,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,37,134,1.1888973712921143
1744063888.129531,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,87,126,1.1126410961151123
1744063886.3312545,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,8,458,848,7.315881252288818
1744063893.8570256,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,147,99,0.8814711570739746
1744063920.467317,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,123,171,1.536020040512085
1744063924.2969468,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,52,1146,10.117888689041138
1744063936.448474,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,123,1134,10.182353734970093
1744063949.1133413,meta-llama/Llama-3.1-8B-Instruct,scibench,0.125,8,158,267,2.4069743156433105
1744063962.1573837,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,8,318,135,1.2443268299102783
1744063966.0271552,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,244,140,2.811417818069458
1744063987.4079363,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,43,763,15.146184206008911
1744064002.5477073,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,39,344,6.8749425411224365
1744064020.096939,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,44,157,3.172964096069336
1744064025.8317442,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,55,184,3.731590747833252
1744064026.5069299,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,73,166,3.3781216144561768
1744064038.7221966,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,26,203,4.120830535888672
1744064040.0640855,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,66,250,5.0669846534729
1744064050.1796637,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,191,111,2.2884833812713623
1744064051.3643684,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,54,273,5.57409405708313
1744064056.873656,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,156,113,2.3377773761749268
1744064052.5147529,meta-llama/Llama-3.1-8B-Instruct,scibench,0.125,8,52,479,9.732538223266602
1744064058.2602625,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,188,252,5.136722087860107
1744064005.3375168,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,87,4138,83.27939248085022
