Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745373398.2329228,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,223,122,3.9393081665039062,3.0,8.072609216782514,378.0,437.0,5723.244170459049,114.03480851042359
1745373403.9724557,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,184,86,2.9345648288726807,7.0,8.074451709144,796.0,611.0,12754.278411384143,215.34690309061781
1745373400.008185,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,75,212,6.962254762649536,6.0,8.074446025507424,1185.0,1069.0,6972.004659589416,78.86992430231133
1745373405.3960943,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,194,107,3.7049949169158936,9.0,8.076501995255812,959.0,925.0,5715.575000874981,69.42719116195101
1745373404.3346148,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,70,189,6.4887635707855225,10.0,8.07732213634693,1484.0,1648.0,7023.466461542043,83.45651881391412
1745373404.9465008,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,188,172,5.945211410522461,9.0,8.077332303892923,1374.0,1555.0,4995.258467163863,60.751529818044915
1745373408.34899,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,198,86,3.0197787284851074,8.0,8.077366457525256,425.0,891.0,1800.9796082956777,47.416850592046885
1745373403.8317845,meta-llama/Llama-3.1-70B-Instruct,ARB,1.0,8,234,267,9.168534517288208,8.0,8.07767103224749,2082.0,2268.0,5134.923379657172,60.36712382617066
1745373395.0243497,meta-llama/Llama-3.1-70B-Instruct,leetcode_ne,1.0,8,722,552,18.30100655555725,7.0,8.077668978935792,3323.0,3058.0,4931.900150556852,51.42317962222916
1745373409.3540494,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,17,177,6.10467791557312,10.0,8.080376282269853,1190.0,1715.0,2492.246834775944,35.48968652886636
1745373416.0424316,meta-llama/Llama-3.1-70B-Instruct,scienceqa,1.0,8,22,30,1.054069995880127,10.0,8.080862939735345,62.0,340.0,1704.2933402685194,342.97719571310216
1745373412.3107681,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,60,150,5.1943981647491455,9.0,8.08092380144453,1065.0,1503.0,2758.165837468685,38.297563946718256
1745373407.45424,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,197,309,10.654295921325684,9.0,8.081691815755397,1991.0,3022.0,3016.9939327987263,44.047084453044555
1745373414.390123,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,217,127,4.4420247077941895,10.0,8.082900404301984,1008.0,1328.0,4590.4370194352805,49.11490513214399
1745373413.5564878,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,214,174,6.103652715682983,10.0,8.083373408657327,1774.0,1806.0,6253.67017559153,54.640345334001495
1745373418.304673,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,44,124,4.3523030281066895,9.0,8.083813906551734,545.0,1272.0,3318.198694274012,86.91822095297952
1745373419.179685,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,80,133,4.605487585067749,9.0,8.08409452313154,195.0,1321.0,1346.634686401183,89.09895856997824
1745373417.6676054,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,224,178,6.219352960586548,8.0,8.084101781143598,884.0,1770.0,2842.4827203389755,49.360460453736906
1745373413.6174679,meta-llama/Llama-3.1-70B-Instruct,guanaco,1.0,8,12,308,10.74650526046753,8.0,8.085456788232094,2356.0,3097.0,4631.564626782694,52.831809401365
1745373407.1864023,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,118,552,18.990087032318115,7.0,8.085444149533204,3276.0,5270.0,3065.336883715777,42.69159218814468
1745373397.5232897,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,61,946,31.89320182800293,8.0,8.086773880969417,5433.0,7364.0,4237.830547927715,43.62655342422938
1745373413.5891206,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,300,536,18.3565514087677,9.0,8.087960677583107,3223.0,5022.0,4687.064400530217,39.37295659299308
1745373418.717875,meta-llama/Llama-3.1-70B-Instruct,leetcode_ne,1.0,8,301,470,16.019118309020996,9.0,8.088400866721738,1978.0,4259.0,3242.812586191599,35.26835757030349
1745373430.0169933,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,50,163,5.65692138671875,9.0,8.089041132041613,601.0,1594.0,2143.463954052981,32.65204244798841
1745373426.4298215,meta-llama/Llama-3.1-70B-Instruct,ARB,1.0,8,344,272,9.253350973129272,9.0,8.089041132041613,1117.0,2469.0,3450.497887624117,30.62645352414866
1745373424.023239,meta-llama/Llama-3.1-70B-Instruct,theoremqa,1.0,8,467,398,13.572795867919922,12.0,8.09087023061903,2106.0,3685.0,3695.41989178789,29.813913121043417
1745373435.034248,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,57,80,2.8808505535125732,11.0,8.090963062252467,664.0,963.0,2401.5947804667435,31.151622083672066
1745373436.0432014,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,122,57,2.075839042663574,10.0,8.091009116215254,389.0,724.0,1809.4612131373399,39.81641111493079
1745373435.6928878,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,53,82,2.9413061141967773,10.0,8.091295744175616,557.0,977.0,2162.92138128653,46.44949082510451
1745373430.1209068,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,221,299,10.39988660812378,11.0,8.091949929431628,1196.0,3111.0,1986.8026666066453,38.822915270150915
1745373443.0188363,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,22,62,2.220776081085205,16.0,8.0957805907173,243.0,1015.0,6099.159839498551,475.0309611620119
1745373441.8891835,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,161,107,3.798868179321289,15.0,8.096051559413839,444.0,1669.0,4315.685681424285,286.6167283278614
1745373440.4302776,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,26,165,5.807729959487915,14.0,8.09634284297878,694.0,2399.0,3392.579868625188,109.93298144150862
1745373436.1816785,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,79,314,10.980360269546509,15.0,8.097427851972947,1279.0,4179.0,2524.97695260756,77.75023023450797
1745373407.014173,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,52,1187,40.8359694480896,14.0,8.097791839694153,6019.0,12430.0,3096.667940169348,41.63054145424163
1745373441.4610107,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,37,203,7.110513925552368,13.0,8.098118619758711,742.0,3059.0,2768.325994463016,43.546114030564375
1745373439.9821854,meta-llama/Llama-3.1-70B-Instruct,airoboros,1.0,8,22,324,11.383638620376587,13.0,8.100673476112027,1495.0,4626.0,4052.963366242013,50.38043492927305
1745373446.264399,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,28,208,7.33739709854126,13.0,8.101887259875763,851.0,2953.0,4177.992721394324,38.224763883190384
1745373443.3986278,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,73,310,10.889966487884521,12.0,8.102145422825654,1032.0,4513.0,2650.547298212854,45.31588040274852
1745373433.8797626,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,28,618,21.573022842407227,11.0,8.102494644169985,2414.0,8056.0,2544.183348288469,44.02135303057052
1745373429.19052,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,92,797,27.740308046340942,12.0,8.103634710896229,3167.0,9830.0,2837.226939501543,37.71027739721009
1745373441.2602992,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,67,507,17.72577738761902,11.0,8.104250582858047,1749.0,6978.0,3397.480431635684,41.94159939593876
1745373436.5433364,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,68,661,23.039019107818604,11.0,8.104743791028735,2182.0,8707.0,2475.6881214775335,39.462981782620496
1745373456.4821572,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,124,123,4.334794998168945,11.0,8.105771940776563,562.0,1488.0,2878.544093477053,20.53528749145086
1745373458.9963307,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,82,116,4.078168869018555,11.0,8.106941576773975,613.0,1357.0,4012.6014275613943,43.516364875576784
1745373460.3054595,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,236,121,4.254202842712402,11.0,8.10757988703243,581.0,1424.0,3308.2231038102414,114.92459862256253
1745373461.5953088,meta-llama/Llama-3.1-70B-Instruct,reclor,1.0,8,175,97,3.4108500480651855,10.0,8.107678898696046,305.0,1158.0,1704.3324034553827,101.00108379874408
1745373444.9643445,meta-llama/Llama-3.1-70B-Instruct,airoboros,1.0,8,28,614,21.42550253868103,11.0,8.108325785660123,2024.0,7865.0,2395.259925462438,34.74647141649962
1745373452.3325238,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,72,460,16.086016416549683,11.0,8.109955141840237,1644.0,5492.0,2805.6997380493203,34.152378922237716
1745373449.0533075,meta-llama/Llama-3.1-70B-Instruct,leetcode_ne,1.0,8,478,555,19.43747115135193,10.0,8.109970357968336,2162.0,6774.0,2943.3544159128082,35.39288870141928
1745373434.9835484,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,45,1083,37.889790534973145,11.0,8.112687175978316,4631.0,13359.0,3118.729640775413,38.668674067539946
1745373472.0981634,meta-llama/Llama-3.1-70B-Instruct,scienceqa,1.0,8,25,36,1.3012962341308594,11.0,8.113143248115156,184.0,450.0,2348.159279184668,11.527796504712118
1745373438.4181924,meta-llama/Llama-3.1-70B-Instruct,airoboros,1.0,8,35,1008,35.255260705947876,10.0,8.11320402196767,4086.0,12505.0,3336.316157300255,35.8324610453474
1745373465.1250107,meta-llama/Llama-3.1-70B-Instruct,scibench,1.0,8,30,290,10.28777527809143,12.0,8.114431028540006,1715.0,3213.0,4812.582640133037,22.78193849663699
1745373455.8232427,meta-llama/Llama-3.1-70B-Instruct,airoboros,1.0,8,67,609,21.357006788253784,12.0,8.115270681953309,2776.0,7002.0,3576.607764336452,28.436988564685244
1745373474.659705,meta-llama/Llama-3.1-70B-Instruct,scienceqa,1.0,8,99,79,2.795485496520996,11.0,8.115352439479956,227.0,1025.0,1719.8630928505777,30.00584576668356
1745373473.7973933,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,1.0,8,29,161,5.610953330993652,10.0,8.115784932886877,372.0,1926.0,2176.2339400296273,48.531821169298674
1745373463.5487604,meta-llama/Llama-3.1-70B-Instruct,scibench,1.0,8,50,469,16.512211322784424,11.0,8.117160622415806,2369.0,5297.0,3555.0193690564215,27.24686123291905
1745373471.8793154,meta-llama/Llama-3.1-70B-Instruct,airoboros,1.0,8,648,273,9.719742774963379,13.0,8.118975170879368,2225.0,3244.0,4549.520394668981,23.19715865949077
1745373481.243336,meta-llama/Llama-3.1-70B-Instruct,airoboros,1.0,8,29,37,1.3502898216247559,13.0,8.119534432385667,193.0,534.0,976.080499993937,49.506082795022415
