Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Time,Decode Time,Prefill Throughput,Decode Throughput
2025-04-27T04:23:43.392974,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,162,95,0.6221840381622314,0.0,3.126315789473684,202.0,95.0,0.01156536700000288,0.582605360999878,17465.939472560596,163.060634795669
2025-04-27T04:23:44.824525,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,1.0,4,679,386,2.678313732147217,3.0,5.738341968911917,1195.0,1020.0,0.02232936700238497,2.6401474029989913,53516.96713446304,386.3420651594542
2025-04-27T04:23:46.703052,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,260,127,0.9263119697570801,2.0,6.1461538461538465,300.0,499.0,0.03565637800420518,3.5364029559968913,8413.64201278714,141.10382957174482
2025-04-27T04:23:45.795909,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,29,574,4.090080499649048,2.0,4.081455805892547,669.0,1686.0,0.04337693900379236,7.600839429996995,15422.941668187113,221.81760521688412
2025-04-27T04:23:48.674701,meta-llama/Llama-3.1-8B-Instruct,scibench,1.0,4,260,521,3.7224977016448975,3.0,4.980916030534351,1169.0,1441.0,0.020654162999562686,7.755607504001091,56598.759292485076,185.80104772664077
2025-04-27T04:23:51.571894,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,215,115,0.8459815979003906,2.0,11.376068376068377,869.0,462.0,0.025717874999827472,4.502105192001181,33789.72796180982,102.6186595597162
2025-04-27T04:23:51.551973,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,4,575,382,2.7652957439422607,6.0,7.774611398963731,1605.0,1396.0,0.04845390799891902,7.225016132004384,33124.263166467535,193.21756166276097
2025-04-27T04:23:54.261738,meta-llama/Llama-3.1-8B-Instruct,ARB,1.0,4,71,117,0.8681471347808838,6.0,8.875,238.0,827.0,0.03317489300025045,3.5645473940021475,7174.10000382528,232.00701480124624
2025-04-27T04:23:55.391208,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,18,104,0.7818217277526855,7.0,9.101851851851851,128.0,855.0,0.00830962999680196,0.7546715650023543,15403.814616205778,1132.9431764099031
2025-04-27T04:23:53.315903,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,1.0,4,247,425,3.10718035697937,6.0,8.237762237762238,797.0,2737.0,0.055003809997288045,7.394842179004627,14489.90533636299,370.1228415355323
2025-04-27T04:23:54.199658,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,4,25,528,3.86901593208313,7.0,8.526315789473685,843.0,3693.0,0.06311462899611797,11.235664360003284,13356.649851365693,328.6855037381092
2025-04-27T04:23:55.392937,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,30,390,2.8713290691375732,6.0,8.443037974683545,540.0,2795.0,0.03834078799627605,10.508559873003833,14084.217571439818,265.9736475575753
2025-04-27T04:23:54.369371,meta-llama/Llama-3.1-8B-Instruct,scibench,1.0,4,87,568,4.153861045837402,5.0,8.087412587412587,667.0,3959.0,0.058527005996438675,15.474445243002265,11396.448334305474,255.84115862184518
2025-04-27T04:23:53.172276,meta-llama/Llama-3.1-8B-Instruct,scibench,1.0,4,154,920,6.691859483718872,5.0,7.8429035752979415,1468.0,5771.0,0.0916004799946677,24.861881870005163,16026.116894643523,232.12241254200768
2025-04-27T04:23:57.491164,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,53,386,2.8099002838134766,4.0,6.57840616966581,158.0,2401.0,0.046665489997394616,20.248544914000377,3385.799656423222,118.57642167363272
2025-04-27T04:23:58.893093,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,4,25,516,3.703791856765747,3.0,4.757692307692308,65.0,2409.0,0.028971661999094067,13.121834052002669,2243.5716667560364,183.58714113080373
2025-04-27T04:24:02.863895,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,128,119,0.871741533279419,4.0,6.680327868852459,257.0,558.0,0.011059860000386834,0.8446426769987738,23237.183833340663,660.6343903705093
2025-04-27T04:24:04.033382,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,38,187,1.3662354946136475,4.0,5.394736842105263,78.0,947.0,0.009742387999722268,1.3409930929992697,8006.250623791989,706.1930482296046
2025-04-27T04:24:03.192583,meta-llama/Llama-3.1-8B-Instruct,scibench,1.0,4,49,432,3.164267063140869,8.0,7.995402298850575,1184.0,2294.0,0.03044652300013695,5.322123701997043,38887.85593004082,431.0309433693194
2025-04-27T04:24:05.879827,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,176,83,0.6598596572875977,8.0,20.476744186046513,1040.0,721.0,0.024117924000165658,3.753018768999027,43121.456058691314,192.11201552085467
2025-04-27T04:24:05.643142,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,34,184,1.4036016464233398,6.0,13.553191489361701,1114.0,1434.0,0.04802719700091984,6.249648527002137,23195.190841111635,229.45290343997448
