Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1744061355.765058,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,31,295,2.7023682594299316
1744061356.681738,meta-llama/Llama-3.1-8B-Instruct,guanaco,1.0,4,19,550,4.98310923576355
1744061356.9463773,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,29,235,2.1830358505249023
1744061357.221081,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,24,164,1.5398685932159424
1744061357.9869967,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,20,310,2.844113349914551
1744061358.183997,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,4,59,103,0.9804654121398926
1744061358.303076,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,54,82,0.7816405296325684
1744061358.3850155,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,20,374,3.366529703140259
1744061359.4403663,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,176,100,0.9178726673126221
1744061360.1354241,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,16,975,8.603230476379395
1744061361.2802424,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,32,183,1.6193339824676514
1744061363.6030524,meta-llama/Llama-3.1-8B-Instruct,ARB,1.0,4,647,355,3.156325340270996
1744061363.72244,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,197,113,1.019254446029663
1744061365.296129,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,14,59,0.5443534851074219
1744061366.879763,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,14,166,1.4938304424285889
1744061367.93813,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,4,72,160,1.4263558387756348
1744061368.3167365,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,94,597,5.335244655609131
1744061369.3851502,meta-llama/Llama-3.1-8B-Instruct,ARB,1.0,4,295,281,2.5442867279052734
1744061369.4264588,meta-llama/Llama-3.1-8B-Instruct,guanaco,1.0,4,232,322,2.903393268585205
1744061371.1835747,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,4,46,113,1.0672121047973633
1744061371.2111044,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,37,219,2.0063748359680176
1744061371.439584,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,156,101,0.9340510368347168
1744061372.5625126,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,76,479,4.246401071548462
1744061372.937163,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,36,811,7.175683259963989
1744061374.0767624,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,48,8139,85.08506345748901
1744061376.2692606,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,50,163,1.4960253238677979
1744061376.413708,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,4,56,323,2.901177406311035
1744061377.6140454,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,4,219,166,1.4994831085205078
