Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1744047856.7255814,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,44,117,1.4660897254943848
1744047856.5104916,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,521,208,2.7638602256774902
1744047859.3757374,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,7,99,1.2025666236877441
1744047874.6178155,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,189,135,1.6442124843597412
1744047870.329049,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,146,595,7.448234796524048
1744047882.061416,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,131,152,1.8697655200958252
1744047885.4140162,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,39,126,1.5216114521026611
1744047892.0888054,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,21,176,2.127092123031616
1744047900.1659653,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,157,223,2.727760076522827
1744047900.9948375,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,1,397,744,9.001737117767334
1744047928.8164732,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,78,524,6.267475843429565
1744047937.0637252,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,83,188,2.2670886516571045
1744047929.3114312,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,51,868,10.393149614334106
1744047939.8477309,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,32,409,4.944635629653931
1744047950.4816246,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,48,213,2.575456380844116
1744047955.4937172,meta-llama/Llama-3.1-8B-Instruct,ARB,0.125,1,157,279,3.3905951976776123
1744047956.9917,meta-llama/Llama-3.1-8B-Instruct,scibench,0.125,1,39,1002,12.087224960327148
1744047968.5448792,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,19,384,4.638187408447266
1744047973.9423892,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,1,306,648,7.839702844619751
1744047986.8157508,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,51,12,0.16843485832214355
1744048017.1510718,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,273,292,3.591576337814331
1744048023.94056,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,22,171,2.0634145736694336
1744048026.1411355,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,52,552,6.604712247848511
1744048028.389882,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,112,585,7.036520004272461
1744048035.864045,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,68,285,3.4320569038391113
1744048046.1332805,meta-llama/Llama-3.1-8B-Instruct,ARB,0.125,1,324,173,2.1304166316986084
1744048051.4817543,meta-llama/Llama-3.1-8B-Instruct,ARB,0.125,1,77,388,4.682408809661865
1744048055.6374474,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,61,1300,15.642464399337769
1744048094.1668022,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,43,286,3.4551937580108643
1744048108.1572323,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,19,600,7.207582473754883
1744048118.223577,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,35,197,2.390856981277466
1744048121.9248621,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,23,153,1.8766016960144043
1744048133.1618705,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,182,235,2.882887601852417
1744048146.737409,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,83,251,3.090876579284668
1744048161.8666492,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,206,346,4.307555198669434
1744048183.3838243,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,63,378,4.954944849014282
1744048103.4660919,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,81,7003,86.28347325325012
1744048180.212192,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,28,843,10.733222007751465
1744048194.981667,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,1,23,551,6.660797357559204
1744048206.9048953,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,15,938,11.303080558776855
1744048222.2281337,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,80,452,5.399353504180908
1744048221.8352797,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,43,785,9.447911500930786
1744048242.0055728,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,33,100,1.2194156646728516
1744048245.5081663,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,39,221,2.675252914428711
1744048248.0901978,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,59,993,12.003673791885376
1744048258.7296689,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,86,263,3.2522969245910645
1744048260.70166,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.125,1,224,538,6.488413333892822
1744048273.5528727,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,203,210,2.6178557872772217
1744048273.11095,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,56,661,8.086172342300415
1744048257.2317154,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,123,2551,30.95959973335266
1744048288.6743014,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,185,274,3.3417792320251465
1744048292.5625336,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,167,219,2.6531143188476562
1744048303.6230707,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,153,126,1.5501551628112793
1744048312.551319,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,77,138,1.6606886386871338
1744048311.1825228,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,52,396,4.762470245361328
1744048321.345433,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,172,181,2.2043590545654297
1744048329.3203974,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,16,150,1.795640468597412
1744048328.8905795,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,47,258,3.1048743724823
1744048336.1418617,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,176,354,4.28844428062439
1744048354.3070097,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.125,1,51,114,1.3906159400939941
1744048362.1360793,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,236,207,2.534353733062744
1744048364.9052713,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,41,288,3.49469256401062
1744048382.7534032,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,215,197,2.4049363136291504
1744048393.9743328,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,227,92,1.1481332778930664
1744048399.8341346,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,14,61,0.7429022789001465
1744048398.5253758,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,47,239,2.894998788833618
1744048401.0183408,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,32,262,3.2108354568481445
1744048401.9863229,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,24,192,2.375502109527588
1744048403.3085327,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,1,54,278,3.3681533336639404
1744048406.649135,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,155,84,1.0230865478515625
1744048402.231997,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,1,349,660,7.985461235046387
1744048414.7694435,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,162,181,2.211670160293579
1744048435.9506888,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,1,217,207,2.5339744091033936
