Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Time,Decode Time,Prefill Throughput,Decode Throughput
2025-04-28T01:57:24.427400,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,161,91,1.738980770111084,0.0,4.076923076923077,269.0,102.0,0.048894459003349766,1.8902939010004047,5501.645901871432,53.959863038238815
2025-04-28T02:02:36.103021,meta-llama/Llama-3.1-70B-Instruct,scienceqa,0.25,8,56,70,1.4394466876983643,1.0,4.402777777777778,96.0,221.0,0.08374802499020007,20.06097617301566,1146.2956888981396,11.016413064548207
2025-04-28T02:00:12.385668,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,60,526,55.811360597610474,1.0,2.3469101123595504,958.0,5726.0,0.21227938900119625,62.34293112497835,4512.920470082008,91.84682042814343
2025-04-28T01:54:29.850614,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,39,1108,23.00744318962097,6.0,5.081981981981982,1919.0,3722.0,0.20133068598806858,61.40958825898997,9531.582285045833,60.609427705373406
2025-04-28T01:57:24.867021,meta-llama/Llama-3.1-70B-Instruct,scienceqa,0.25,8,28,11,0.2492201328277588,1.0,7.076923076923077,68.0,24.0,0.02329029599786736,0.19503546800115146,2919.670922440256,123.0545410328049
2025-04-28T02:02:43.265693,meta-llama/Llama-3.1-70B-Instruct,theoremqa,0.25,8,368,304,6.023503541946411,0.0,4.980263157894737,926.0,588.0,0.10562931001186371,11.604118948991527,8766.506189390017,50.67166258676632
2025-04-28T01:54:35.434137,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,9,203,4.19964599609375,2.0,3.229268292682927,49.0,613.0,0.025953682998078875,4.1421290559956105,1887.9786735326559,147.9915260275873
2025-04-28T02:00:13.113750,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,44,233,4.574278116226196,1.0,2.348936170212766,84.0,468.0,0.023969793008291163,4.527100515988423,3504.410737754154,103.37742631230697
2025-04-28T01:57:32.200105,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,24,189,3.577916145324707,1.0,2.105820105820106,139.0,259.0,0.027228716993704438,3.5342633010004647,5104.904503291074,73.28259892993353
2025-04-28T02:02:43.815382,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,219,134,2.7432608604431152,2.0,6.102941176470588,518.0,312.0,0.04044309799792245,2.668540215003304,12808.118706104302,116.91785577966779
2025-04-28T01:54:41.594509,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,54,1102,66.83337020874023,2.0,3.4497449744974498,3306.0,8192.0,0.6697330070455791,156.45694875995105,4936.295456877501,52.35945136939128
2025-04-28T02:00:24.049079,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,43,483,9.891074657440186,3.0,3.9010309278350515,372.0,1520.0,0.04971667399513535,17.553313431999413,7482.3991652458335,86.59333782698052
2025-04-28T01:57:34.387115,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,35,113,2.1809840202331543,0.0,2.260869565217391,75.0,185.0,0.05071899399627,5.670067308994476,1478.7359545324516,32.62747863795778
2025-04-28T02:02:45.652708,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,219,150,3.027472972869873,1.0,3.9802631578947367,259.0,346.0,0.08149816900549922,5.62123559799511,3177.9855076562953,61.552303575997705
2025-04-28T01:54:42.405565,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,71,682,14.953879117965698,5.0,7.435672514619883,1757.0,3329.0,0.2506575070001418,53.011486071001855,7009.564648702128,62.797711340165904
2025-04-28T02:00:24.892716,meta-llama/Llama-3.1-70B-Instruct,guanaco,0.25,8,40,377,7.756742715835571,4.0,3.886543535620053,289.0,1184.0,0.024710630998015404,7.706647672996041,11695.371114691916,153.6335966348527
2025-04-28T01:57:36.686657,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,18,145,2.693713426589966,1.0,1.9448275862068964,106.0,176.0,0.02392504599993117,2.6533918820059625,4430.50349831323,66.33019464390014
2025-04-28T01:54:43.397167,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,199,115,2.399358034133911,3.0,6.0256410256410255,239.0,466.0,0.041203657994628884,2.32831382000586,5800.455872902229,200.1448412992829
2025-04-28T02:00:31.742703,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,90,726,14.662569046020508,1.0,2.8804945054945055,209.0,1888.0,0.10704772798635531,37.97326396299468,1952.4001483398124,49.71919195147077
2025-04-28T01:57:38.742459,meta-llama/Llama-3.1-70B-Instruct,guanaco,0.25,8,8,1032,19.97693634033203,1.0,1.9168278529980658,168.0,1814.0,0.04808046200196259,22.576480172006995,3494.142797403703,80.34910606876677
2025-04-28T02:00:10.146699,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,30,113,2.0706958770751953,0.0,1.6194690265486726,70.0,113.0,0.023681684004259296,2.030293026997242,2955.8708741916357,55.656990639978936
2025-04-28T01:54:46.214261,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,182,70,1.6544053554534912,5.0,18.305555555555557,923.0,395.0,0.040989978006109595,1.5841902249958366,22517.699323049794,249.33874339556544
2025-04-28T02:00:32.440030,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,39,285,5.877967834472656,2.0,3.557491289198606,79.0,942.0,0.07581638998817652,23.379415212999447,1041.9910524930026,40.291854668641506
2025-04-28T01:57:43.969444,meta-llama/Llama-3.1-70B-Instruct,airoboros,0.25,8,81,1171,23.13931632041931,1.0,2.286445012787724,279.0,2403.0,0.08065278701542411,45.158669929995085,3459.2728946445927,53.2123732546846
2025-04-28T01:54:46.537850,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,229,147,3.3840925693511963,4.0,10.053691275167786,701.0,797.0,0.083865242995671,4.892243153997697,8358.647455849912,162.91095411901827
2025-04-28T02:00:52.449884,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,66,412,8.18406867980957,2.0,2.720481927710843,309.0,820.0,0.031820817006519064,8.119864426989807,9710.624335531542,100.98690777082224
2025-04-28T01:57:58.778903,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,12,108,2.217278242111206,2.0,4.009090909090909,159.0,282.0,0.025354505007271655,2.1580797509959666,6271.074901852705,130.67172326224522
2025-04-28T01:54:46.573662,meta-llama/Llama-3.1-70B-Instruct,theoremqa,0.25,8,392,359,8.058422803878784,5.0,8.587257617728532,1125.0,1975.0,0.18034029800037388,35.79316863400163,6238.206393546426,55.17812687094301
2025-04-28T02:01:00.157898,meta-llama/Llama-3.1-70B-Instruct,scienceqa,0.25,8,63,75,1.511460781097412,1.0,3.6233766233766236,103.0,176.0,0.059915249003097415,9.579959937997046,1719.094916799482,18.371684343055577
2025-04-28T01:53:23.073378,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,36,308,6.009784936904907,1.0,2.574675324675325,211.0,582.0,0.02650142999482341,5.964231459001894,7961.83451388152,97.58172599448326
2025-04-28T01:57:59.646358,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,67,897,17.61058521270752,3.0,3.1056729699666294,1024.0,1768.0,0.1274748390133027,47.55190599398338,8032.957781520634,37.180423435050116
2025-04-28T01:54:51.033736,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,60,284,6.413413047790527,4.0,7.347368421052631,484.0,1610.0,0.15812043601181358,52.15476867399411,3060.957914155,30.86966045355682
2025-04-28T02:01:01.998028,meta-llama/Llama-3.1-70B-Instruct,airoboros,0.25,8,53,853,16.30960702896118,2.0,1.8467836257309942,250.0,1329.0,0.04578313400270417,26.52665602399793,5460.52614015532,50.1005478714577
2025-04-28T01:58:11.573092,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,230,241,4.834911823272705,3.0,4.473251028806584,531.0,556.0,0.04165177200047765,4.7693778989923885,12748.557252111883,116.57704878396497
2025-04-28T01:54:51.082273,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,183,409,8.961979150772095,3.0,6.321167883211679,484.0,2114.0,0.20106973900692537,61.05048252000415,2407.1250223452557,34.62708094579457
2025-04-28T02:01:16.394872,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,41,177,3.568493604660034,3.0,4.5307262569832405,368.0,443.0,0.04971667699282989,19.778478727996117,7401.942813938927,22.39808258725888
2025-04-28T01:58:15.501314,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,156,122,2.5807812213897705,2.0,8.741935483870968,647.0,437.0,0.10859198900288902,24.83160533598857,5958.0822300141035,17.598540009278164
2025-04-28T01:54:52.463319,meta-llama/Llama-3.1-70B-Instruct,scibench,0.25,8,61,623,13.003856897354126,1.0,3.9504,161.0,2308.0,0.2563745240186108,77.13624647299002,627.98751403362,29.92108257183823
2025-04-28T02:01:16.952513,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,36,201,4.059419870376587,2.0,4.098522167487685,287.0,545.0,0.07476162798411679,23.786787510005524,3838.8677151462452,22.911879116537055
2025-04-28T01:58:15.752808,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,25,153,3.167593240737915,1.0,6.064516129032258,451.0,489.0,0.13364341300621163,27.93751373598934,3374.651917779426,17.503347098853183
2025-04-28T01:54:57.013627,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,20,153,3.1939828395843506,2.0,4.554838709677419,60.0,646.0,0.12952788101392798,33.289693612998235,463.2207330987548,19.40540539393141
2025-04-28T02:01:19.686016,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,45,105,2.145441770553589,1.0,4.638888888888889,211.0,290.0,0.07941806997405365,9.594210265015136,2656.826085913885,30.226562894652435
2025-04-28T01:58:16.442931,meta-llama/Llama-3.1-70B-Instruct,ARB,0.25,8,346,259,5.101193189620972,1.0,3.9272030651340994,491.0,534.0,0.14270767399284523,28.19245397100167,3440.5998378518643,18.94123869278156
2025-04-28T01:55:07.100119,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,40,224,4.464263200759888,1.0,2.3451327433628317,80.0,450.0,0.02653662400553003,4.417141076992266,3014.701492673997,101.87584959509952
2025-04-28T02:01:19.688435,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,86,225,4.360487937927246,1.0,3.1052631578947367,295.0,413.0,0.10851102696324233,13.883182545017917,2718.617713386217,29.74822225817438
2025-04-28T01:58:20.826026,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,65,256,4.956796884536743,2.0,3.2790697674418605,406.0,440.0,0.07949233998078853,9.92781239200849,5107.410350457929,44.31993500946726
2025-04-28T01:55:16.225644,meta-llama/Llama-3.1-70B-Instruct,airoboros,0.25,8,21,415,8.249680519104004,1.0,2.1414868105515588,61.0,832.0,0.027336740007740445,8.198020226991503,2231.429204167276,101.48791744385902
2025-04-28T02:01:23.952037,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,44,271,5.3762383460998535,2.0,3.076642335766423,243.0,600.0,0.05295444998773746,9.60720068300725,4588.849474525199,62.4531556899036
2025-04-28T01:58:23.518561,meta-llama/Llama-3.1-70B-Instruct,scibench,0.25,8,34,299,6.041431427001953,3.0,5.1262458471760795,738.0,805.0,0.09175333699386101,12.720371859002626,8043.304191207539,63.28431345584249
2025-04-28T01:55:26.870134,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,137,172,3.419241428375244,1.0,4.790697674418604,475.0,349.0,0.0717529130197363,3.6290228299912997,6619.940292449825,96.16913873226768
2025-04-28T02:01:24.224472,meta-llama/Llama-3.1-70B-Instruct,guanaco,0.25,8,14,993,19.437270164489746,3.0,2.9417085427135676,765.0,2162.0,0.13909346499713138,30.982197990000714,5499.898934977119,69.78200838745431
2025-04-28T01:58:25.024186,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,187,92,1.8996963500976562,2.0,6.276595744680851,337.0,253.0,0.0683894019894069,6.733478822003235,4927.6640853242025,37.57344556772981
2025-04-28T01:55:28.577371,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,164,14,0.3264312744140625,2.0,15.625,204.0,46.0,0.036497924011200666,0.2632695899956161,5589.35899853908,174.72583901834608
2025-04-28T02:01:27.955127,meta-llama/Llama-3.1-70B-Instruct,scienceqa,0.25,8,65,116,2.3483169078826904,1.0,3.4491525423728815,105.0,302.0,0.0518252400070196,7.618136668999796,2026.0398212488356,39.64223971314633
2025-04-28T01:58:26.277938,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,70,817,16.730470657348633,1.0,5.329670329670329,2006.0,2359.0,0.30337744804273825,48.27641190297436,6612.22517672904,48.86444346239119
2025-04-28T01:55:33.842217,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,196,139,2.765575647354126,1.0,3.6595744680851063,236.0,280.0,0.040250341000501066,2.700444593996508,5863.304362988181,103.6866302024792
2025-04-28T02:01:36.529166,meta-llama/Llama-3.1-70B-Instruct,airoboros,0.25,8,20,507,10.4373459815979,4.0,5.255402750491159,1003.0,1672.0,0.1359206499910215,36.41601471501053,7379.305499688643,45.9138654541132
2025-04-28T01:58:27.542512,meta-llama/Llama-3.1-70B-Instruct,scibench,0.25,8,53,300,6.370680332183838,2.0,7.635761589403973,1115.0,1191.0,0.1122145770204952,19.170195639977464,9936.320481753035,62.12769146269391
2025-04-28T01:55:37.618655,meta-llama/Llama-3.1-70B-Instruct,scienceqa,0.25,8,58,90,1.7967255115509033,1.0,3.0434782608695654,98.0,182.0,0.031051787998876534,1.741864698997233,3156.017940208328,104.4857273385096
2025-04-28T02:01:38.554756,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,46,111,2.3126871585845947,3.0,6.017699115044247,253.0,427.0,0.025358137005241588,2.2584501989913406,9977.0736291749,189.06770677994356
2025-04-28T01:58:28.640800,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,194,219,4.71789288520813,4.0,8.819004524886878,1022.0,927.0,0.0637183950166218,10.63949919398874,16039.324275719713,87.12816111906376
2025-04-28T01:55:42.427600,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,208,150,3.050790548324585,2.0,4.743421052631579,363.0,358.0,0.04134454000450205,2.9913396909978474,8779.877583847167,119.67881851645501
2025-04-28T01:58:30.229137,meta-llama/Llama-3.1-70B-Instruct,leetcode_ne,0.25,8,498,422,8.82809329032898,2.0,6.9245283018867925,1569.0,1367.0,0.2124153850309085,23.788363243977074,7386.470616390123,57.46507172350783
2025-04-28T01:55:44.296286,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.25,8,75,754,15.052050352096558,2.0,3.232804232804233,640.0,1804.0,0.164996711013373,47.257891886984,3878.8651971864333,38.17351828376557
2025-04-28T02:01:41.727710,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,170,82,1.7709925174713135,4.0,7.738095238095238,293.0,357.0,0.0380476739956066,1.712953087000642,7700.8649736074,208.41201239498173
2025-04-28T01:58:31.563908,meta-llama/Llama-3.1-70B-Instruct,reclor,0.25,8,210,102,2.268277645111084,3.0,7.163461538461538,250.0,495.0,0.0643849270127248,6.864524505988811,3882.8963796229964,72.10987440836544
