Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1741911683.3869834,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,111,19,0.14334988594055176
1741911682.5172539,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,88,245,1.6084249019622803
1741911698.9191792,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,205,212,1.1476409435272217
1741911715.2214746,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,8,34,462,2.4395368099212646
1741911728.5455375,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,130,166,0.9231441020965576
1741911735.5696929,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,262,133,0.7568359375
1741911740.5093377,meta-llama/Llama-3.1-8B-Instruct,scienceqa,0.125,8,64,95,0.5500879287719727
1741911755.548236,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,8,31,50,0.32020115852355957
1741911758.412936,meta-llama/Llama-3.1-8B-Instruct,airoboros,0.125,8,22,176,0.9637894630432129
1741911769.0505083,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,53,181,0.9872701168060303
1741911777.575244,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,206,160,0.9283733367919922
1741911778.2203526,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,8,490,1429,7.59682559967041
1741911782.8686762,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,22,619,3.4063076972961426
1741911793.5153792,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,234,121,0.6893298625946045
1741911802.592752,meta-llama/Llama-3.1-8B-Instruct,reclor,0.125,8,240,187,1.0709080696105957
1741911803.803462,meta-llama/Llama-3.1-8B-Instruct,guanaco,0.125,8,92,116,0.663593053817749
1741911795.7787313,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,0.125,8,554,4744,24.390767574310303
1741911822.516615,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,32,264,1.4133546352386475
1741911841.0044885,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,422,194,1.0565025806427002
1741911850.2420027,meta-llama/Llama-3.1-8B-Instruct,ARB,0.125,8,82,343,1.813204288482666
1741911854.8916528,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,34,473,2.476163387298584
1741911858.3348436,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,0.125,8,27,291,1.6363940238952637
1741911857.7168067,meta-llama/Llama-3.1-8B-Instruct,theoremqa,0.125,8,267,899,4.759077072143555
1741911877.0830262,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,0.125,8,167,632,3.291469097137451
