Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency
1744067164.603584,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,22,7127,98.49467253684998
1744067164.7893784,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,119,111,1.0576245784759521
1744067165.0381582,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,217,98,0.925316572189331
1744067165.0784674,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,243,5275,69.4062705039978
1744067165.432391,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,56,107,0.9809575080871582
1744067166.4800615,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,167,8897,136.6766631603241
1744067166.5094535,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,23,738,7.784859895706177
1744067167.3065944,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,33,268,2.9201643466949463
1744067167.40893,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,146,127,1.4415757656097412
1744067167.5341053,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,211,106,1.2259013652801514
1744067167.6834276,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,787,388,4.299684286117554
1744067167.7964516,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,129,690,7.414945363998413
1744067167.8307977,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,60,140,1.565610408782959
1744067168.0120215,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,417,156,1.7386081218719482
1744067168.0171716,meta-llama/Llama-3.1-8B-Instruct,leetcode_ne,4.0,8,477,495,5.341851234436035
1744067168.3343952,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,46,6043,83.32318639755249
1744067168.3775053,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,122,232,2.5299041271209717
1744067168.4158237,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,107,323,3.5350825786590576
1744067168.6479332,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,79,486,5.201212406158447
1744067168.6571715,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,69,264,2.897752285003662
1744067168.9063163,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,8,19,51,0.5607047080993652
1744067169.174836,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,24,124,1.349848985671997
1744067169.7124894,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,49,1084,12.250256776809692
1744067170.0013049,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,19,161,1.8091816902160645
1744067170.361598,meta-llama/Llama-3.1-8B-Instruct,scibench,4.0,8,79,401,4.311722278594971
1744067170.4760175,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,537,174,1.9311628341674805
1744067170.5163083,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,227,129,1.455822467803955
1744067170.9091253,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,8,47,157,1.7097997665405273
1744067171.0605125,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,298,174,1.871572494506836
1744067171.1888711,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,79,707,7.787553071975708
1744067171.8178976,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,25,568,6.205819129943848
1744067172.8196726,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,67,300,3.202336072921753
1744067173.6022155,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,32,251,2.745114803314209
1744067173.7345798,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,230,92,1.0097620487213135
1744067173.8189344,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,56,891,10.633824110031128
1744067173.9054694,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,28,263,2.886491298675537
1744067174.119908,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,56,318,3.5790398120880127
1744067174.6254203,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,45,453,5.228356599807739
1744067175.105379,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,74,7916,124.15062928199768
1744067175.3669934,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,56,1042,12.87261414527893
1744067175.5354009,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,186,244,2.8745288848876953
1744067175.5426672,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,16,741,9.059813499450684
1744067176.0237596,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,21,4795,67.24598550796509
1744067176.1551318,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,66,307,3.641728639602661
1744067176.5571938,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,243,8346,136.43264770507812
1744067176.607461,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,52,438,5.30727744102478
1744067176.9297185,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,184,180,2.1482558250427246
1744067177.0991213,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,182,166,1.9900264739990234
1744067177.237415,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,690,250,2.9949121475219727
1744067177.2966506,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,326,297,3.554579734802246
1744067177.6410005,meta-llama/Llama-3.1-8B-Instruct,ARB,4.0,8,350,297,3.5643434524536133
1744067177.906935,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,294,195,2.3280229568481445
1744067178.0642684,meta-llama/Llama-3.1-8B-Instruct,scibench,4.0,8,147,5969,86.4808042049408
1744067178.1796126,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,22,491,6.10437798500061
1744067179.1219985,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,168,210,2.602628231048584
1744067179.259379,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,32,476,5.977397680282593
1744067179.6880386,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,89,233,2.921870470046997
1744067179.710315,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,34,1195,15.607611656188965
1744067179.9118207,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,15,126,1.5497100353240967
1744067180.5262928,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,124,273,3.5197744369506836
1744067180.6566699,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,246,6105,90.04192471504211
1744067180.7700536,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,32,227,2.914290428161621
1744067180.8143404,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,15,2438,33.31165885925293
1744067180.8786623,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,41,313,4.011382579803467
1744067181.2118814,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,67,427,5.47820520401001
1744067181.4628425,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,58,235,3.075808525085449
1744067181.5161283,meta-llama/Llama-3.1-8B-Instruct,scibench,4.0,8,73,302,3.875894784927368
1744067181.5842009,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,146,255,3.2938754558563232
1744067181.6693678,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,46,729,9.611008882522583
1744067181.760681,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,267,188,2.4365274906158447
1744067182.1238828,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,65,314,3.9971718788146973
1744067182.4534564,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,25,311,3.968925952911377
1744067182.6797616,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,69,354,4.548702716827393
1744067182.9413402,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,18,350,4.50492787361145
1744067183.1387463,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,40,501,6.727394342422485
1744067183.3278475,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,168,95,1.2731764316558838
1744067183.6372726,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,35,341,4.428712606430054
1744067183.8702404,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,569,222,2.868813991546631
1744067184.0266573,meta-llama/Llama-3.1-8B-Instruct,theoremqa,4.0,8,245,451,6.074194431304932
1744067184.1473022,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,132,173,2.2138657569885254
1744067184.259372,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,120,754,9.96688175201416
1744067185.3298995,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,38,414,5.596066474914551
1744067185.54499,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,181,113,1.4746108055114746
1744067186.0207229,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,198,91,1.2194805145263672
1744067186.0459993,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,42,168,2.21864652633667
1744067186.3659647,meta-llama/Llama-3.1-8B-Instruct,scienceqa,4.0,8,72,98,1.309394121170044
1744067186.414229,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,44,6640,104.01888275146484
1744067186.547657,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,147,178,2.3342483043670654
1744067186.5523984,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,26,621,8.336012125015259
1744067186.5857086,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,70,686,9.229885816574097
1744067186.7514899,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,186,95,1.2406997680664062
1744067187.0483866,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,41,147,1.9123966693878174
1744067187.3140352,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,39,706,9.550540685653687
1744067187.6011646,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,80,380,5.17557168006897
1744067187.8180563,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,44,2896,41.00647234916687
1744067187.8473542,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,15,57,0.7599458694458008
1744067187.8526254,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,47,474,6.408077001571655
1744067187.9810367,meta-llama/Llama-3.1-8B-Instruct,ARB,4.0,8,198,189,2.7111823558807373
1744067187.993893,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,22,505,6.830332517623901
1744067188.848759,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,201,135,2.0161380767822266
1744067189.0062356,meta-llama/Llama-3.1-8B-Instruct,reclor,4.0,8,209,135,2.0048012733459473
1744067189.3408117,meta-llama/Llama-3.1-8B-Instruct,airoboros,4.0,8,40,801,10.761630535125732
1744067189.5532532,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,159,624,8.254342794418335
1744067189.9261832,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,38,419,5.480608701705933
1744067190.5320656,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,4.0,8,58,7722,129.83016228675842
