Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745611263.1253746,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,44,198,2.530832529067993,3.0,5.903260901659637,206.0,466.0,13223.133704989983,187.03229994673381
1745611265.5694814,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,14,60,0.7933952808380127,2.0,5.902891675164024,54.0,193.0,1820.4096442980929,59.58178938176128
1745611267.659911,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,23,45,0.6241123676300049,6.0,5.9030720892113635,317.0,287.0,23735.379699318022,491.7560617425663
1745611267.912114,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,52,155,2.0660459995269775,5.0,5.903100467305628,168.0,968.0,5479.712455872275,371.33164052015945
1745611267.6333132,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,46,213,2.829416036605835,4.0,5.903024636444509,317.0,1252.0,6793.496311757008,232.06007308088377
1745611271.2699592,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,20,79,1.0710339546203613,5.0,5.9031627233768384,60.0,484.0,4274.504703219989,470.5331607241216
1745611264.816381,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,28,579,7.537943601608276,4.0,5.903160674422403,641.0,2677.0,6193.665064531017,155.95955047052516
1745611266.704052,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,38,657,8.625814437866211,4.0,5.902634580369553,617.0,3265.0,6895.776088224872,145.03863026014722
1745611270.6108065,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,24,493,6.5056312084198,4.0,5.902691577090994,406.0,2390.0,7182.341066049954,101.32135448573452
1745611262.7591047,meta-llama/Llama-3.1-8B-Instruct,ARB,1.0,1,82,1190,15.501234531402588,3.0,5.9023164211847945,1129.0,4965.0,7437.616628722753,104.1437549902469
1745611278.4374123,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,17,78,1.0734965801239014,6.0,5.90337476831606,487.0,490.0,33225.8439816336,473.1051944539406
1745611273.9490626,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,58,491,6.538573741912842,5.0,5.903390967087139,769.0,2477.0,9529.976481920447,65.11936554459415
1745611278.535917,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,1,162,176,2.37265682220459,4.0,5.903325480246466,430.0,1068.0,7914.37121360806,108.4395021464468
1745611278.705549,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,61,298,3.9770796298980713,4.0,5.903329906199187,405.0,1622.0,5614.268325116412,117.69478118474107
1745611281.5969973,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,1,137,98,1.3234565258026123,4.0,5.903424427978767,250.0,483.0,6304.489704383867,92.67918534039192
1745611275.7823033,meta-llama/Llama-3.1-8B-Instruct,tigerbot-kaggle,1.0,1,144,657,8.733724594116211,6.0,5.903595773726379,1165.0,3220.0,7844.683509140483,70.51274366132077
1745611284.240899,meta-llama/Llama-3.1-8B-Instruct,airoboros,1.0,1,31,96,1.3169972896575928,6.0,5.903775767274571,229.0,602.0,5890.76919048284,60.47194593888818
1745611282.848842,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,33,216,2.9055726528167725,6.0,5.904285827457815,608.0,1130.0,7878.450844853782,80.17523167315073
1745611284.0562742,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,43,147,2.0042481422424316,5.0,5.904290809998461,535.0,893.0,7416.254954828814,60.41320413042014
1745611285.701322,meta-llama/Llama-3.1-8B-Instruct,reclor,1.0,1,183,99,1.3542485237121582,4.0,5.904137333306178,223.0,538.0,3919.0637069034146,87.80059910665884
1745611287.6688986,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,17,122,1.6526899337768555,4.0,5.903805697688623,57.0,618.0,3733.225537736503,383.7731985345656
1745611285.47209,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,28,465,6.2471022605896,6.0,5.904154192632255,628.0,2369.0,5903.425226785437,155.72488961438097
1745611291.0910857,meta-llama/Llama-3.1-8B-Instruct,scienceqa,1.0,1,38,80,1.1140506267547607,5.0,5.904161993994863,178.0,510.0,5074.186747235993,70.09116376838205
1745611289.6697428,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,62,544,7.496324062347412,8.0,5.9064649709588,962.0,3494.0,17899.474355418308,237.37864652593007
1745611293.5669386,meta-llama/Llama-3.1-8B-Instruct,MATH/PRM-800K,1.0,1,32,269,3.7503747940063477,7.0,5.906516995061651,386.0,2020.0,10546.021637806278,181.0791845293945
