Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745556482.498689,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,232,95,18.622880458831787,15.0,7.723092225766931,120230.0,1788320.0,2731.104096014947,40.29812181595586
1745556483.3062584,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,67,20,200.8698649406433,15.0,7.98749253637535,127583.0,1904275.0,2750.474291481516,40.94349878234815
1745556484.0085738,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,248,50,16.781449556350708,15.0,7.722042506388898,2074.0,9416.0,14283.728062145627,173.6197694864697
1745556484.8022509,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,guanaco,4.0,8,25,356,22.622424364089966,15.0,7.734293838709417,120849.0,1792490.0,2731.6805232171646,40.292417467503576
1745556485.245084,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,40,534,59.48299193382263,0.0,1.502,-118296.0,-1778893.0,0.0,0.0
1745556485.8757358,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,51,514,55.44186282157898,14.0,7.787453758931907,122613.0,1814704.0,2748.5079549363577,40.57087768252042
1745556486.024038,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,165,81,19.198920011520386,0.0,1.502,0.0,0.0,0.0,0.0
1745556486.4773378,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,197,49,19.47096037864685,0.0,1.502,-118582.0,-1779204.0,0.0,0.0
1745556487.4035535,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,36,306,12.874300479888916,0.0,1.502,-118789.0,-1779523.0,0.0,0.0
1745556487.528166,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,scienceqa,4.0,8,62,84,12.345292091369629,0.0,1.502,-118835.0,-1779575.0,0.0,0.0
1745556487.7110624,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,167,106,13.556180477142334,15.0,7.72341027724878,1353.0,8771.0,5690.85503820627,101.680879667242
1745556487.718626,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,52,385,12.484011173248291,15.0,7.720887253316079,119988.0,1787731.0,2733.2265633742263,40.328540498115544
1745556488.4670339,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,scibench,4.0,8,70,524,17.293456077575684,15.0,7.730584622843521,120490.0,1791405.0,2730.0705693605314,40.32234945576909
1745556489.114454,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,28,323,26.7080340385437,15.0,7.748926077854818,121630.0,1798005.0,2738.883649793774,40.33935030513665
1745556489.3319178,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,171,88,18.036081552505493,0.0,1.502,0.0,0.0,0.0,0.0
1745556489.959432,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,301,93,23.147722244262695,0.0,1.502,-119445.0,-1780886.0,0.0,0.0
1745556490.0170445,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,34,643,51.324339866638184,0.0,1.502,0.0,0.0,0.0,0.0
1745556490.2160854,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,35,696,116.3257999420166,0.0,1.502,-119756.0,-1781044.0,0.0,0.0
1745556490.358632,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,143,75,24.62810754776001,15.0,7.747068244254485,1692.0,16323.0,3200.8511751798283,70.49948515389151
1745556490.598727,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,20,298,22.353754997253418,15.0,7.742646495054619,1271.0,14853.0,2894.3788375435006,76.42887842646529
1745556490.8738706,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,132,630,82.7031979560852,0.0,1.502,0.0,0.0,0.0,0.0
1745556491.8920994,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,4.0,8,206,86,29.087207078933716,15.0,7.756274784795435,121697.0,1801412.0,2737.7111422041157,40.40205471023758
1745556491.9593189,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,4.0,8,36,218,23.376068592071533,0.0,1.502,0.0,0.0,0.0,0.0
