Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745546562.7898207,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,scienceqa,0.125,8,22,15,5.376498222351074,1.0,2.822314049586777,48.0,-867.0,1221.14221521037,-191.50849355994887
1745546573.4292357,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,0.125,8,30,229,8.483584880828857,2.0,2.621131270010672,228.0,726.0,3576.515974812708,56.07874456317528
1745546566.6674967,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,ARB,0.125,8,327,142,17.059123992919922,0.0,1.502,0.0,0.0,0,0
1745546572.0450745,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,0.125,8,130,85,12.014867782592773,0.0,2.5386819484240686,228.0,928.0,1571.0114324130907,22.17077831145196
1745546603.1498828,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,ARB,0.125,8,819,85,21.52019739151001,0.0,1.502,0.0,0.0,0,0
1745546595.1027355,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,0.125,8,79,431,38.34015989303589,1.0,2.4223994682618812,1190.0,3441.0,7540.338482163378,57.69363491772546
1745546625.5038035,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,0.125,8,262,117,17.42235255241394,2.0,2.4563412539364444,680.0,1680.0,7895.14119300681,30.209796614571616
1745546635.4625235,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,0.125,8,249,92,11.11047649383545,0.0,1.502,0.0,0.0,0,0
1745546669.255373,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,0.125,8,224,88,26.465566635131836,2.0,2.4526247359011863,2592.0,10997.0,5825.855561829969,70.3865615249942
1745546662.3135629,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,theoremqa,0.125,8,522,475,38.49055218696594,1.0,2.434748673118951,766.0,5030.0,5991.657625615587,77.68322928535146
1745546724.4480407,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,guanaco,0.125,8,17,352,9.35832142829895,0.0,1.502,-2645.0,-12856.0,0,0
1745546738.276939,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,guanaco,0.125,8,15,75,6.931255578994751,0.0,1.502,-2844.0,-14990.0,0,0
1745546722.0652516,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,airoboros,0.125,8,43,627,32.362271308898926,0.0,1.502,-2592.0,-12623.0,0,0
1745546773.5814567,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,scienceqa,0.125,8,17,64,10.797683000564575,0.0,1.502,0.0,0.0,0,0
1745546760.0602205,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,guanaco,0.125,8,24,415,24.43137264251709,4.0,2.7235390077727666,698.0,4990.0,9722.834309941083,142.1605539653532
1745546642.3711152,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,scibench,0.125,8,139,689,143.83034133911133,0.0,1.502,-1677.0,-5173.0,0,0
1745546729.8154569,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,0.125,8,162,277,73.45759630203247,2.0,2.7524743725698126,1059.0,12298.0,4198.635286576431,40.89965700718534
1745546818.1863444,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,0.125,8,218,116,13.099085569381714,0.0,1.502,0.0,0.0,0,0
1745546758.9419632,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,tigerbot-kaggle,0.125,8,154,553,85.12968945503235,3.0,2.8009781790820165,4248.0,31475.0,4851.226700982392,53.045216088175856
1745546838.9964163,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,reclor,0.125,8,216,106,20.84915280342102,3.0,2.8422739901688394,398.0,3450.0,4005.6850131258307,32.60545178169471
1745546828.0210555,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,0.125,8,53,460,32.014371156692505,2.0,2.8423750533959846,4420.0,34002.0,4586.694704293311,52.63024908307309
1745546897.305302,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,airoboros,0.125,8,26,192,14.141951084136963,0.0,1.502,-4666.0,-38532.0,0,0
1745546907.8261166,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,MATH/PRM-800K,0.125,8,57,462,50.125699281692505,3.0,3.007455881564126,4769.0,49797.0,4575.228398732481,70.47828986066692
1745546914.0033472,deepseek-ai/DeepSeek-R1-Distill-Llama-70B,airoboros,0.125,8,112,370,65.81187200546265,3.0,3.0647163571610276,4891.0,53844.0,4488.734890225454,73.92578259569058
