tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
2,64,True,5e-05,42,1.2450152933597565,1.4382209777832031,0.49665103817816475,0.4697285289956506,0.38936606060699264,0.05774781526093185,0.3901818022130407,500,138.73950667184465,0.26465907693163127,0.49665103817816475,0.014953270639797374
