cell,time_s,measured_prefill_w,predicted_prefill_w,duty_null_prefill_w,measured_decode_w,predicted_decode_w,duty_null_decode_w
rate-2-repeat-2,44.57516670227051,95.9,271.22744648363556,403.11412848093465,84.38,87.52697454336818,97.81463812822943
rate-2-repeat-2,44.82516670227051,393.26,324.97448455225344,87.86,84.46,120.5009917661116,171.2513464180118
rate-2-repeat-2,45.073166608810425,201.82,87.86,87.86,87.68,149.17647123935973,83.14
rate-2-repeat-2,45.324166774749756,98.11,87.86,87.86,242.91,83.14,83.14
rate-2-repeat-2,45.573166608810425,97.09,87.86,87.86,84.65,83.14,83.14
rate-2-repeat-2,45.824166774749756,96.32,210.72482320951627,375.90716423070154,84.38,83.14,83.14
rate-2-repeat-2,46.07516670227051,396.56,312.17850222432503,159.94552966811904,84.38,108.23740033015048,168.29759099734207
rate-2-repeat-2,46.324166774749756,400.78,178.7909103696784,87.86,84.38,161.58620148024772,130.53575409456772
rate-2-repeat-2,46.580166816711426,98.71,87.86,87.86,242.91,118.62495810651606,83.14
rate-2-repeat-2,46.823166608810425,96.59,87.86,87.86,141.64,83.14,83.14
rate-2-repeat-2,47.07216668128967,95.63,87.86,87.86,84.97,83.14,83.14
rate-2-repeat-2,47.32516670227051,95.07,228.98346047896825,411.4055626496729,84.38,83.14,83.14
rate-2-repeat-2,47.58116674423218,389.37,422.3789877449461,363.85525487573193,84.38,112.29906260763673,182.79650750881768
rate-2-repeat-2,47.82616662979126,383.03,480.10252060654204,449.49848957644264,84.05,183.61595214416835,171.65456463830418
rate-2-repeat-2,48.07616662979126,408.14,485.107982448036,357.4512222638284,243.18,173.192658487762,162.6187139721599
rate-2-repeat-2,48.32716679573059,404.41,445.9815024122222,460.67673664961904,84.97,157.21494562945114,130.61822398411275
rate-2-repeat-2,48.57516670227051,411.67,486.15162327884633,460.67673664961904,241.4,146.24834717372906,175.503134441982
rate-2-repeat-2,48.82516670227051,421.89,487.1339944034569,460.67673664961904,89.2,173.6420886267336,154.62998614463345
rate-2-repeat-2,49.074166774749756,416.16,385.8533454510306,220.80922019557232,241.4,168.88824238047914,190.5211030129812
rate-2-repeat-2,49.32716679573059,404.73,337.9521174487442,409.1105148562146,85.25,172.4371106855356,109.25151360549779
rate-2-repeat-2,49.580166816711426,409.55,380.48173937293933,268.3172042518698,238.69,118.9167735727097,136.88582290999494
rate-2-repeat-2,49.82516670227051,403.82,378.14448800100155,435.0287331365751,85.25,140.78462386555566,138.56822468709703
rate-2-repeat-2,50.07616662979126,406.85,348.724817302193,105.5353125642514,93.42,154.74178240423697,184.0685120227256
rate-2-repeat-2,50.32616662979126,407.44,250.00075950390345,402.00315538429663,239.87,170.80297215831305,122.27380187973921
rate-2-repeat-2,50.57616662979126,407.72,390.55025052607925,304.3616425216229,84.97,134.38666346487906,156.92822436783518
rate-2-repeat-2,50.82616662979126,414.64,394.25419456118254,460.67673664961904,241.4,146.76902737927063,108.68778673690503
rate-2-repeat-2,51.07716679573059,404.73,436.56272728978064,330.82231010658506,85.25,130.09076495373537,177.98058201429933
rate-2-repeat-2,51.32516670227051,422.22,421.9653034950929,460.67673664961904,84.74,170.99467813661204,136.01743248458848
rate-2-repeat-2,51.57616662979126,412.85,485.48761231208675,460.67673664961904,244.96,154.76751227919402,191.1172486485117
rate-2-repeat-2,51.82716679573059,418.86,491.157139939521,460.67673664961904,224.51,195.67055059348303,191.20175059765404
rate-2-repeat-2,52.07616662979126,404.73,482.1563519610142,460.67673664961904,243.77,192.84247846026588,180.51750235435895
rate-2-repeat-2,52.32716679573059,418.0,487.6206686654478,460.67673664961904,96.12,174.31790750456847,141.48947912462756
rate-2-repeat-2,52.57616662979126,413.78,487.6652477803896,460.67673664961904,241.4,158.70621685482962,191.20175059765404
rate-2-repeat-2,52.82516670227051,406.85,455.86824147952575,375.5417998304361,85.25,187.83497227522645,158.3873752666968
rate-2-repeat-2,53.07616662979126,415.56,311.7279922404092,184.50764471695834,238.36,166.73224377298038,175.40450431662424
rate-2-repeat-2,53.32616662979126,402.63,317.9294622421319,460.67673664961904,244.37,153.00729321109563,83.14
rate-2-repeat-2,53.604166746139526,421.57,483.6113241695869,460.67673664961904,245.29,107.82521377720278,167.63025949900342
rate-2-repeat-2,53.83116674423218,420.97,490.85317999839623,460.67673664961904,241.4,167.64390708483484,152.80272645203596
rate-2-repeat-2,54.079166650772095,422.49,484.49450512981576,460.67673664961904,241.66,161.39446713753463,169.81815222345764
rate-2-repeat-2,54.32816672325134,416.16,485.53674938072703,460.67673664961904,241.99,180.44520237721468,191.20175059765404
rate-2-repeat-2,54.57616662979126,404.14,469.74263765130706,406.7402371317855,85.25,191.5316555539256,174.26588494014015
rate-2-repeat-2,54.84316682815552,419.46,303.6157518887899,87.86,244.1,180.70858278188388,181.99168982984196
rate-2-repeat-2,55.07716679573059,413.18,87.86,87.86,243.77,157.49196131955875,83.14
rate-2-repeat-2,55.32716679573059,405.33,87.86,87.86,85.25,83.14,83.14
rate-2-repeat-2,55.57716679573059,413.18,230.9301231710072,416.28293919973646,107.87,83.14,83.14
rate-2-repeat-2,55.82716679573059,427.04,456.0406828960326,441.4037045140579,89.79,108.79678222138683,170.68436590787292
rate-2-repeat-2,56.07716679573059,418.6,505.2173553285827,460.67673664961904,244.37,164.11867720284414,132.79643506399523
rate-2-repeat-2,56.32816672325134,413.78,483.2024445836609,460.67673664961904,85.25,144.77905769503187,165.48410304258772
rate-2-repeat-2,56.57816672325134,443.27,477.46516466344167,431.08372446558536,100.61,177.39831809718157,191.20175059765404
rate-2-repeat-2,56.829166650772095,420.38,525.9154584657382,460.67673664961904,243.18,199.04749530128856,191.20175059765404
rate-2-repeat-2,57.079166650772095,424.6,456.42898193702507,388.51950488049323,85.25,186.96435342304596,158.80334584514694
rate-2-repeat-2,57.329166650772095,418.86,454.96548438137995,460.67673664961904,237.77,163.40945173871566,159.5765758867746
rate-2-repeat-2,57.57816672325134,411.34,456.4987448539375,406.67264824224947,85.57,172.4438779010692,190.59236899753648
rate-2-repeat-2,57.830166816711426,439.05,415.9503411575123,373.77175647740796,85.25,197.094894394349,183.3950845112547
rate-2-repeat-2,58.079166650772095,411.94,368.4030383721614,293.7992853330831,238.04,179.18415455635153,129.49978569703796
rate-2-repeat-2,58.330166816711426,417.67,249.96780659923797,87.86,84.97,132.96949258776164,130.8405645236101
rate-2-repeat-2,58.579166650772095,428.82,95.03730884152968,105.92030173764616,244.1,119.24992109982188,83.14
rate-2-repeat-2,58.829166650772095,419.46,260.804559188887,460.67673664961904,85.57,83.14,83.14
rate-2-repeat-2,59.10816669464111,424.92,487.3177815352956,460.67673664961904,245.62,100.97828900440531,143.140706397951
rate-2-repeat-2,59.33116674423218,424.92,490.331161433794,460.67673664961904,85.84,160.72743403648195,191.20175059765404
rate-2-repeat-2,59.58116674423218,433.04,396.77625538741626,240.5896387714414,237.44,201.6118863813945,191.20175059765404
rate-2-repeat-2,59.83116674423218,420.38,196.67207822962996,87.86,87.08,190.46405659872119,152.75762764640393
rate-2-repeat-2,60.080166816711426,427.04,87.86,87.86,236.6,135.48032454044073,83.14
rate-2-repeat-2,60.33416676521301,420.97,87.86,87.86,87.36,83.14,83.14
rate-2-repeat-2,60.579166650772095,417.4,87.86,87.86,85.25,83.14,83.14
rate-2-repeat-2,60.83416676521301,428.55,172.03688510477502,289.1351581676699,241.66,83.14,83.14
rate-2-repeat-2,61.08116674423218,427.31,385.98353561971714,460.67673664961904,85.57,95.34838674877584,122.51906487333991
rate-2-repeat-2,61.33116674423218,427.63,437.1808639569198,333.1814388000501,249.51,138.21662153135767,169.64671101007417
rate-2-repeat-2,61.58116674423218,422.22,436.5204903731076,460.67673664961904,86.26,169.37943816268654,153.86344800773554
rate-2-repeat-2,61.830166816711426,429.42,488.25949035457563,460.67673664961904,233.82,153.12415914989433,139.5413916381371
rate-2-repeat-2,62.079166650772095,414.05,408.28134653392283,265.60355546820756,163.02,157.8375108772497,191.20175059765404
rate-2-repeat-2,62.330166816711426,409.82,235.54054452108358,87.86,85.57,194.72057936584736,163.90003738619473
rate-2-repeat-2,62.58416676521301,421.89,123.77621652154538,178.23617329498927,244.96,143.94215094119454,83.14
rate-2-repeat-2,62.830166816711426,417.08,313.63804405933877,460.67673664961904,244.69,85.65566070946102,91.39425557214989
rate-2-repeat-2,63.08116674423218,418.86,459.0830330216084,382.7951168462026,85.84,121.29635142531393,191.20175059765404
rate-2-repeat-2,63.330166816711426,414.38,273.9964521189106,87.86,242.91,190.3495411625707,160.34303210885457
rate-2-repeat-2,63.580166816711426,426.44,152.5133768907184,240.0396237664795,99.1,142.12376863841087,83.14
rate-2-repeat-2,63.830166816711426,415.56,301.97789581978674,340.49459969778417,106.68,93.2078367840113,115.9650461885494
rate-2-repeat-2,64.08216667175293,425.52,265.4855252249475,87.86,85.57,127.96406221672751,149.5283660281961
rate-2-repeat-2,64.33216667175293,429.14,87.86,87.86,242.26,133.0075001257519,83.14
rate-2-repeat-2,64.58116674423218,412.85,87.86,87.86,85.57,83.14,83.14
rate-2-repeat-2,64.83116674423218,423.68,134.63038798636038,195.0694866615704,85.25,83.14,83.14
rate-2-repeat-2,65.08116674423218,422.82,320.5945486363869,460.67673664961904,245.88,88.65391314091947,101.17941825592948
rate-2-repeat-2,65.33516669273376,434.23,505.539875612239,460.67673664961904,218.77,119.48774547041222,158.73160453810564
rate-2-repeat-2,65.58316659927368,420.38,495.3800808323318,441.66033869610146,244.69,169.71866506234772,185.8938640183285
rate-2-repeat-2,65.83116674423218,435.75,519.7699476889555,460.67673664961904,85.84,191.95061408759867,191.20175059765404
rate-2-repeat-2,66.08116674423218,412.85,487.64791941623514,460.67673664961904,246.81,192.7734714331005,176.3814124959642
rate-2-repeat-2,66.33316659927368,437.41,419.70813927449325,300.5307619980669,243.77,185.5794010688926,191.20175059765404
rate-2-repeat-2,66.58316659927368,419.46,283.16739227277014,211.7300047953676,86.49,197.2999966071797,169.3190654879255
rate-2-repeat-2,66.83416676521301,429.42,331.59157141042044,460.67673664961904,236.84,152.4831983411177,98.5552247951315
rate-2-repeat-2,67.08216667175293,433.04,483.8483511657033,446.8526732529286,250.43,120.26012910828653,169.12342409895564
rate-2-repeat-2,67.33216667175293,425.2,326.3748903244552,87.86,85.57,179.10745265394118,191.20175059765404
rate-2-repeat-2,67.58116674423218,431.53,87.86,87.86,228.13,167.12613795004887,91.11723163862054
rate-2-repeat-2,67.83316659927368,428.55,87.86,87.86,238.04,89.20072463788324,83.14
rate-2-repeat-2,68.08416676521301,430.01,87.86,87.86,99.53,83.14,83.14
rate-2-repeat-2,68.33316659927368,420.11,136.07480398163455,198.7017420074991,247.99,83.14,83.14
rate-2-repeat-2,68.58316659927368,425.2,270.24101119331453,329.09821349696807,243.18,94.28176832532526,119.26831377898628
rate-2-repeat-2,68.83216667175293,427.91,412.7861406314833,370.4658921267379,174.76,131.9263466188299,155.23906684240865
rate-2-repeat-2,69.08216667175293,434.83,339.83644340173026,237.77899185263703,85.84,160.1002758370335,161.37217970489218
