cell,time_s,measured_prefill_w,predicted_prefill_w,duty_null_prefill_w,measured_decode_w,predicted_decode_w,duty_null_decode_w
rate-2-repeat-2,54.5,415.5625,423.8096560228523,422.86376210799756,203.25,169.26860450954632,152.74400155684793
rate-2-repeat-2,55.5,414.6825,420.46751547765484,422.86376210799756,131.67,131.69643419624057,124.50679285388848
rate-2-repeat-2,56.5,424.00750000000005,423.8931907646841,422.86376210799756,168.35250000000002,151.7221689912027,133.7800434462713
rate-2-repeat-2,57.5,423.4625,422.0755278807576,422.86376210799756,123.46,136.49781249545944,147.32343342906822
rate-2-repeat-2,58.5,419.4725,422.66613970657414,422.86376210799756,163.17000000000002,159.61271926566712,124.55631751886223
rate-2-repeat-2,59.5,425.81500000000005,422.64070574786115,422.86376210799756,163.99500000000003,147.51888263244365,144.371763555997
rate-2-repeat-2,60.5,423.48999999999995,424.01340933817926,422.86376210799756,162.7175,144.9488293437922,141.7784975916028
rate-2-repeat-2,61.5,426.64500000000004,421.95182970921667,422.86376210799756,163.79,153.0168151286577,122.79334551719151
rate-2-repeat-2,62.5,415.71,424.90832657801434,422.86376210799756,184.56,154.6222556253912,158.7130807819023
rate-2-repeat-2,63.5,418.81,420.04619304785535,422.86376210799756,133.6325,158.42591946640994,129.06399276371042
rate-2-repeat-2,64.5,422.7975,424.015800513695,422.86376210799756,124.6625,164.1347716060274,157.76834315409735
rate-2-repeat-2,65.5,428.29499999999996,421.47038670119935,422.86376210799756,198.795,131.75004148074282,113.20770125615599
rate-2-repeat-2,66.5,424.785,423.51573396876887,422.86376210799756,203.47750000000002,181.0072262215784,162.46858976774593
rate-2-repeat-2,67.5,429.58,425.1124435602827,422.86376210799756,200.5425,163.42486612684075,148.88904837451216
rate-2-repeat-2,68.5,425.8075,420.60639227435763,422.86376210799756,191.365,129.4061293544024,132.24225609689717
rate-2-repeat-2,69.5,426.94000000000005,424.86884369034556,422.86376210799756,129.47500000000002,176.79811487683767,158.59687829227585
rate-2-repeat-2,70.5,424.7625,425.5559991906117,422.86376210799756,129.4775,162.27672342243625,138.22875842549445
rate-2-repeat-2,71.5,421.78499999999997,423.1810564241188,422.86376210799756,124.44500000000001,149.34128607327744,142.57279365529791
rate-2-repeat-2,72.5,428.98750000000007,422.92302024057994,422.86376210799756,168.615,151.09859648785525,149.783928068138
rate-2-repeat-2,73.5,428.44000000000005,422.3360468817125,422.86376210799756,202.4425,162.29269849733063,141.5125139979827
rate-2-repeat-2,74.5,421.52750000000003,424.80169291142715,422.86376210799756,203.25,167.5493669858842,151.1745548236923
rate-2-repeat-2,75.5,430.6325,424.8633066787745,422.86376210799756,201.93,160.22419473269957,152.87216149851452
rate-2-repeat-2,76.5,429.54749999999996,422.4263502730744,422.86376210799756,241.975,163.07897484173017,141.02880595625683
rate-2-repeat-2,77.5,422.9525,424.96559268128806,422.86376210799756,164.14249999999998,165.48171279371542,144.78386455456683
rate-2-repeat-2,78.5,430.26750000000004,423.9569337514073,422.86376210799756,204.22,145.1352757171362,151.55712712784964
rate-2-repeat-2,79.5,421.65000000000003,420.5051944072362,422.86376210799756,204.685,155.37031020451815,124.76792076797611
rate-2-repeat-2,80.5,432.1725,423.1737060650488,422.86376210799756,205.13000000000002,141.22364299276785,142.66089310601384
rate-2-repeat-2,81.5,421.205,420.7541660982354,422.86376210799756,167.835,167.9922359861961,156.88997627184017
rate-2-repeat-2,82.5,427.82250000000005,425.35469195650177,422.86376210799756,127.5425,164.8979029536969,132.66419456257844
rate-2-repeat-2,83.5,430.8525,424.43323565640696,422.86376210799756,201.8375,182.88345216303986,161.18979882659946
rate-2-repeat-2,84.5,425.855,422.9118368942809,422.86376210799756,166.705,153.607178179426,160.69756863600009
rate-2-repeat-2,85.5,421.36750000000006,422.76363677151585,422.86376210799756,207.32000000000002,145.1583155435794,113.877415271481
rate-2-repeat-2,86.5,421.32250000000005,424.49150850730547,422.86376210799756,241.0025,176.55675470180975,173.59378496925774
rate-2-repeat-2,87.5,426.5,423.2276729449323,422.86376210799756,124.905,150.53896938583915,146.1608070561066
rate-2-repeat-2,88.5,423.855,421.486770556969,422.86376210799756,213.045,173.64591477903735,145.5496561824624
rate-2-repeat-2,89.5,427.6925,424.9192371107803,422.86376210799756,165.8775,171.08830815198078,151.4311779805137
rate-2-repeat-2,90.5,427.15999999999997,419.46972013695813,422.86376210799756,205.72750000000002,148.87562084852465,141.28344766834078
rate-2-repeat-2,91.5,340.035,425.1891140157882,422.86376210799756,123.675,186.90949420478063,156.3279544873529
rate-2-repeat-2,92.5,426.185,423.32216906624274,422.86376210799756,203.48000000000002,138.21812430308785,149.86313144750392
rate-2-repeat-2,93.5,429.6325,423.00394775473075,422.86376210799756,205.95499999999998,174.46274146807582,158.06145675569115
rate-2-repeat-2,94.5,432.3675,422.5206032720744,422.86376210799756,176.8925,158.06079958406167,125.40955000196199
rate-2-repeat-2,95.5,423.1425,419.8124603673681,422.86376210799756,197.065,155.57786364528675,161.24845334817527
rate-2-repeat-2,96.5,427.1,425.49019590584976,422.86376210799756,165.3625,151.67947782308678,122.3448394980401
rate-2-repeat-2,97.5,429.8475,421.5840707461858,422.86376210799756,181.925,151.2353444261327,150.3752833610854
rate-2-repeat-2,98.5,420.73,422.29860397692164,422.86376210799756,202.3,153.89585056964586,130.47144295616837
rate-2-repeat-2,99.5,425.475,425.5125038144482,422.86376210799756,164.0625,162.9455878571872,141.44312336116295
rate-2-repeat-2,100.5,430.0625,422.240419775665,422.86376210799756,173.945,156.82514685886358,159.99768434990293
rate-2-repeat-2,101.5,428.595,422.03355314673377,422.86376210799756,193.005,140.2307424380377,115.6227379797786
rate-2-repeat-2,102.5,428.41499999999996,423.4236145202535,422.86376210799756,201.66500000000002,168.7905969541067,150.18288545427922
rate-2-repeat-2,103.5,431.31,420.82406469571106,422.86376210799756,125.1225,132.74743494336434,141.16555187246678
rate-2-repeat-2,104.5,423.5675,425.34855860020275,422.86376210799756,163.23499999999999,164.247723637767,131.54326791514669
rate-2-repeat-2,105.5,425.45250000000004,423.90689869195916,422.86376210799756,125.2575,182.1643653059329,173.89473407257276
rate-2-repeat-2,106.5,426.2575,424.33438312691106,422.86376210799756,206.55,148.86946605960412,140.64412633685797
rate-2-repeat-2,107.5,429.455,421.0256785988815,422.86376210799756,221.705,148.6242373884728,133.91645328020172
rate-2-repeat-2,108.5,432.185,423.4006101700785,422.86376210799756,168.26999999999998,167.1373190045344,147.63683175791073
rate-2-repeat-2,109.5,422.365,420.4223150352144,422.86376210799756,141.30499999999998,137.53802376185735,131.85791051047192
rate-2-repeat-2,110.5,426.3,424.20252861728835,422.86376210799756,240.3925,155.7758105530966,135.77802198624263
rate-2-repeat-2,111.5,426.675,423.2642445639617,422.86376210799756,166.405,152.71300097822385,155.36483910434333
rate-2-repeat-2,112.5,434.4066666666667,423.95227184928984,422.8637621079976,143.42333333333335,160.27799028861315,128.66473763710147
rate-2-repeat-2,113.5,425.7375,423.1074778054342,422.86376210799756,165.88250000000002,154.89874624361377,155.07854090126523
rate-2-repeat-2,114.5,420.6975,420.6490754234231,422.86376210799756,199.485,163.6008217984102,140.5716338957625
rate-2-repeat-2,115.5,428.63250000000005,424.0688275695707,422.86376210799756,170.775,152.16425860696575,140.3712673966003
rate-2-repeat-2,116.5,430.5675,424.413915688601,422.86376210799756,128.455,186.2301177542647,155.63346534386807
rate-2-repeat-2,117.5,424.08000000000004,424.6949756272258,422.86376210799756,167.3225,139.7556513996889,148.13484321682984
rate-2-repeat-2,118.5,434.34666666666675,421.92631919798777,422.8637621079976,171.86,146.56940605899536,125.09319123468981
rate-2-repeat-2,119.5,421.46250000000003,423.6323607212403,422.86376210799756,155.1875,172.00945251750534,153.68191115016438
rate-2-repeat-2,120.5,431.125,424.61304145568465,422.86376210799756,128.1275,146.7036869211012,155.33874119618525
rate-2-repeat-2,121.5,431.9075,422.4338910756714,422.86376210799756,204.6975,151.69579612726517,131.27251968069572
rate-2-repeat-2,122.5,429.46000000000004,422.9131307655517,422.86376210799756,165.28500000000003,179.2145209413367,155.99448965679704
rate-2-repeat-2,123.5,433.315,424.15097897500266,422.86376210799756,168.22,149.00244363760893,151.8447966749531
rate-2-repeat-2,124.5,428.53000000000003,421.2952164987969,422.86376210799756,202.0475,161.4106105730325,134.7218609658336
rate-2-repeat-2,125.5,423.7425,424.16713130178266,422.86376210799756,165.5,170.54300748342325,146.75014279321553
rate-2-repeat-2,126.5,427.15000000000003,422.56639628011453,422.86376210799756,154.58,154.9488461985806,161.85614474914803
rate-2-repeat-2,127.5,426.68249999999995,424.2602075395738,422.86376210799756,146.89000000000001,167.41351636421228,150.236050210922
rate-2-repeat-2,128.5,431.02,424.24079898838295,422.86376210799756,162.71,150.0589579588811,117.47777756286419
rate-2-repeat-2,129.5,427.355,420.4282197321914,422.86376210799756,166.485,137.64364372326364,149.24565389386035
rate-2-repeat-2,130.5,421.80749999999995,424.40458600453456,422.86376210799756,118.3425,175.98293049719098,139.43427038877482
rate-2-repeat-2,131.5,431.27250000000004,419.3027546076386,422.86376210799756,160.53000000000003,147.38607661528306,154.22711755150686
rate-2-repeat-2,132.5,433.91999999999996,424.39557732354285,422.86376210799756,244.8425,153.6740163762925,119.61681459053543
rate-2-repeat-2,133.5,432.1475,422.7791333393824,422.86376210799756,126.855,161.10281302986215,162.8465762577748
rate-2-repeat-2,134.5,425.1125,422.13488563274916,422.86376210799756,192.6425,148.8422538770228,126.90527324204774
rate-2-repeat-2,135.5,432.41,423.349375309632,422.86376210799756,210.1125,161.78740885551917,150.05912882659405
rate-2-repeat-2,136.5,429.125,420.7564775065341,422.86376210799756,165.41750000000002,138.7990632158642,125.36731049267064
rate-2-repeat-2,137.5,434.1725,420.7337008180689,422.86376210799756,204.995,137.23943086695738,142.8274081075271
rate-2-repeat-2,138.5,430.90500000000003,423.93772583532154,422.86376210799756,127.66499999999999,181.90315700050772,161.72239146098943
rate-2-repeat-2,139.5,430.17999999999995,424.65208513644086,422.86376210799756,167.3075,155.29355477723794,125.2806505061343
rate-2-repeat-2,140.5,431.81,422.66365550009823,422.86376210799756,120.225,173.2398087192581,170.48038818471184
rate-2-repeat-2,141.5,422.34999999999997,421.397408427603,422.86376210799756,167.46,156.00628409925912,130.38427543703958
rate-2-repeat-2,142.5,435.12750000000005,425.25954932744173,422.86376210799756,118.66499999999999,153.1536547364614,135.4476873412114
rate-2-repeat-2,143.5,428.95,423.9407214069583,422.86376210799756,165.13500000000002,170.83780079328167,172.48460593853156
rate-2-repeat-2,144.5,428.28,422.7669459871848,422.86376210799756,166.8525,146.67179805869645,133.7117469664392
rate-2-repeat-2,145.5,432.59749999999997,422.26010928368595,422.86376210799756,123.9175,175.54402268090948,142.5258307332942
rate-2-repeat-2,146.5,427.86,422.0991085565953,422.86376210799756,205.95250000000001,144.68063957647547,150.69498944682408
rate-2-repeat-2,147.5,431.39500000000004,421.5298828228397,422.86376210799756,140.28,152.96709739422332,122.28537367601339
rate-2-repeat-2,148.5,434.03,420.46575834894475,422.86376210799756,194.3475,132.1069053939505,126.5295103719591
rate-2-repeat-2,149.5,429.1975,421.91597732535746,422.86376210799756,101.2225,162.58380354786007,157.55407637600044
rate-2-repeat-2,150.5,433.5775,422.1971499295237,422.86376210799756,204.53500000000003,145.46344069226828,139.44080169554252
rate-2-repeat-2,151.5,425.55,425.73957158576405,422.86376210799756,190.6,161.47279247601088,128.38756209907763
rate-2-repeat-2,152.5,432.0725,417.85737753216665,422.86376210799756,207.045,128.23685713183994,139.96062796439637
rate-2-repeat-2,153.5,423.75749999999994,424.040782321183,422.86376210799756,167.9725,158.33136977165213,133.3762757792094
rate-2-repeat-2,154.5,429.285,423.37688955890496,422.86376210799756,203.79,170.49289410857574,156.8120971056348
rate-2-repeat-2,155.5,427.78499999999997,423.18177287077015,422.86376210799756,197.675,158.24316793321748,150.10045080873846
rate-2-repeat-2,156.5,424.875,422.7378679153637,422.86376210799756,169.57,170.73447391933522,137.53802892874194
rate-2-repeat-2,157.5,431.28749999999997,425.0423077617472,422.86376210799756,205.595,150.56067264299236,154.62366544856746
rate-2-repeat-2,158.5,427.25249999999994,422.4886841715058,422.86376210799756,172.21,146.92361416441943,133.1183601739878
rate-2-repeat-2,159.5,439.895,423.4465982286808,422.86376210799756,166.4825,176.56008870803362,153.9327501906616
rate-2-repeat-2,160.5,437.7475,425.52096293567877,422.86376210799756,153.2225,171.74917734103963,148.25607609581246
rate-2-repeat-2,161.5,435.6725,421.32488042521715,422.86376210799756,170.245,153.04502795290682,160.67865353798157
rate-2-repeat-2,162.5,436.515,423.078731506521,422.86376210799756,169.26,175.2909339080984,141.74959446304035
rate-2-repeat-2,163.5,436.28249999999997,422.507537353591,422.86376210799756,177.4925,150.61683878181478,153.73828717273625
rate-2-repeat-2,164.5,433.8775,421.955351175628,422.86376210799756,126.475,160.45733356371784,146.144812899992
rate-2-repeat-2,165.5,434.8175,425.09267168124643,422.86376210799756,163.5525,154.99284232910372,133.10865080119618
rate-2-repeat-2,166.5,442.195,421.592667034443,422.86376210799756,189.29749999999999,156.05608896928712,151.00743906153002
rate-2-repeat-2,167.5,430.78499999999997,426.179087899946,422.86376210799756,177.9325,185.05885673345648,161.375416751368
rate-2-repeat-2,168.5,435.9525,424.29302898154265,422.86376210799756,165.89,146.28045753208713,134.20307122515393
rate-2-repeat-2,169.5,438.9125,422.62672913315413,422.86376210799756,184.0325,152.413358334699,133.74155744125977
rate-2-repeat-2,170.5,440.09,425.9303596449798,422.86376210799756,141.3175,168.86606048174605,145.20825122901692
rate-2-repeat-2,171.5,435.3125,422.48669256928713,422.86376210799756,205.805,170.10068434199155,165.211965727064
rate-2-repeat-2,172.5,439.185,424.0028986821356,422.86376210799756,204.845,149.339393864013,146.1651826843554
rate-2-repeat-2,173.5,435.68749999999994,423.54359013229765,422.86376210799756,127.22,156.1819057328296,122.41560150446477
rate-2-repeat-2,174.5,435.40999999999997,420.33412732776026,422.86376210799756,134.67249999999999,146.8717090548185,156.25478163204946
rate-2-repeat-2,175.5,437.72749999999996,423.98551633386955,422.86376210799756,185.32,166.48249971795644,129.94389001965484
rate-2-repeat-2,176.5,437.1225,421.1820639447544,422.86376210799756,166.1925,146.17464966844557,156.08948864752153
rate-2-repeat-2,177.5,437.0025,422.7476742811071,422.86376210799756,129.94,149.87680936757874,119.41281603171885
rate-2-repeat-2,178.5,442.3425,421.91031361444317,422.86376210799756,168.65,158.55003328677915,145.87354771191872
rate-2-repeat-2,179.5,440.87749999999994,421.69335937796563,422.86376210799756,141.625,144.6702163197423,133.37619861773965
rate-2-repeat-2,180.5,440.04,424.4264029863557,422.86376210799756,137.54500000000002,173.5695816123979,152.50516710806033
rate-2-repeat-2,181.5,434.8175,423.35083429812096,422.86376210799756,204.68500000000003,148.7435274429343,152.4618503087653
rate-2-repeat-2,182.5,434.5575,422.5115670509821,422.86376210799756,193.63,142.37942195913675,116.33062110944664
rate-2-repeat-2,183.5,435.9075,420.7011725072671,422.86376210799756,164.755,132.90297069744167,144.90904549284133
rate-2-repeat-2,184.5,436.28,423.3042014814269,422.86376210799756,208.225,165.6354503801018,130.2411292341885
rate-2-repeat-2,185.5,427.2025,422.90222109979186,422.86376210799756,127.89500000000001,155.9167668615422,157.5064024452072
rate-2-repeat-2,186.5,431.62,422.4788407855467,422.86376210799756,164.81,152.6935986714184,141.52375304188968
rate-2-repeat-2,187.5,437.97999999999996,422.36792672735874,422.86376210799756,153.37499999999997,174.33224488110793,139.36937059699895
rate-2-repeat-2,188.5,436.2825,422.7492792997182,422.86376210799756,204.98,127.219508563632,138.82733454492154
rate-2-repeat-2,189.5,442.15,424.1074340789604,422.86376210799756,136.9625,175.68780720838123,153.02900791920268
rate-2-repeat-2,190.5,433.16999999999996,423.5202701147448,422.86376210799756,125.35000000000001,172.87440851365065,145.948361729934
rate-2-repeat-2,191.5,435.0125,421.77614166100557,422.86376210799756,196.40749999999997,144.77614214640292,146.07483091212833
rate-2-repeat-2,192.5,436.47499999999997,421.23065599261224,422.86376210799756,129.87,162.56925360111796,143.76577893737175
rate-2-repeat-2,193.5,438.46000000000004,420.0350924290198,422.8637621079976,189.54333333333332,144.29879572586339,125.4151014558138
rate-2-repeat-2,194.5,437.0425,422.8767541351944,422.86376210799756,165.3125,182.67846754181974,149.27787980400694
rate-2-repeat-2,195.5,439.37749999999994,420.3281213313088,422.86376210799756,204.4375,144.8203067800246,149.06718361795302
rate-2-repeat-2,196.5,440.7975,423.15092423857914,422.86376210799756,169.865,148.588944151472,123.93203242994181
rate-2-repeat-2,197.5,429.975,420.6073671760032,422.86376210799756,167.4925,148.97726381474206,135.77759950522844
rate-2-repeat-2,198.5,438.4599999999999,424.33533271056353,422.86376210799756,205.75,159.4515847105182,149.30613920072682
rate-2-repeat-2,199.5,436.6925,420.5037615656007,422.86376210799756,221.17499999999998,143.11291452146733,144.24915792280268
rate-2-repeat-2,200.5,436.90749999999997,423.78159762060744,422.86376210799756,166.025,158.9491328853626,127.45643207224995
rate-2-repeat-2,201.5,438.255,418.90823972084723,422.86376210799756,238.215,138.277281417463,124.44842065285826
rate-2-repeat-2,202.5,431.505,423.4605474080661,422.86376210799756,166.945,173.1120200866463,157.95963846351594
rate-2-repeat-2,203.5,443.5025,420.3983428087697,422.86376210799756,221.1775,121.96982815646263,113.30157504345837
rate-2-repeat-2,204.5,443.8125,422.96166156731414,422.86376210799756,158.8825,152.28376473441836,161.31141025670166
rate-2-repeat-2,205.5,443.815,421.0863655752093,422.86376210799756,163.5575,169.95740558558828,141.75948395530966
rate-2-repeat-2,206.5,439.51500000000004,424.785780752077,422.86376210799756,172.3725,175.98878474892103,160.71865337078228
rate-2-repeat-2,207.5,442.23,425.72470734747014,422.86376210799756,189.245,169.98715339599002,153.688015054102
rate-2-repeat-2,208.5,433.80999999999995,420.2121136707374,422.86376210799756,204.7,158.62112453383506,155.50573273406707
rate-2-repeat-2,209.5,438.39,425.30224983574885,422.86376210799756,192.79000000000002,174.88121131136768,153.06772144242777
rate-2-repeat-2,210.5,434.325,423.5964982801354,422.86376210799756,128.6675,175.54292877061218,143.65536080393332
rate-2-repeat-2,211.5,432.7425,421.71429556423107,422.86376210799756,165.4325,138.4345362120911,145.34918443058177
rate-2-repeat-2,212.5,436.63,425.4685959733434,422.86376210799756,170.32999999999998,156.85604994903272,139.07093176660106
rate-2-repeat-2,213.5,433.27,422.58992278301827,422.86376210799756,154.95749999999998,159.9130713936093,132.0266412892009
rate-2-repeat-2,214.5,435.1475,422.6278337648937,422.86376210799756,167.6075,158.69491921884043,162.96242754874413
rate-2-repeat-2,215.5,438.6925,422.15665117320316,422.86376210799756,161.0025,158.74246524161964,139.66824908685038
rate-2-repeat-2,216.5,433.69500000000005,425.3771606265494,422.86376210799756,205.07750000000001,155.42102850222676,131.75978258306353
rate-2-repeat-2,217.5,436.3175,425.06066933215686,422.86376210799756,167.08,164.64270441198437,160.00641760941545
rate-2-repeat-2,218.5,439.67749999999995,424.36351526050436,422.86376210799756,163.71,177.85033377033454,159.49664774013723
rate-2-repeat-2,219.5,434.6025,426.2166805644134,422.86376210799756,243.9375,192.16469176026578,164.78885377144633
rate-2-repeat-2,220.5,441.82000000000005,420.44777464342565,422.86376210799756,198.73250000000002,155.1508450900455,160.37365298595506
rate-2-repeat-2,221.5,434.48249999999996,425.21825293139227,422.86376210799756,172.6875,176.56244450552094,137.63058571118043
rate-2-repeat-2,222.5,439.9725,421.6718003630466,422.86376210799756,170.71,150.36584982614633,158.57582618025174
rate-2-repeat-2,223.5,436.365,422.4353514404874,422.86376210799756,168.0675,153.1758675103829,127.6048664528791
rate-2-repeat-2,224.5,441.7225,422.3882147555277,422.86376210799756,203.32750000000001,136.6521143978655,138.88684709319517
rate-2-repeat-2,225.5,434.9325,421.24155646902284,422.86376210799756,153.52249999999998,153.19729976283378,119.69382509176226
rate-2-repeat-2,226.5,439.2175,423.52364952256346,422.86376210799756,210.175,140.57525122021116,143.90012380298023
rate-2-repeat-2,227.5,440.69,421.2877586701211,422.86376210799756,150.95,143.01597023120985,128.4490189757593
rate-2-repeat-2,228.5,428.685,424.8403282402633,422.86376210799756,166.47,167.34485585157594,143.0862749445454
rate-2-repeat-2,229.5,440.515,421.2111362014564,422.86376210799756,164.7525,142.297331644513,142.42507568462386
rate-2-repeat-2,230.5,435.15999999999997,423.5123119676663,422.86376210799756,204.62,170.9836791742336,149.6578840497849
rate-2-repeat-2,231.5,437.125,425.45606946605005,422.86376210799756,204.6975,168.40706220754845,147.43637872732785
rate-2-repeat-2,232.5,429.455,422.08585291604504,422.86376210799756,162.5,146.62178138189782,154.63553259540487
rate-2-repeat-2,233.5,439.3325,422.9984714923843,422.86376210799756,207.095,162.0677126836357,130.6104118402673
rate-2-repeat-2,234.5,435.94000000000005,423.8744350960941,422.86376210799756,176.8125,171.7185798201436,150.72963726796718
rate-2-repeat-2,235.5,437.53749999999997,422.5178732469883,422.86376210799756,202.4925,143.42390398458662,152.9238015841835
rate-2-repeat-2,236.5,441.6375,423.8044071360014,422.86376210799756,211.015,148.6297102568671,117.17786646649787
rate-2-repeat-2,237.5,431.62,422.92956729852784,422.86376210799756,164.2275,160.3941761258239,151.15406514413746
rate-2-repeat-2,238.5,439.66499999999996,421.5413072771345,422.86376210799756,204.59250000000003,135.8005067859423,122.30248091319359
rate-2-repeat-2,239.5,444.3375,423.45417029228923,422.86376210799756,211.0,183.90388794151463,163.73342290649288
rate-2-repeat-2,240.5,433.3075,420.67790665312504,422.86376210799756,201.3725,139.06466841249684,145.6541728194304
rate-2-repeat-2,241.5,437.71750000000003,421.86418250704935,422.86376210799756,200.90749999999997,154.93285554741928,127.95980133954058
rate-2-repeat-2,242.5,436.9475,424.2046860767467,422.86376210799756,169.58749999999998,163.53891187191024,160.46265894661033
rate-2-repeat-2,243.5,438.84000000000003,423.468069863743,422.86376210799756,165.185,144.22040483933225,118.32347283550972
rate-2-repeat-2,244.5,440.04249999999996,423.3608896881201,422.86376210799756,205.3575,166.98180670924933,157.12767810492852
rate-2-repeat-2,245.5,435.64250000000004,423.91357952526346,422.86376210799756,187.5175,166.68878525449256,164.53583152594035
rate-2-repeat-2,246.5,440.12249999999995,421.05993621687,422.86376210799756,196.935,162.9377467275038,141.54307988714902
