cell,time_s,measured_prefill_w,predicted_prefill_w,duty_null_prefill_w,measured_decode_w,predicted_decode_w,duty_null_decode_w
rate-2-repeat-2,43.323166608810425,405.01,411.9740580055191,422.86376210799756,85.84,139.66783920333825,205.73082338222713
rate-2-repeat-2,43.573166608810425,111.72,430.4375064472809,422.86376210799756,222.67,199.965462901568,106.65665702696342
rate-2-repeat-2,43.824166774749756,100.55,422.734942697258,422.86376210799756,88.27,135.22339112190758,172.40982597171902
rate-2-repeat-2,44.07116675376892,97.84,423.2318258243951,422.86376210799756,84.97,169.93927823890198,106.97949676486687
rate-2-repeat-2,44.323166608810425,96.49,402.5357998663461,378.3784812829739,84.74,116.29644232806868,117.4978647163241
rate-2-repeat-2,44.57516670227051,95.9,392.8935686805901,422.86376210799756,84.38,147.05699541194744,178.58542648821566
rate-2-repeat-2,44.82516670227051,393.26,425.35818593495173,398.23126781569414,84.46,168.72507024200164,89.87372218743714
rate-2-repeat-2,45.073166608810425,201.82,296.39578875744,87.86,87.68,130.99234992239576,203.11687145460002
rate-2-repeat-2,45.324166774749756,98.11,87.86,87.86,242.91,187.12663440877276,83.14
rate-2-repeat-2,45.573166608810425,97.09,87.86,87.86,84.65,83.14,83.14
rate-2-repeat-2,45.824166774749756,96.32,212.78233719226108,346.6919519907043,84.38,83.14,83.14
rate-2-repeat-2,46.07516670227051,396.56,386.4145281240597,422.86376210799756,84.38,83.14,83.14
rate-2-repeat-2,46.324166774749756,400.78,304.7790533459729,163.3700838784464,84.38,115.82526972434871,175.81850602574542
rate-2-repeat-2,46.580166816711426,98.71,194.05206363501554,87.86,242.91,188.89566581690184,153.86814051249587
rate-2-repeat-2,46.823166608810425,96.59,87.86,87.86,141.64,144.32767558819123,83.14
rate-2-repeat-2,47.07216668128967,95.63,87.86,87.86,84.97,83.14,83.14
rate-2-repeat-2,47.32516670227051,95.07,227.41936926503638,378.5899218244471,84.38,83.14,83.14
rate-2-repeat-2,47.58116674423218,389.37,409.2377337654004,422.86376210799756,84.38,83.14,83.14
rate-2-repeat-2,47.82616662979126,383.03,418.86213733965695,422.86376210799756,84.05,104.26920606330721,141.6951255296754
rate-2-repeat-2,48.07616662979126,408.14,431.0989085448107,422.86376210799756,243.18,163.1127833939617,164.84940234001726
rate-2-repeat-2,48.32716679573059,404.41,425.18353497961914,422.86376210799756,84.97,182.7404962370648,165.4050482846049
rate-2-repeat-2,48.57516670227051,411.67,423.62075554649135,422.86376210799756,241.4,165.2302080373604,111.36329353752073
rate-2-repeat-2,48.82516670227051,421.89,422.62743456827224,422.86376210799756,89.2,119.80725422120122,116.0095575798538
rate-2-repeat-2,49.074166774749756,416.16,429.9296614145788,422.86376210799756,241.4,141.92552841096352,167.90339575156446
rate-2-repeat-2,49.32716679573059,404.73,418.6716019975026,422.86376210799756,85.25,175.50916959599516,135.4666682979603
rate-2-repeat-2,49.580166816711426,409.55,425.5722107688339,422.86376210799756,238.69,157.98187033749804,164.76686026605006
rate-2-repeat-2,49.82516670227051,403.82,427.7619009507217,422.86376210799756,85.25,154.14779260112707,83.14
rate-2-repeat-2,50.07616662979126,406.85,412.5575540384563,422.86376210799756,93.42,98.66980066312152,125.64621446023524
rate-2-repeat-2,50.32616662979126,407.44,421.2964396376982,422.86376210799756,239.87,153.85222647779085,177.90789689686818
rate-2-repeat-2,50.57616662979126,407.72,422.08050947471145,422.86376210799756,84.97,166.3712214562256,83.14
rate-2-repeat-2,50.82616662979126,414.64,422.74236133177584,422.86376210799756,241.4,122.70805559841538,198.16916116664765
rate-2-repeat-2,51.07716679573059,404.73,430.1576478499985,422.86376210799756,85.25,183.5049021469364,83.53136670226445
rate-2-repeat-2,51.32516670227051,422.22,415.0143750376531,422.86376210799756,84.74,83.58333132039282,83.14
rate-2-repeat-2,51.57616662979126,412.85,422.7601370863246,422.86376210799756,244.96,121.15749964064148,192.61524100637604
rate-2-repeat-2,51.82716679573059,418.86,427.9180370184478,422.86376210799756,224.51,191.90960882428192,118.7102997391598
rate-2-repeat-2,52.07616662979126,404.73,420.12755083982955,422.86376210799756,243.77,156.4695042111109,205.73082338222713
rate-2-repeat-2,52.32716679573059,418.0,428.88852263796826,422.86376210799756,96.12,204.30454720812293,122.7526004290894
rate-2-repeat-2,52.57616662979126,413.78,422.36731946004574,422.86376210799756,241.4,146.43088744693534,164.7654341047052
rate-2-repeat-2,52.82516670227051,406.85,423.17215538265737,422.86376210799756,85.25,169.37123011900104,123.97216546667097
rate-2-repeat-2,53.07616662979126,415.56,422.44627953688826,422.86376210799756,238.36,118.68284145184126,83.14
rate-2-repeat-2,53.32616662979126,402.63,418.52919772614314,422.86376210799756,244.37,109.75764348356402,157.70392097592838
rate-2-repeat-2,53.604166746139526,421.57,424.11131340259334,422.86376210799756,245.29,182.62671635587353,180.44230055311348
rate-2-repeat-2,53.83116674423218,420.97,420.74469821566976,422.86376210799756,241.4,176.41021975084095,105.03337356827313
rate-2-repeat-2,54.079166650772095,422.49,422.24254667043687,422.86376210799756,241.66,136.22332505167338,179.19487625659576
rate-2-repeat-2,54.32816672325134,416.16,425.7790557555632,422.86376210799756,241.99,182.29799056168898,125.30299782523932
rate-2-repeat-2,54.57616662979126,404.14,425.17626262105057,422.86376210799756,85.25,162.07303116447815,205.73082338222713
rate-2-repeat-2,54.84316682815552,419.46,422.0407590443587,422.86376210799756,244.1,196.48007126034472,100.74730876332947
rate-2-repeat-2,55.07716679573059,413.18,418.6921686035389,422.86376210799756,243.77,112.36568444908697,121.04924507238579
rate-2-repeat-2,55.32716679573059,405.33,428.00723639175266,422.86376210799756,85.25,151.10814095745155,182.04275384936312
rate-2-repeat-2,55.57716679573059,413.18,419.21755306404685,422.86376210799756,107.87,169.60581638077878,83.14
rate-2-repeat-2,55.82716679573059,427.04,415.95310385128107,422.86376210799756,89.79,93.70609499764501,111.79517249380505
rate-2-repeat-2,56.07716679573059,418.6,427.546922406278,422.86376210799756,244.37,140.13653205050034,173.0927567103618
rate-2-repeat-2,56.32816672325134,413.78,419.74403070135924,422.86376210799756,85.25,181.64711396784094,137.14418212600526
rate-2-repeat-2,56.57816672325134,443.27,430.83259629667504,422.86376210799756,100.61,151.34708901724787,141.74323494871805
rate-2-repeat-2,56.829166650772095,420.38,417.4492136544241,422.86376210799756,243.18,133.7579409292216,83.14
rate-2-repeat-2,57.079166650772095,424.6,415.7582672074344,422.86376210799756,85.25,123.46038408007615,200.4131930625365
rate-2-repeat-2,57.329166650772095,418.86,431.6841817892271,422.86376210799756,237.77,195.21756952992757,107.54935917127509
rate-2-repeat-2,57.57816672325134,411.34,416.21528053963345,422.86376210799756,85.57,104.59319817690265,83.14
rate-2-repeat-2,57.830166816711426,439.05,424.6443819867353,422.86376210799756,85.25,122.72009819493135,198.19118148246127
rate-2-repeat-2,58.079166650772095,411.94,427.60302083498243,422.86376210799756,238.04,196.94857826854667,118.60679935732156
rate-2-repeat-2,58.330166816711426,417.67,412.50384079984906,422.86376210799756,84.97,133.73961352845348,137.23183226253758
rate-2-repeat-2,58.579166650772095,428.82,422.9335710067718,422.86376210799756,244.1,157.8402815794908,159.2466384555898
rate-2-repeat-2,58.829166650772095,419.46,427.62412618469335,422.86376210799756,85.57,149.92240368617757,83.14
rate-2-repeat-2,59.10816669464111,424.92,412.9641930920366,422.86376210799756,245.62,102.62177381382511,136.52195259224263
rate-2-repeat-2,59.33116674423218,424.92,431.76248859713303,422.86376210799756,85.84,153.7964895527876,150.0346272161126
rate-2-repeat-2,59.58116674423218,433.04,423.26465855432537,422.86376210799756,237.44,167.38819198941133,156.93432920407983
rate-2-repeat-2,59.83116674423218,420.38,422.5714827479495,422.86376210799756,87.08,166.2690751737506,133.996145211553
rate-2-repeat-2,60.080166816711426,427.04,424.72429997666575,422.86376210799756,236.6,135.50981451190228,105.351318366187
rate-2-repeat-2,60.33416676521301,420.97,424.0692527284364,422.86376210799756,87.36,143.13469822665192,199.58387993120004
rate-2-repeat-2,60.579166650772095,417.4,422.94913038295965,422.86376210799756,85.25,184.47669131882856,83.14
rate-2-repeat-2,60.83416676521301,428.55,424.3109542646554,422.86376210799756,241.66,116.67411331778602,179.03879206902405
rate-2-repeat-2,61.08116674423218,427.31,422.9506985213672,422.86376210799756,85.57,179.7895585059058,118.67995703310334
rate-2-repeat-2,61.33116674423218,427.63,421.00926874651674,422.86376210799756,249.51,127.25576622544742,120.03757019318482
rate-2-repeat-2,61.58116674423218,422.22,420.9624093290911,422.86376210799756,86.26,146.30373458431214,169.3158548424779
rate-2-repeat-2,61.830166816711426,429.42,422.88494223989153,422.86376210799756,233.82,158.71820119896546,83.14
rate-2-repeat-2,62.079166650772095,414.05,423.5136056574354,422.86376210799756,163.02,121.21867016374188,193.48297701031186
rate-2-repeat-2,62.330166816711426,409.82,429.7810527843045,422.86376210799756,85.57,192.2651423431871,118.13035550108935
rate-2-repeat-2,62.58416676521301,421.89,416.5038882180538,422.86376210799756,244.96,135.4517536880976,143.360495779064
rate-2-repeat-2,62.830166816711426,417.08,429.83475965226364,422.86376210799756,244.69,169.5534563065382,179.87849483714405
rate-2-repeat-2,63.08116674423218,418.86,423.47077965365446,422.86376210799756,85.84,167.13966180229625,83.14
rate-2-repeat-2,63.330166816711426,414.38,409.3784927412887,422.86376210799756,242.91,101.85554691762219,134.45135528574576
rate-2-repeat-2,63.580166816711426,426.44,430.1097997617757,422.86376210799756,99.1,169.98252468463272,205.73082338222713
rate-2-repeat-2,63.830166816711426,415.56,417.2257000347025,422.86376210799756,106.68,194.7259444610886,92.93379238686876
rate-2-repeat-2,64.08216667175293,425.52,414.67186284624586,422.86376210799756,85.57,107.38296737406375,125.62224802549363
rate-2-repeat-2,64.33216667175293,429.14,431.2613831480595,422.86376210799756,242.26,162.20181553071973,205.73082338222713
rate-2-repeat-2,64.58116674423218,412.85,419.18124528360244,422.86376210799756,85.57,217.64142264947225,157.53928760789663
rate-2-repeat-2,64.83116674423218,423.68,430.9487107768722,422.86376210799756,85.25,169.31288086985387,142.1810136007719
rate-2-repeat-2,65.08116674423218,422.82,421.7349647053682,422.86376210799756,245.88,137.9587837764454,93.96554029352566
rate-2-repeat-2,65.33516669273376,434.23,415.5336085149314,422.86376210799756,218.77,129.58370781579225,188.268428209568
rate-2-repeat-2,65.58316659927368,420.38,429.3568294399997,422.86376210799756,244.69,175.1023907892062,83.14
rate-2-repeat-2,65.83116674423218,435.75,419.256144144498,422.86376210799756,85.84,84.35528354152748,87.45683652153028
rate-2-repeat-2,66.08116674423218,412.85,418.0182361087311,422.86376210799756,246.81,129.1716344448362,205.73082338222713
rate-2-repeat-2,66.33316659927368,437.41,427.2566742090972,422.86376210799756,243.77,220.94122995218055,169.4014437892959
rate-2-repeat-2,66.58316659927368,419.46,426.72071786329997,422.86376210799756,86.49,196.80932545112668,191.60209189946065
rate-2-repeat-2,66.83416676521301,429.42,422.06730769394716,422.86376210799756,236.84,177.1067150381701,83.14
rate-2-repeat-2,67.08216667175293,433.04,423.6359791980217,422.86376210799756,250.43,118.11534639477998,182.9615256610563
