cell,rate,time_s,measured_node_w,role_aware_zero_shot_w,role_aware_idle_calibrated_w,phase_soft_dtw_calibrated_w,colocated_tp2_idle_calibrated_w,measured_prefill_w,predicted_prefill_w,frozen_prefill_w,measured_decode_w,predicted_decode_w,frozen_decode_w
rate-0p25-repeat-2,0.25,14.562911748886108,166.51999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,14.812911748886108,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,15.062911748886108,166.83999999999997,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,15.312911748886108,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,15.562911748886108,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,15.812911748886108,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,16.06291174888611,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,16.31291174888611,166.43,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.33,82.54,82.54
rate-0p25-repeat-2,0.25,16.56291174888611,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,16.81291174888611,166.26999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.41,82.54,82.54
rate-0p25-repeat-2,0.25,17.06291174888611,166.83999999999997,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,17.31391167640686,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,17.56391167640686,166.51999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.66,82.54,82.54
rate-0p25-repeat-2,0.25,17.81391167640686,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,18.06391167640686,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,18.31391167640686,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,18.56391167640686,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,18.814911603927612,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,19.064911603927612,166.51999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.66,82.54,82.54
rate-0p25-repeat-2,0.25,19.314911603927612,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,19.564911603927612,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,19.814911603927612,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,20.064911603927612,166.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,20.314911603927612,167.20999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.47,86.47,86.47,80.74,82.54,82.54
rate-0p25-repeat-2,0.25,20.564911603927612,333.93,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,247.74,82.54,82.54
rate-0p25-repeat-2,0.25,20.814911603927612,232.96,196.27411360277415,218.57557011927355,218.2425687159731,281.4453329751566,86.19,87.20386272633493,87.20386272633493,146.77,131.03870598963817,128.92170739293863
rate-0p25-repeat-2,0.25,21.064911603927612,333.84000000000003,319.262024024667,341.56348054116637,346.51789657025546,402.36367284107985,86.1,94.34878270140008,94.34878270140008,247.74,252.1691138688554,244.76469783976637
rate-0p25-repeat-2,0.25,21.314911603927612,313.25,274.95262883090714,297.25408534740654,300.54570024522513,280.4868122943461,85.78,86.47,86.47,227.47,214.07570024522516,208.33408534740656
rate-0p25-repeat-2,0.25,21.564911603927612,167.47,158.83134100576854,181.13279752226794,179.12429267050214,174.6320309359841,85.86,86.47,86.47,81.61,92.65429267050213,92.21279752226795
rate-0p25-repeat-2,0.25,21.815911531448364,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,22.065911531448364,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,22.315911531448364,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,22.565911531448364,167.11,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,22.815911531448364,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,23.065911531448364,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,23.315911531448364,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,23.565911531448364,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,23.815911531448364,166.87,155.90416442849596,178.20562094499533,175.89840523996662,198.40403686389905,85.86,90.08733385024289,90.08733385024289,81.01,85.81107138972374,85.66828709475247
rate-0p25-repeat-2,0.25,24.065911531448364,319.96000000000004,216.5029535559014,238.80441007240074,238.98730038251853,316.07781556192276,102.28,96.12993727588083,96.12993727588083,217.68,142.8573631066377,140.22447279651996
rate-0p25-repeat-2,0.25,24.315911531448364,333.01,320.5883027134039,342.88975922990323,348.26432154382746,426.7521524096337,86.19,86.47,86.47,246.82,261.79432154382744,253.96975922990333
rate-0p25-repeat-2,0.25,24.565911531448364,331.83,320.62507803039995,342.92653454689935,348.30277539529004,426.81662886014067,86.19,86.47,86.47,245.64,261.83277539529,254.0065345468994
rate-0p25-repeat-2,0.25,24.816911697387695,332.99,320.6618667445326,342.963323261032,348.34124325537414,426.88111147167774,86.1,86.47,86.47,246.89,261.87124325537417,254.04332326103201
rate-0p25-repeat-2,0.25,25.066911697387695,168.39999999999998,320.6986688460653,343.00012536256463,348.379725113899,337.75695802750477,86.19,86.47,86.47,82.21,261.909725113899,254.08012536256473
rate-0p25-repeat-2,0.25,25.60591173171997,168.39999999999998,149.5952729920915,171.8967295085909,169.4666631377907,174.6320309359841,86.19,86.47,86.47,82.21,82.99666313779072,82.97672950859092
rate-0p25-repeat-2,0.25,25.85591173171997,168.07999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.47,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,26.10591173171997,168.07999999999998,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.47,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,26.35591173171997,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,26.60591173171997,167.48000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.47,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,26.85591173171997,167.81,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.47,86.47,86.47,81.34,82.54,82.54
rate-0p25-repeat-2,0.25,27.106911659240723,167.53,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.34,82.54,82.54
rate-0p25-repeat-2,0.25,27.356911659240723,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,27.606911659240723,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,27.856911659240723,167.11,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,28.106911659240723,167.36,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,28.356911659240723,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,28.606911659240723,167.04,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.38,86.47,86.47,80.66,82.54,82.54
rate-0p25-repeat-2,0.25,28.856911659240723,167.12,153.11007025596166,175.41152677246103,173.10458282191166,187.15043248390515,86.19,87.28728575938155,87.28728575938155,80.93,85.8172970625301,85.67424101307951
rate-0p25-repeat-2,0.25,29.106911659240723,328.43,216.73582225894,239.03727877543935,239.24648849541182,307.88018981811,96.99,95.78616924021914,95.78616924021914,231.44,143.4603192551927,140.80110953522026
rate-0p25-repeat-2,0.25,29.357911586761475,334.78999999999996,319.8909720465847,342.19242856308404,347.53516263854806,425.70575545231645,86.1,86.47,86.47,248.69,261.0651626385481,253.27242856308413
rate-0p25-repeat-2,0.25,29.607911586761475,334.19,319.96066045222017,342.2621169687195,347.60803182956704,425.8218032370038,86.1,86.47,86.47,248.09,261.13803182956707,253.3421169687196
rate-0p25-repeat-2,0.25,29.857911586761475,336.24,320.00570899150995,342.30716550800935,347.65513651770993,425.89127787124664,86.1,86.47,86.47,250.14,261.1851365177099,253.3871655080094
rate-0p25-repeat-2,0.25,30.107911586761475,335.38,320.04227036641123,342.3437268829106,347.69336666212644,425.95567187557697,86.1,86.47,86.47,249.28,261.2233666621264,253.42372688291067
rate-0p25-repeat-2,0.25,30.357911586761475,339.03,320.6572888183386,342.958745334838,348.3364563790601,426.0200720548228,86.1,86.47,86.47,252.93,261.8664563790601,254.03874533483804
rate-0p25-repeat-2,0.25,30.607911586761475,337.51,320.1242605562815,342.4257170727809,347.779099127274,426.08447840799863,86.1,86.47,86.47,251.41,261.309099127274,253.50571707278095
rate-0p25-repeat-2,0.25,30.857911586761475,338.1,320.1530500875463,342.4545066040457,347.8092026980754,426.148890934111,86.1,86.47,86.47,252.0,261.3392026980754,253.53450660404576
rate-0p25-repeat-2,0.25,31.107911586761475,336.91999999999996,320.18966569376374,342.49112221026314,347.84748954908605,426.2133096321405,85.78,86.47,86.47,251.14,261.377489549086,253.57112221026318
rate-0p25-repeat-2,0.25,31.357911586761475,339.09000000000003,320.2262948133761,342.5277513298755,347.885790530283,426.2777345010809,86.1,86.47,86.47,252.99,261.41579053028295,253.60775132987555
rate-0p25-repeat-2,0.25,31.607911586761475,339.03,320.262937436546,342.5643939530454,347.9241056313798,426.34216553990825,86.1,86.47,86.47,252.93,261.45410563137983,253.64439395304544
rate-0p25-repeat-2,0.25,31.857911586761475,336.26,320.29959355345574,342.60105006995514,347.96243484211084,321.4788332449476,86.38,86.47,86.47,249.88,261.4924348421108,253.68105006995518
rate-0p25-repeat-2,0.25,32.107911586761475,339.03,317.8579593918524,340.1594159083518,345.40935726058376,179.34813785273644,86.1,86.47,86.47,252.93,258.9393572605838,251.23941590835182
rate-0p25-repeat-2,0.25,32.357911586761475,335.29,263.1769089747672,285.4783654912666,288.232501632657,174.6320309359841,86.01,86.47,86.47,249.28,201.76250163265698,196.55836549126658
rate-0p25-repeat-2,0.25,32.608911752700806,168.97,165.36777893108925,187.66923544758862,185.92153616624432,213.6551239959194,86.1,87.29240123554855,87.29240123554855,82.87,98.62913493069576,97.92683421204009
rate-0p25-repeat-2,0.25,32.858911752700806,337.51,243.46123282006,265.76268933655933,267.1899704489814,339.7146774932072,87.3,95.82463206486645,95.82463206486645,250.21,171.36533838411498,167.48805727169295
rate-0p25-repeat-2,0.25,33.108911752700806,339.63,319.9069984005592,342.2084549170586,347.5519204828187,425.73742480987346,86.38,86.47,86.47,253.25,261.0819204828187,253.28845491705863
rate-0p25-repeat-2,0.25,33.358911752700806,335.38,319.97401678959113,342.2754733060905,347.62199778976264,425.84212807937433,86.1,86.47,86.47,249.28,261.1519977897626,253.35547330609057
rate-0p25-repeat-2,0.25,33.608911752700806,343.88,304.7678554368399,327.06931195333925,331.72178216315206,322.84650312464873,89.43,86.47,86.47,254.45,245.25178216315203,238.1493119533393
rate-0p25-repeat-2,0.25,33.858911752700806,168.97,229.38208442552906,251.68354094202843,252.89518112611532,181.77091665831668,86.19,86.47,86.47,82.78,166.42518112611532,162.76354094202847
rate-0p25-repeat-2,0.25,34.108911752700806,168.97,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,82.78,82.54,82.54
rate-0p25-repeat-2,0.25,34.358911752700806,168.13,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.94,82.54,82.54
rate-0p25-repeat-2,0.25,34.608911752700806,168.04,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.94,82.54,82.54
rate-0p25-repeat-2,0.25,34.858911752700806,168.13,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.94,82.54,82.54
rate-0p25-repeat-2,0.25,35.108911752700806,167.8,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,35.35991168022156,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.59,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,35.60991168022156,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.59,86.47,86.47,81.53,82.54,82.54
rate-0p25-repeat-2,0.25,35.85991168022156,167.39,185.20486988329876,207.50632639979813,206.66929238737583,257.2345815721936,85.78,87.17756113692793,87.17756113692793,81.61,119.49173125044791,117.87876526287022
rate-0p25-repeat-2,0.25,36.10991168022156,338.65,290.1486605703993,312.4501170868986,316.1149463516659,393.9846797398444,85.78,93.48921027648458,93.48921027648458,252.87,222.6257360751813,216.5109068104141
rate-0p25-repeat-2,0.25,36.35991168022156,337.51,319.915651442094,342.2171079585934,347.5609684748159,425.75788603029366,85.78,86.47,86.47,251.73,261.09096847481595,253.29710795859341
rate-0p25-repeat-2,0.25,36.60991168022156,334.8,300.7159280474039,323.0173845639033,327.4849127981072,324.7236837486596,85.78,86.47,86.47,249.02,241.01491279810722,234.09738456390335
rate-0p25-repeat-2,0.25,36.85991168022156,168.64,219.53894232506622,241.8403988415656,242.60276884598318,184.51974771809228,85.86,86.47,86.47,82.78,156.13276884598318,152.92039884156563
rate-0p25-repeat-2,0.25,37.10991168022156,167.8,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.59,86.47,86.47,82.21,82.54,82.54
rate-0p25-repeat-2,0.25,37.35991168022156,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.59,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,37.60991168022156,167.72,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.94,82.54,82.54
rate-0p25-repeat-2,0.25,37.85991168022156,167.37,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.51,86.47,86.47,81.86,82.54,82.54
rate-0p25-repeat-2,0.25,38.10991168022156,338.96999999999997,193.28533853882928,215.58679505532865,215.07992697010937,277.7045105128252,98.52,88.02436442748254,88.02436442748254,240.45,127.05556254262683,125.11243062784614
rate-0p25-repeat-2,0.25,38.36091160774231,338.38,304.0830205778907,326.3844770943901,330.56596715022783,371.6011424894582,85.78,96.10395501819495,96.10395501819495,252.6,234.4620121320329,227.83052207619517
rate-0p25-repeat-2,0.25,38.61091160774231,168.24,248.73044695325126,271.03190346975066,273.12666026644104,249.41389248277525,85.78,86.47,86.47,82.46,186.65666026644107,182.11190346975067
rate-0p25-repeat-2,0.25,38.86091160774231,167.8,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.94,82.54,82.54
rate-0p25-repeat-2,0.25,39.11091160774231,167.72,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.86,82.54,82.54
rate-0p25-repeat-2,0.25,39.36091160774231,167.31,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.53,82.54,82.54
rate-0p25-repeat-2,0.25,39.61091160774231,167.47,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,39.86091160774231,167.8,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.61,82.54,82.54
rate-0p25-repeat-2,0.25,40.11091160774231,167.39,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.53,82.54,82.54
rate-0p25-repeat-2,0.25,40.36091160774231,167.47,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.61,82.54,82.54
