cell,rate,time_s,measured_node_w,role_aware_zero_shot_w,role_aware_idle_calibrated_w,phase_soft_dtw_calibrated_w,colocated_tp2_idle_calibrated_w,measured_prefill_w,predicted_prefill_w,frozen_prefill_w,measured_decode_w,predicted_decode_w,frozen_decode_w
rate-0p25-repeat-2,0.25,0.05791163444519043,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,0.30791163444519043,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,0.5579116344451904,166.71,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,0.8079116344451904,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,1.0579116344451904,167.31,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.53,82.54,82.54
rate-0p25-repeat-2,0.25,1.3089115619659424,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,1.5589115619659424,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,1.8089115619659424,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,2.0589115619659424,167.36,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,2.3089115619659424,166.71,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,2.5589115619659424,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,2.8089115619659424,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,3.0589115619659424,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,3.3089115619659424,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,3.5589115619659424,174.42000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,89.75,86.47,86.47,84.67,82.54,82.54
rate-0p25-repeat-2,0.25,3.8089115619659424,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,4.058911561965942,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.34,82.54,82.54
rate-0p25-repeat-2,0.25,4.308911561965942,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,4.558911561965942,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,4.809911727905273,167.36,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,5.059911727905273,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,5.309911727905273,166.71,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,5.559911727905273,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,5.809911727905273,167.11,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,6.059911727905273,167.04000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,6.309911727905273,167.36,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,6.559911727905273,167.45,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,6.809911727905273,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,7.059911727905273,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,7.309911727905273,167.11,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,7.559911727905273,167.45,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.26,82.54,82.54
rate-0p25-repeat-2,0.25,7.810911655426025,167.03,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.1,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,8.060911655426025,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,8.310911655426025,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,8.560911655426025,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,8.810911655426025,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,9.060911655426025,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,9.310911655426025,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,9.560911655426025,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,9.810911655426025,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,10.060911655426025,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,10.310911655426025,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,10.561911582946777,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,10.811911582946777,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,11.061911582946777,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,11.311911582946777,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,11.561911582946777,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,11.811911582946777,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,12.061911582946777,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,12.311911582946777,166.87,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,12.561911582946777,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,81.34,82.54,82.54
rate-0p25-repeat-2,0.25,12.811911582946777,167.53,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.34,82.54,82.54
rate-0p25-repeat-2,0.25,13.061911582946777,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.78,86.47,86.47,81.34,82.54,82.54
rate-0p25-repeat-2,0.25,13.311911582946777,166.79000000000002,149.1585434835006,171.45999999999998,169.01,174.6320309359841,85.86,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,13.562911748886108,167.12,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.93,82.54,82.54
rate-0p25-repeat-2,0.25,13.812911748886108,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,14.062911748886108,167.2,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,81.01,82.54,82.54
rate-0p25-repeat-2,0.25,14.312911748886108,166.6,149.1585434835006,171.45999999999998,169.01,174.6320309359841,86.19,86.47,86.47,80.41,82.54,82.54
