phase,epoch,train_loss,val_loss,mean_pred_sigma,lr,scheduled_sampling_prob
teacher_forcing,1.0,1.5224037170410156,1.499672532081604,0.9921976354240712,0.001,0.0
teacher_forcing,2.0,1.5011284351348877,1.4802966117858887,1.0046512918942259,0.001,0.0
teacher_forcing,3.0,1.482054352760315,1.462816596031189,1.01610128450977,0.001,0.0
teacher_forcing,4.0,1.4649053812026978,1.4469025135040283,1.02610934426936,0.001,0.0
teacher_forcing,5.0,1.4493522644042969,1.4321770668029785,1.034206633068674,0.001,0.0
teacher_forcing,6.0,1.4350206851959229,1.4182608127593994,1.0400326303849563,0.001,0.0
teacher_forcing,7.0,1.421528935432434,1.4048103094100952,1.04339479302198,0.001,0.0
teacher_forcing,8.0,1.4085288047790527,1.3915410041809082,1.0442811164949104,0.001,0.0
teacher_forcing,9.0,1.3957316875457764,1.3782325983047485,1.0428257411038584,0.001,0.0
teacher_forcing,10.0,1.3829151391983032,1.3647210597991943,1.0392513458441353,0.001,0.0
teacher_forcing,11.0,1.369915246963501,1.3508845567703247,1.0338170405568432,0.001,0.0
teacher_forcing,12.0,1.3566118478775024,1.3366284370422363,1.0267841805716433,0.001,0.0
teacher_forcing,13.0,1.3429136276245117,1.3218735456466675,1.018397604110162,0.001,0.0
teacher_forcing,14.0,1.328745722770691,1.3065464496612549,1.008876105604345,0.001,0.0
teacher_forcing,15.0,1.3140403032302856,1.2905741930007935,0.9984089939633786,0.001,0.0
teacher_forcing,16.0,1.298730731010437,1.2738778591156006,0.9871568949665248,0.001,0.0
teacher_forcing,17.0,1.2827458381652832,1.2563700675964355,0.975253927538314,0.001,0.0
teacher_forcing,18.0,1.2660075426101685,1.2379509210586548,0.9628097448430385,0.001,0.0
teacher_forcing,19.0,1.2484264373779297,1.2185049057006836,0.9499110548441675,0.001,0.0
teacher_forcing,20.0,1.2299000024795532,1.1978992223739624,0.9366228198184211,0.001,0.0
teacher_forcing,21.0,1.2103108167648315,1.1759811639785767,0.9229891132313431,0.001,0.0
teacher_forcing,22.0,1.1895253658294678,1.1525788307189941,0.9090334693265413,0.001,0.0
teacher_forcing,23.0,1.167393684387207,1.127498984336853,0.8947589572786626,0.001,0.0
teacher_forcing,24.0,1.1437503099441528,1.100565791130066,0.880169208978186,0.001,0.0
teacher_forcing,25.0,1.1184508800506592,1.0715999603271484,0.865248022523092,0.001,0.0
teacher_forcing,26.0,1.0913546085357666,1.040420651435852,0.8499536402258896,0.001,0.0
teacher_forcing,27.0,1.0623279809951782,1.0068681240081787,0.8342195255027668,0.001,0.0
teacher_forcing,28.0,1.0312708616256714,0.970853328704834,0.817954606120052,0.001,0.0
teacher_forcing,29.0,0.9981676340103149,0.9324498176574707,0.8010432946347964,0.001,0.0
teacher_forcing,30.0,0.9631822109222412,0.8920765519142151,0.7833474948708241,0.001,0.0
teacher_forcing,31.0,0.9268411993980408,0.8508462905883789,0.7647178692136022,0.001,0.0
teacher_forcing,32.0,0.8903761506080627,0.8111950755119324,0.7450365083734634,0.001,0.0
teacher_forcing,33.0,0.8563256859779358,0.7777502536773682,0.7243753447011407,0.001,0.0
teacher_forcing,34.0,0.8293179869651794,0.7569509148597717,0.7035886996499929,0.001,0.0
teacher_forcing,35.0,0.8154383897781372,0.7496380805969238,0.6853881289369493,0.001,0.0
teacher_forcing,36.0,0.8144006133079529,0.7437997460365295,0.6721501130031476,0.001,0.0
teacher_forcing,37.0,0.8131829500198364,0.7273569107055664,0.663860021269312,0.001,0.0
teacher_forcing,38.0,0.7995540499687195,0.6995291709899902,0.6593607229187249,0.001,0.0
teacher_forcing,39.0,0.7727982401847839,0.6684224605560303,0.6571704797658425,0.001,0.0
teacher_forcing,40.0,0.7411006689071655,0.6431460380554199,0.6556030502417893,0.001,0.0
teacher_forcing,41.0,0.7138505578041077,0.6277132034301758,0.6526177306089848,0.001,0.0
teacher_forcing,42.0,0.6957878470420837,0.6193711757659912,0.6467210624364058,0.001,0.0
teacher_forcing,43.0,0.6852075457572937,0.6119280457496643,0.6373796245111145,0.001,0.0
teacher_forcing,44.0,0.6766486763954163,0.6011800169944763,0.6250723392071221,0.001,0.0
teacher_forcing,45.0,0.6661282777786255,0.584926187992096,0.6102613235023329,0.001,0.0
teacher_forcing,46.0,0.651559591293335,0.5624435544013977,0.5932822432589512,0.001,0.0
teacher_forcing,47.0,0.6323423385620117,0.5344222784042358,0.5743476619183923,0.001,0.0
teacher_forcing,48.0,0.6093220710754395,0.5034564733505249,0.553563532579011,0.001,0.0
teacher_forcing,49.0,0.585247814655304,0.47479796409606934,0.5310361452294835,0.001,0.0
teacher_forcing,50.0,0.5653066635131836,0.45431187748908997,0.5082146389867108,0.001,0.0
teacher_forcing,51.0,0.5539452433586121,0.4370217025279999,0.48755741668622515,0.001,0.0
teacher_forcing,52.0,0.5434731245040894,0.41584908962249756,0.4700348033616062,0.001,0.0
teacher_forcing,53.0,0.5258973240852356,0.39327776432037354,0.4553934216555193,0.001,0.0
teacher_forcing,54.0,0.5034226775169373,0.37862634658813477,0.44224563810089346,0.001,0.0
teacher_forcing,55.0,0.4863658845424652,0.3717113733291626,0.42849899153794796,0.001,0.0
teacher_forcing,56.0,0.477783739566803,0.36327311396598816,0.41401338413498867,0.001,0.0
teacher_forcing,57.0,0.4701204001903534,0.3477218747138977,0.3993218800754249,0.001,0.0
teacher_forcing,58.0,0.45805028080940247,0.32494136691093445,0.38491411622240257,0.001,0.0
teacher_forcing,59.0,0.4412933588027954,0.30037128925323486,0.37136109039957776,0.001,0.0
teacher_forcing,60.0,0.42456692457199097,0.28264278173446655,0.3600957448099576,0.001,0.0
teacher_forcing,61.0,0.41399627923965454,0.2702001929283142,0.3536541473044005,0.001,0.0
teacher_forcing,62.0,0.4029666781425476,0.2565194070339203,0.3514435599325041,0.001,0.0
teacher_forcing,63.0,0.3852381706237793,0.24628455936908722,0.35231285781585614,0.001,0.0
