epoch,train_loss,val_loss,val_acc,val_f1,val_transition_mae,val_autocorr_r2,avg_lr
1,1.8025299310684204,1.8096822500228882,0.17544038805208068,0.06264409115939844,73.2146612949385,0.09119423615482136,5e-06
2,1.8042638301849365,1.8093371391296387,0.17579780444217513,0.0631344572842094,72.7102288567289,0.08512390874166298,1.3000000000000001e-05
3,1.8022242486476898,1.808573842048645,0.1761552208322696,0.06329904508225496,72.05418198786508,0.0889143350690863,2.1000000000000002e-05
4,1.7996672093868256,1.8077809810638428,0.17605310186367118,0.06351885365890857,72.0534894793823,0.08353554020063858,2.9000000000000004e-05
5,1.8006928265094757,1.806518316268921,0.17564462598927752,0.0635867672367416,72.46787677068103,0.08716520695206809,3.7000000000000005e-05
6,1.7971487641334534,1.8051925897598267,0.17472555527189176,0.06306793324466757,73.10925632152936,0.09037736412019381,4.5e-05
7,1.793403446674347,1.8034605979919434,0.1737554250702068,0.0628488590819138,73.81527312861338,0.10269728269202227,5.300000000000001e-05
8,1.7942246794700623,1.8013988733291626,0.1743681388817973,0.06247283015588843,72.71516370710407,0.10066829934048593,6.1e-05
9,1.792861431837082,1.7988519668579102,0.17406178197600206,0.06195245998997615,72.35262785807186,0.09825310261616216,6.9e-05
10,1.7869839668273926,1.7960878610610962,0.17467449578759253,0.06191270994046635,71.83591734380465,0.09651752012490877,7.7e-05
11,1.7897469699382782,1.7934138774871826,0.17426601991319887,0.06230053516977274,72.41834515840843,0.11125109997922034,8.5e-05
12,1.7842278480529785,1.7903915643692017,0.17569568547357672,0.06244087973962634,70.11954758730306,0.1450889875266672,9.300000000000001e-05
13,1.7804387509822845,1.787215232849121,0.17508297166198622,0.06779500011086459,70.65844553332082,0.9447478965768334,0.00010100000000000002
14,1.777799278497696,1.783884048461914,0.17549144753637988,0.06932617989727617,70.33057795714369,0.943178091037737,0.00010900000000000002
15,1.7677869200706482,1.7803881168365479,0.17457237681899412,0.0696898951246362,71.06746352832388,0.9350461455519873,0.000117
16,1.7723109126091003,1.7765097618103027,0.1720704620883329,0.07089249487852912,73.2274212319134,0.9255879618360455,0.000125
17,1.7644286155700684,1.7724689245224,0.1690579525146796,0.0708549114538033,75.17955303849352,0.9204360619975513,0.000133
18,1.7616198062896729,1.7677838802337646,0.16849629818738832,0.07064210105848327,75.00052649072721,0.9115514164691516,0.000141
19,1.7565414607524872,1.7630352973937988,0.224968087822313,0.09485291384494782,71.96558389908,0.9160340943351979,0.000149
20,1.7521205246448517,1.7584336996078491,0.22287464896604545,0.09471412596479695,72.75269611111271,0.9126824421383546,0.00015700000000000002
21,1.7463166117668152,1.754011869430542,0.31988766913454175,0.12772735575902758,76.94862129612042,0.9268935702073724,0.000165
22,1.7460914850234985,1.7489290237426758,0.3148327801889201,0.12529088326223145,80.17638413346619,0.9186738366756362,0.000173
23,1.7309470474720001,1.7430059909820557,0.30972683175899923,0.12327937634552412,83.48693933731244,0.9054267221959441,0.000181
24,1.726728081703186,1.7362680435180664,0.31064590247638496,0.12395701124595872,80.83681183165002,0.9009816440016123,0.000189
25,1.7198054790496826,1.729458212852478,0.3005871840694409,0.11974012165884866,88.86983649943228,0.8944701108779526,0.000197
26,1.7132732272148132,1.7217872142791748,0.30155731427112586,0.12012009083510182,86.85237943531959,0.8920768163320637,0.0001999995215573364
27,1.7027365267276764,1.7139698266983032,0.29920857799336226,0.11938733220908587,88.9064629992188,0.8778078438652801,0.00019999569404480433
28,1.7027928233146667,1.7058302164077759,0.2995659943834567,0.13240036544880576,88.27070828713126,0.8465600134310818,0.00019998749239667364
29,1.6960735619068146,1.6959506273269653,0.2999744702578504,0.13279060854712524,87.7891339076318,0.8400718545373981,0.00019997491697171094
30,1.6894800066947937,1.6868672370910645,0.29558335460811846,0.13230110840753084,92.65691874011262,0.8381698421269281,0.00019995796832000606
31,1.680549532175064,1.6779985427856445,0.3007914220066377,0.2004295678729154,88.12416336981416,0.7244723914539066,0.00019993664718294803
32,1.6707826554775238,1.6696255207061768,0.47526167985703344,0.24096863031004478,98.29467615018447,0.8355510327769269,0.0001999109544931923
33,1.6615485548973083,1.6606862545013428,0.4762318100587184,0.2419020156327735,99.193837386036,0.8662880850237661,0.00019988089137462048
34,1.6523675918579102,1.6490484476089478,0.8643349502170028,0.3054560669546084,92.75617537030234,0.4508769585725697,0.00019984645914229067
35,1.6442371904850006,1.637398362159729,0.8694408986469236,0.30730019980417783,91.85683593500924,0.5886021100598231,0.00019980765930238033
36,1.6350255608558655,1.623916745185852,0.8772019402604033,0.311544177238863,86.92359731105081,0.6542833256538836,0.00019976449355212013
37,1.613057404756546,1.6094613075256348,0.8874648966045443,0.3185047933019798,79.41744561245169,0.7004897358150489,0.00019971696377971983
38,1.5973053574562073,1.595211148262024,0.8846566249680878,0.31730050819458583,82.24403353586986,0.7288633721158531,0.00019966507206428563
39,1.604623168706894,1.5791893005371094,0.8860862905284657,0.31828548685063535,82.41490585062817,0.7544688067163605,0.00019960882067572924
40,1.5920127034187317,1.5624686479568481,0.8862394689813633,0.3191631135919692,83.60245075406812,0.7669153073800162,0.00019954821207466872
41,1.5718097984790802,1.5450234413146973,0.885933112075568,0.319088487043719,84.89488027522445,0.782173727751226,0.00019948324891232052
42,1.5654748678207397,1.5257571935653687,0.8850140413581823,0.3193366864461189,88.23743907306834,0.7983243747930023,0.00019941393403038392
43,1.521370381116867,1.5040074586868286,0.8817462343630329,0.3202456928182753,91.89487544556155,0.8117835070708547,0.00019934027046091633
44,1.528580754995346,1.4758594036102295,0.8870053612458514,0.32463832859897074,89.11129644646691,0.8306372770603527,0.0001992622614262009
45,1.4920676052570343,1.4469040632247925,0.8904774061781976,0.3277086546077636,88.8222266535476,0.8568436711592802,0.00019917991033860556
46,1.4720858037471771,1.4125396013259888,0.8946642838907327,0.3307727680148769,87.97170438495971,0.8675332056365931,0.0001990932208004337
47,1.4773457646369934,1.38035249710083,0.9027827418943069,0.33583151055970023,85.49161285301919,0.8990013091947718,0.0001990021966037665
48,1.4569037854671478,1.359670877456665,0.9151391370947154,0.33687869606424986,76.54651571339282,0.9290772888084338,0.00019890684173029717
49,1.45331272482872,1.3409998416900635,0.9241766658156753,0.33005421806133406,68.59821462317461,0.9366832310816584,0.00019880716035115684
50,1.4386830627918243,1.3245441913604736,0.9277508297166198,0.3318227251079167,63.579946929496835,0.936811374664471,0.00019870315682673194
51,1.4305259883403778,1.3086105585098267,0.9296400306356906,0.33163478208031544,59.32928408546194,0.9258737250378954,0.00019859483570647355
52,1.3943879306316376,1.2981266975402832,0.9303038039315803,0.3328695448116641,55.737146942285314,0.9365433264518468,0.0001984822017286984
53,1.3965440094470978,1.2874327898025513,0.9308143987745724,0.33262957030171547,53.397135729178466,0.9440628970207352,0.00019836525982038153
54,1.394064486026764,1.2743357419967651,0.9317334694919581,0.3317831484459927,51.7623454537083,0.9466351503678009,0.00019824401509694088
55,1.384781390428543,1.2688997983932495,0.9322951238192494,0.33225637188891693,51.40204749205488,0.9353246469034534,0.0001981184728620134
56,1.3719606399536133,1.269195556640625,0.933163135052336,0.3344007683448051,51.28407299128118,0.946818246543829,0.00019798863860722316
57,1.374586433172226,1.2779816389083862,0.933163135052336,0.3348791629568171,52.74813875872412,0.9465977449866337,0.0001978545180119411
58,1.3514541685581207,1.287115216255188,0.9302527444472811,0.33371380594190203,54.61328644045767,0.9487351025713212,0.00019771611694303651
59,1.3373477458953857,1.2935352325439453,0.9283635435282104,0.3350459444421812,57.13291378619717,0.9394613059660049,0.0001975734414546205
60,1.3281135261058807,1.2996469736099243,0.9261679857033444,0.337040053457909,57.593513986928635,0.9167029589881015,0.00019742649778778116
61,1.3067297041416168,1.3046237230300903,0.9242787847842737,0.33741015955875636,57.06760039637921,0.8946217469649677,0.00019727529237031048
62,1.2902381718158722,1.3057805299758911,0.9255552718917539,0.34257129123726915,54.333263741847,0.8472369838738394,0.00019711983181642333
63,1.2877775430679321,1.3020215034484863,0.9261679857033444,0.3422869310489059,52.08292744453555,0.7878067523044914,0.00019696012292646784
64,1.2783778011798859,1.2951282262802124,0.9243298442685729,0.33886908681068983,51.00444270298798,0.6749258910894551,0.00019679617268662832
65,1.2402982711791992,1.2878526449203491,0.9199897881031401,0.33614765732938734,47.14022834466915,0.46056691563324414,0.00019662798826861942
66,1.2396833300590515,1.2666412591934204,0.9088077610416134,0.337914540748326,45.0161786229727,0.3234737545875749,0.00019645557702937234
67,1.2333842813968658,1.2611247301101685,0.8916517743170794,0.3431755643887879,44.74700134514521,0.1913478978336257,0.00019627894651071327
68,1.2167827785015106,1.2607516050338745,0.8502425325504213,0.3369067859236489,44.29361299382691,0.032768011671372776,0.00019609810443903326
69,1.2086037695407867,1.3546165227890015,0.5319377074291549,0.2823840826120115,44.564801241736234,0.1194744137311613,0.00019591305872495045
70,1.205182671546936,1.3636733293533325,0.5290273168241001,0.28437319976074854,43.93453265290516,0.16918315545258966,0.00019572381746296374
71,1.1941214203834534,1.3632874488830566,0.5284146030125095,0.2865209114132036,43.35186978911555,0.39091003447441863,0.00019553038893109907
72,1.1997377574443817,1.3651046752929688,0.5294357926984937,0.2877218081709136,43.486546730236576,0.5623946538368527,0.000195332781590547
73,1.19017693400383,1.3612267971038818,0.5278529486852183,0.28758004090614087,43.32683903144281,0.7203961931477749,0.00019513100408529273
74,1.1924977898597717,1.3612325191497803,0.5261169262190452,0.28722913717054543,43.49094830922658,0.7895374616817539,0.00019492506524173813
