tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
8,64,True,5e-05,42,1.3803068697452545,1.388427495956421,0.45745428973277075,0.40738052466111135,0.3515542621393906,0.07167673064854244,0.35292310470562627,500,402.4952882729072,0.8382519604051518,0.45745428973277075,0.08011869387762946
