tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
2,64,True,0.0002,42,1.135401114821434,1.230656623840332,0.6103886168910648,0.32803703508986665,0.33043802684991946,500,104.89124179816456,0.0
