tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
8,64,True,5e-05,42,1.2726349830627441,1.4418970346450806,0.38998097653772984,0.4638572241016439,0.32985694384322595,0.08366596925065876,0.33198289107898016,500,319.9840242005345,0.7643673388300367,0.38998097653772984,0.04274809112742615
