2025-10-20 01:42:13,685 INFO    MainThread:84882 [wandb_init.py:setup_run_log_directory():705] Logging user logs to /home/azureuser/powertrace-sim/wandb/run-20251020_014213-2tcguvs6/logs/debug.log
2025-10-20 01:42:13,686 INFO    MainThread:84882 [wandb_init.py:setup_run_log_directory():706] Logging internal logs to /home/azureuser/powertrace-sim/wandb/run-20251020_014213-2tcguvs6/logs/debug-internal.log
2025-10-20 01:42:13,686 INFO    MainThread:84882 [wandb_init.py:init():832] calling init triggers
2025-10-20 01:42:13,686 INFO    MainThread:84882 [wandb_init.py:init():837] wandb.init called with sweep_config: {}
config: {'tp': 1, 'hidden_size': 256, 'num_epochs': 1000, 'lr': 0.001, 'scheduler': 'cosine', 'seed': 42, 'bidirectional': False, '_wandb': {}}
2025-10-20 01:42:13,686 INFO    MainThread:84882 [wandb_init.py:init():880] starting backend
2025-10-20 01:42:13,686 INFO    MainThread:84882 [wandb_init.py:init():883] sending inform_init request
2025-10-20 01:42:13,686 INFO    MainThread:84882 [wandb_init.py:init():891] backend started and connected
2025-10-20 01:42:13,689 INFO    MainThread:84882 [wandb_init.py:init():961] updated telemetry
2025-10-20 01:42:13,718 INFO    MainThread:84882 [wandb_init.py:init():985] communicating run to backend with 90.0 second timeout
2025-10-20 01:42:14,105 INFO    MainThread:84882 [wandb_init.py:init():1036] starting run threads in backend
2025-10-20 01:42:14,216 INFO    MainThread:84882 [wandb_run.py:_console_start():2509] atexit reg
2025-10-20 01:42:14,216 INFO    MainThread:84882 [wandb_run.py:_redirect():2357] redirect: wrap_raw
2025-10-20 01:42:14,216 INFO    MainThread:84882 [wandb_run.py:_redirect():2426] Wrapping output streams.
2025-10-20 01:42:14,216 INFO    MainThread:84882 [wandb_run.py:_redirect():2449] Redirects installed.
2025-10-20 01:42:14,217 INFO    MainThread:84882 [wandb_init.py:init():1076] run started, returning control to user process
