timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/18 16:16:41.521,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.68,1410,1593,0,0,74085,40
2026/07/18 16:16:41.771,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,498.82,1410,1593,52,15,74085,52
2026/07/18 16:16:42.021,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,500.94,1410,1593,80,23,74313,54
2026/07/18 16:16:42.271,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,283.19,1410,1593,75,22,74313,49
2026/07/18 16:16:42.521,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,288.35,1410,1593,95,78,74313,47
2026/07/18 16:16:42.771,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,288.35,1410,1593,95,78,74313,46
2026/07/18 16:16:43.021,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,284.71,1410,1593,95,74,74313,47
2026/07/18 16:16:43.271,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,319.64,1410,1593,96,54,74313,48
2026/07/18 16:16:43.521,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,281.06,1410,1593,94,75,74697,47
2026/07/18 16:16:43.771,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,490.32,1395,1593,96,53,74697,57
2026/07/18 16:16:44.021,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,500.94,1395,1593,100,25,74697,60
2026/07/18 16:16:44.271,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,487.09,1395,1593,99,21,74697,61
2026/07/18 16:16:44.522,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,522.23,1395,1593,100,20,74697,63
2026/07/18 16:16:44.772,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,298.68,1410,1593,99,37,74697,53
2026/07/18 16:16:45.022,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,493.46,1395,1593,95,71,74697,56
2026/07/18 16:16:45.272,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,492.53,1395,1593,96,53,74697,61
2026/07/18 16:16:45.522,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,503.39,1380,1593,100,25,74697,63
2026/07/18 16:16:45.772,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,510.10,1395,1593,99,21,74697,64
2026/07/18 16:16:46.022,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,487.92,1395,1593,100,19,74697,64
2026/07/18 16:16:46.272,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,505.59,1395,1593,100,18,74697,65
2026/07/18 16:16:46.522,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,491.93,1395,1593,99,23,74697,64
2026/07/18 16:16:46.772,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,487.42,1380,1593,100,24,74697,64
2026/07/18 16:16:47.022,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,489.81,1380,1593,100,24,74697,64
2026/07/18 16:16:47.272,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,511.88,1395,1593,99,28,74697,65
2026/07/18 16:16:47.522,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,330.27,1410,1593,97,64,74697,57
