tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_balanced_acc,final_val_f1,final_val_ece,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2,final_tolerance_power_acc,final_boundary_f1
4,64,True,5e-05,42,1.3024320006370544,1.6649291515350342,0.4297717184527584,0.4026408482596893,0.33969300830942273,0.1232578436984015,0.3526271846488887,500,198.53958459086283,0.9450562983803441,0.4297717184527584,0.14246068405277604
