timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/20 13:12:58.209,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.95,1410,1593,0,0,73877,35
2026/07/20 13:12:58.459,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:12:58.709,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:12:58.960,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.68,1410,1593,0,0,73877,35
2026/07/20 13:12:59.210,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.68,1410,1593,0,0,73877,35
2026/07/20 13:12:59.460,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.68,1410,1593,0,0,73877,35
2026/07/20 13:12:59.710,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:12:59.960,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:00.210,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:00.460,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:00.710,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:00.960,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,92.07,1410,1593,0,0,73877,35
2026/07/20 13:13:01.210,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:01.460,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.44,1410,1593,0,0,73877,35
2026/07/20 13:13:01.710,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:01.961,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:02.211,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:02.461,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:02.711,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:02.961,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.44,1410,1593,0,0,73877,35
2026/07/20 13:13:03.211,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:03.461,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:03.711,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.44,1410,1593,0,0,73877,35
2026/07/20 13:13:03.961,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:04.211,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:04.461,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:04.712,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.68,1410,1593,0,0,73877,35
2026/07/20 13:13:04.962,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,73877,35
2026/07/20 13:13:05.212,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:05.462,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,73877,35
2026/07/20 13:13:05.712,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:05.962,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:06.212,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:06.462,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:06.712,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:06.962,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.67,1410,1593,0,0,73877,35
2026/07/20 13:13:07.212,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:07.463,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:07.713,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:07.963,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,73877,35
2026/07/20 13:13:08.213,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:08.463,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:08.713,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:08.963,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,73877,35
2026/07/20 13:13:09.213,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:09.463,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,73877,35
2026/07/20 13:13:09.713,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:09.963,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:10.214,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:10.464,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:10.714,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:10.964,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:11.214,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:11.464,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,73877,35
2026/07/20 13:13:11.714,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:11.964,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
2026/07/20 13:13:12.214,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.67,1410,1593,0,0,73877,35
2026/07/20 13:13:12.464,0,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,73877,35
