timestamp,index,uuid,power.draw [W],clocks.sm [MHz],clocks.mem [MHz],utilization.gpu [%],utilization.memory [%],memory.used [MiB],temperature.gpu
2026/07/18 16:00:13.244,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:13.244,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:13.494,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:13.494,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.36,1410,1593,0,0,75277,35
2026/07/18 16:00:13.745,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:13.745,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:13.995,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:13.995,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,75277,35
2026/07/18 16:00:14.245,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:14.245,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:14.495,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:14.495,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,75277,35
2026/07/18 16:00:14.745,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:14.745,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:14.995,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:14.995,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:15.245,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:15.245,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:15.495,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:15.495,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,75277,35
2026/07/18 16:00:15.745,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:15.745,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:15.995,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:15.995,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:16.245,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,90.44,1410,1593,0,0,75277,36
2026/07/18 16:00:16.245,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,86.97,1410,1593,0,0,75277,35
2026/07/18 16:00:16.495,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:16.495,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,75277,35
2026/07/18 16:00:16.745,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:16.745,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:16.996,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:16.996,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:17.246,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:17.246,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:17.496,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:17.496,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:17.746,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:17.746,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:17.996,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:17.996,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:18.246,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:18.246,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,75277,35
2026/07/18 16:00:18.496,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:18.496,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:18.746,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:18.746,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:18.996,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:18.996,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,75277,35
2026/07/18 16:00:19.246,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:19.246,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.17,1410,1593,0,0,75277,35
2026/07/18 16:00:19.496,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:19.496,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,85.08,1410,1593,0,0,75277,35
2026/07/18 16:00:19.746,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:19.746,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:19.997,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:19.997,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:20.247,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:20.247,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:20.497,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
2026/07/18 16:00:20.497,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.84,1410,1593,0,0,75277,35
2026/07/18 16:00:20.747,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.72,1410,1593,0,0,75277,36
2026/07/18 16:00:20.747,1,GPU-e2681f6e-8d94-2d66-484f-43ea602335f9,84.75,1410,1593,0,0,75277,35
2026/07/18 16:00:20.997,0,GPU-c5d32af0-0857-3b36-6541-1a688a9ec165,87.39,1410,1593,0,0,75277,36
