tp,hidden_size,bidirectional,learning_rate,seed,final_train_loss,final_val_loss,final_val_acc,final_val_f1,best_val_f1,num_epochs,final_transition_mae,final_autocorr_r2
1,64,True,0.0002,42,1.4582878947257996,1.6306877136230469,0.6930814398774572,0.3863321148695349,0.4222399964165899,500,29.632064231814134,0.0
