run_id,model,hardware,family,tp,rate,role,surface_supported,interpolated_power_bins,seconds,energy_error_pct,rmse_w_per_gpu,nrmse_range,ks_agreement,acf_r2
328,llama-3-70b,A100,dense-70b,8,0.25,train,True,22,584,6.604651690512489,24.1428488299782,0.11850668677530418,0.46404109589041087,0.9914231964540845
329,llama-3-70b,A100,dense-70b,8,0.25,train,True,30,584,7.321772830973847,25.669099414391574,0.1384611670530501,0.4452054794520548,0.9912711520982945
330,llama-3-70b,A100,dense-70b,8,0.5,heldout_rate,True,22,606,0.5426813029820973,14.282837221296353,0.05904003956424786,0.4521452145214522,0.9826373050282448
331,llama-3-70b,A100,dense-70b,8,0.5,heldout_rate,True,15,606,4.649923417410504,17.127708097896296,0.07550651059853956,0.20297029702970304,0.9825144775636878
332,llama-3-70b,A100,dense-70b,8,0.5,heldout_rate,True,18,606,5.457681859565385,18.544507483570218,0.09960475939471579,0.16171617161716167,0.9906794080656123
333,llama-3-70b,A100,dense-70b,8,1.0,train,True,16,614,0.03963190492927813,8.932024642450015,0.0425565021169799,0.7198697068403909,0.8335150242856684
334,llama-3-70b,A100,dense-70b,8,1.0,train,True,17,614,5.118833654590389,15.174843059255275,0.07217362542395257,0.08631921824104238,0.7875695874088767
335,llama-3-70b,A100,dense-70b,8,1.0,train,True,9,621,6.108382848508365,17.273771990404686,0.09503599412222946,0.024154589371980673,0.8041882491045547
336,llama-3-70b,A100,dense-70b,8,2.0,heldout_rate,True,13,616,1.5024403677118507,10.389404952046139,0.051647790374746747,0.3977272727272727,-3.774013164714508
337,llama-3-70b,A100,dense-70b,8,2.0,heldout_rate,True,13,616,6.78457682650655,18.71046567279819,0.12241464014392404,0.12175324675324672,-8.198766739305553
338,llama-3-70b,A100,dense-70b,8,2.0,heldout_rate,True,15,616,8.8578652790237,22.279445886767,0.16359316120085243,0.004870129870129913,0.5829308873457272
339,llama-3-70b,A100,dense-70b,8,4.0,train,True,16,634,2.9064086493599275,14.11659248668275,0.17996245610756467,0.4069400630914827,-49.70226571192861
340,llama-3-70b,A100,dense-70b,8,4.0,train,True,14,634,7.999796166144476,22.97399688050245,0.35219648563082306,0.21608832807570977,-44.07488577787591
341,llama-3-70b,A100,dense-70b,8,4.0,train,True,11,634,8.146884496325471,23.36532332314285,0.3536951599101962,0.21608832807570977,-41.962805030096256
342,llama-3-70b,H100,dense-70b,4,0.125,train,True,19,607,0.9473078136445218,8.00251930999233,0.022986621502578342,0.4299835255354201,0.9994650847916909
343,llama-3-70b,H100,dense-70b,4,0.125,train,True,18,607,0.9715771277100347,7.574849222394618,0.021941894021133702,0.4398682042833608,0.9992236838158317
344,llama-3-70b,H100,dense-70b,4,0.125,train,True,17,607,3.6104720421660494,14.505030390951571,0.04184080520218586,0.4233937397034596,0.9981141799478613
345,llama-3-70b,H100,dense-70b,4,0.25,heldout_rate,True,15,584,0.08304541730967824,10.678142255348735,0.030283527823325856,0.7482876712328768,0.9991118997702801
346,llama-3-70b,H100,dense-70b,4,0.25,heldout_rate,True,17,584,0.0035906330657718283,10.587636805714522,0.029873293883360207,0.7534246575342466,0.9989869337838586
347,llama-3-70b,H100,dense-70b,4,0.25,heldout_rate,True,16,584,3.938900509260506,18.252180522383362,0.0521073083113955,0.672945205479452,0.9973801655434986
348,llama-3-70b,H100,dense-70b,4,0.5,train,True,11,606,1.4645708273568805,11.287526756758513,0.03136698382817597,0.599009900990099,0.9972168310474805
349,llama-3-70b,H100,dense-70b,4,0.5,train,True,11,606,1.4304788798082684,13.393953724806396,0.037123188838077754,0.6023102310231023,0.9964219290674355
350,llama-3-70b,H100,dense-70b,4,0.5,train,True,13,607,4.487224444232386,22.551141014576075,0.062160744277506834,0.3640856672158155,0.9953866694493029
351,llama-3-70b,H100,dense-70b,4,1.0,heldout_rate,True,9,620,2.16501198076344,12.557678161860427,0.03432360809421711,0.4403225806451613,0.981793296829316
352,llama-3-70b,H100,dense-70b,4,1.0,heldout_rate,True,14,620,2.0698148630408304,12.609054716507117,0.03449927758543611,0.4532258064516129,0.9789390410479841
353,llama-3-70b,H100,dense-70b,4,1.0,heldout_rate,True,12,621,4.456313816745885,22.187229535645134,0.06008189390090616,0.19645732689210949,0.9846462699230192
354,llama-3-70b,H100,dense-70b,4,2.0,train,True,9,615,1.9539248545835666,12.592749208214432,0.03438827315017014,0.5658536585365853,0.9243913246335981
355,llama-3-70b,H100,dense-70b,4,2.0,train,True,9,615,2.719298045027206,14.461063403074391,0.040042471812454836,0.4536585365853659,0.9762222062406682
356,llama-3-70b,H100,dense-70b,4,2.0,train,True,10,615,4.094926144504558,21.43067096234057,0.05674481114297765,0.2829268292682926,0.946992370257148
357,llama-3-70b,H100,dense-70b,4,4.0,heldout_rate,True,12,632,1.7901041283429122,10.441790964758047,0.11975217575271437,0.685126582278481,0.7183024795759372
358,llama-3-70b,H100,dense-70b,4,4.0,heldout_rate,True,11,633,4.2098914162250445,22.06635193882964,0.22671977127857312,0.3601895734597156,0.7336291557757746
359,llama-3-70b,H100,dense-70b,4,4.0,heldout_rate,True,10,633,3.847981060781927,20.209335345671803,0.20913600854445058,0.40442338072669815,0.8194035975623383
360,llama-3-70b,H100,dense-70b,8,0.125,heldout_rate,True,16,607,2.15149038955004,9.433165919459482,0.036070102479310175,0.42174629324546953,0.9996123977987005
361,llama-3-70b,H100,dense-70b,8,0.125,heldout_rate,True,26,607,2.430148025645703,10.067239371347815,0.038406254158694426,0.4909390444810544,0.9994157477712798
362,llama-3-70b,H100,dense-70b,8,0.125,heldout_rate,True,18,607,2.9495986681536244,10.770463993627843,0.04156970595815101,0.3937397034596376,0.9993457022940947
363,llama-3-70b,H100,dense-70b,8,0.25,train,True,12,583,2.66587229207992,12.598256989529746,0.04854533194271415,0.7066895368782161,0.9994987231850587
364,llama-3-70b,H100,dense-70b,8,0.25,train,True,13,583,2.964416606644861,12.530450832278921,0.048255114541953206,0.6998284734133791,0.9996764219806855
365,llama-3-70b,H100,dense-70b,8,0.25,train,True,16,583,3.714555151629697,14.308265351275617,0.055434556512257684,0.692967409948542,0.9991166956381821
366,llama-3-70b,H100,dense-70b,8,0.5,heldout_rate,True,15,606,2.6037395298760844,12.951367845778805,0.048143832056284246,0.45709570957095713,0.9981760429922466
367,llama-3-70b,H100,dense-70b,8,0.5,heldout_rate,True,14,605,3.4488821501440343,15.412874998206794,0.059425280424908786,0.43471074380165287,0.9992734446608834
368,llama-3-70b,H100,dense-70b,8,0.5,heldout_rate,True,14,605,3.6529328719878653,15.846974170512272,0.061228261109719455,0.431404958677686,0.9984240650994838
369,llama-3-70b,H100,dense-70b,8,1.0,train,True,12,616,2.6123056705196017,12.545746513373576,0.046244460927455086,0.2451298701298701,0.9940395728634493
370,llama-3-70b,H100,dense-70b,8,1.0,train,True,11,616,2.8251211719804883,12.347037788089679,0.04554936457904783,0.237012987012987,0.9974287607795459
371,llama-3-70b,H100,dense-70b,8,1.0,train,True,14,616,3.579432822175127,15.270221208393998,0.05923892452415287,0.16233766233766234,0.9954052077896898
372,llama-3-70b,H100,dense-70b,8,2.0,heldout_rate,True,12,613,2.954643314945684,13.653430952177558,0.05114470624582155,0.2740619902120718,0.9730874085555348
373,llama-3-70b,H100,dense-70b,8,2.0,heldout_rate,True,10,613,3.7542861470978033,15.95392366649525,0.060197167670827716,0.18433931484502442,0.9746630659280464
374,llama-3-70b,H100,dense-70b,8,2.0,heldout_rate,True,10,613,3.594080170402148,15.46754337374901,0.057427043165296794,0.19249592169657426,0.9728985586150208
375,llama-3-70b,H100,dense-70b,8,4.0,train,True,12,628,5.197350287729535,22.32871017509881,0.4048907053828073,0.19904458598726116,-28.497540263657736
376,llama-3-70b,H100,dense-70b,8,4.0,train,True,11,628,6.374932917190811,26.039727388239914,0.5108426935412378,0.13375796178343946,-30.879703378518617
377,llama-3-70b,H100,dense-70b,8,4.0,train,True,9,628,6.280424421240304,25.687269854230507,0.36208896162147014,0.13375796178343946,-18.92871512869619
378,llama-3-8b,H100,dense-8b,1,0.125,heldout_rate,True,22,608,2.997083497315946,9.780060531581244,0.029973866602044104,0.32565789473684215,0.9983425571770488
379,llama-3-8b,H100,dense-8b,1,0.125,heldout_rate,True,23,608,0.2502733933523196,8.307201215384138,0.02524697402388516,0.399671052631579,0.9983727629003757
380,llama-3-8b,H100,dense-8b,1,0.125,heldout_rate,True,23,608,0.16046046340331904,7.105369979453497,0.02138609593731529,0.45065789473684215,0.998873952905196
381,llama-3-8b,H100,dense-8b,1,0.25,train,True,22,583,2.1466872737834115,12.621092401845841,0.037499717444909014,0.5677530017152659,0.9988785254978599
382,llama-3-8b,H100,dense-8b,1,0.25,train,True,16,583,0.023199739608707484,9.466344466359587,0.027584799091883983,0.6878216123499142,0.9989580920971607
383,llama-3-8b,H100,dense-8b,1,0.25,train,True,18,583,0.09996450154387862,9.478046204778277,0.02759457370923138,0.7667238421955402,0.9990835170877498
384,llama-3-8b,H100,dense-8b,1,0.5,heldout_rate,True,11,605,1.70239609348245,11.359307513593297,0.03369889422795091,0.7636363636363637,0.9981842005011756
385,llama-3-8b,H100,dense-8b,1,0.5,heldout_rate,True,17,605,0.3699597842813116,10.538017279418348,0.030898519375809636,0.8677685950413223,0.9982736003680451
386,llama-3-8b,H100,dense-8b,1,0.5,heldout_rate,True,16,605,0.5703530909510548,12.248665109653073,0.03616269112117457,0.8578512396694215,0.9976213476432926
387,llama-3-8b,H100,dense-8b,1,1.0,train,True,12,612,0.9008258924281469,11.657131887204136,0.033316800077750994,0.6813725490196079,0.9968095599573674
388,llama-3-8b,H100,dense-8b,1,1.0,train,True,12,612,1.0159324333565944,12.090986955594808,0.03475595051661056,0.7908496732026143,0.9967134454560519
389,llama-3-8b,H100,dense-8b,1,1.0,train,True,15,612,0.9660888762505461,11.215699760402975,0.03164153983094892,0.7990196078431372,0.9971396668518755
390,llama-3-8b,H100,dense-8b,1,2.0,heldout_rate,True,14,610,2.181484199321913,13.86099328753958,0.038924440571579726,0.5950819672131147,0.9914201566375112
391,llama-3-8b,H100,dense-8b,1,2.0,heldout_rate,True,12,610,1.6474439428494305,12.033383490921983,0.034019757266524696,0.6475409836065573,0.9904431428849421
392,llama-3-8b,H100,dense-8b,1,2.0,heldout_rate,True,11,610,1.5197487932873308,12.497714898181753,0.0354123169505319,0.6688524590163935,0.9885123461565029
393,llama-3-8b,H100,dense-8b,1,4.0,train,True,13,624,3.4563881347942793,17.83054450078,0.05984910464304754,0.33974358974358965,0.8389388391215652
394,llama-3-8b,H100,dense-8b,1,4.0,train,True,16,624,3.605387097042699,18.610483874799463,0.061078056694451606,0.33012820512820507,0.8232649293237438
395,llama-3-8b,H100,dense-8b,1,4.0,train,True,8,624,3.575558353032093,18.3266837617987,0.062424305814544924,0.32852564102564097,0.8478317895444386
396,llama-3-8b,H100,dense-8b,2,0.125,train,True,19,607,0.0026145634325089777,7.0782276024883,0.02454734732959346,0.28500823723228996,0.9984592349811866
397,llama-3-8b,H100,dense-8b,2,0.125,train,True,14,607,0.0321797679841629,6.465952985849453,0.022268362185006562,0.28830313014827014,0.9991273409405762
398,llama-3-8b,H100,dense-8b,2,0.125,train,True,19,607,0.18577248093725457,7.227693724653321,0.02480940766969719,0.30642504118616143,0.9988531371124514
399,llama-3-8b,H100,dense-8b,2,0.25,heldout_rate,True,22,583,0.8763488440467768,9.972919702033817,0.03439782947373719,0.5385934819897085,0.9972753202409661
400,llama-3-8b,H100,dense-8b,2,0.25,heldout_rate,True,19,583,1.1117724397132482,11.602632791925195,0.03961463972318775,0.5471698113207547,0.9981014595904406
401,llama-3-8b,H100,dense-8b,2,0.25,heldout_rate,True,16,583,0.9871442871604661,10.921494828346123,0.03760942458343823,0.5403087478559176,0.9966434066904789
402,llama-3-8b,H100,dense-8b,2,0.5,train,True,17,604,1.7279348218500286,10.384623497369631,0.03593590648840379,0.8278145695364238,0.9979339809891827
403,llama-3-8b,H100,dense-8b,2,0.5,train,True,17,604,1.689209756510538,11.649690185020473,0.04036744074888074,0.8096026490066225,0.9981312775100025
404,llama-3-8b,H100,dense-8b,2,0.5,train,True,21,604,1.6421944731649478,11.00665061369754,0.038097160408769155,0.8509933774834437,0.9980345627121918
405,llama-3-8b,H100,dense-8b,2,1.0,heldout_rate,True,14,611,2.0542712421086655,12.539133100962626,0.04420733085415273,0.8117839607201309,0.9954527662489417
406,llama-3-8b,H100,dense-8b,2,1.0,heldout_rate,True,11,611,1.809884003713946,11.418826598318764,0.03916911975617538,0.8117839607201309,0.9962870332855388
407,llama-3-8b,H100,dense-8b,2,1.0,heldout_rate,True,11,611,2.052006607869324,12.297319936252482,0.04253067696013156,0.7986906710310965,0.996613634931532
408,llama-3-8b,H100,dense-8b,2,2.0,train,True,17,609,1.4801035543634506,10.649497614828935,0.0369520818703455,0.689655172413793,0.9900748660542545
409,llama-3-8b,H100,dense-8b,2,2.0,train,True,16,609,1.6115301834779698,10.139053573919693,0.035254930409936484,0.6798029556650246,0.993097473880881
410,llama-3-8b,H100,dense-8b,2,2.0,train,True,14,609,1.5194858618576994,10.284370437470193,0.036196242232162536,0.6912972085385878,0.9906992166372556
411,llama-3-8b,H100,dense-8b,2,4.0,heldout_rate,True,12,622,1.5527782265794403,9.337465190603824,0.035151983023849,0.4983922829581994,0.8528213582862915
412,llama-3-8b,H100,dense-8b,2,4.0,heldout_rate,True,12,622,1.5199126949617567,9.68380480893491,0.036174093421497466,0.49678456591639875,0.8571910575735722
413,llama-3-8b,H100,dense-8b,2,4.0,heldout_rate,True,14,622,1.4670842370614177,9.200282486549172,0.034790088859663684,0.5144694533762058,0.8783043088571899
414,llama-3-8b,H100,dense-8b,4,0.125,heldout_tp,True,17,607,0.6444359202922224,6.524582402232403,0.03168090024299893,0.5980230642504119,0.9982346379876822
415,llama-3-8b,H100,dense-8b,4,0.125,heldout_tp,True,18,607,0.5363951681613977,5.494315157299565,0.02638231591803195,0.42833607907743,0.9980319849716556
416,llama-3-8b,H100,dense-8b,4,0.125,heldout_tp,True,20,607,0.42301717423758,5.800179373559535,0.02771591763638083,0.3294892915980231,0.9979953004545802
417,llama-3-8b,H100,dense-8b,4,0.25,heldout_tp,True,20,583,1.021658949102196,9.010165143865454,0.04269107646758149,0.5608919382504288,0.9974087029044905
418,llama-3-8b,H100,dense-8b,4,0.25,heldout_tp,True,16,583,0.8787409993970361,8.658525660340349,0.041460836709815964,0.516295025728988,0.9960606110311679
419,llama-3-8b,H100,dense-8b,4,0.25,heldout_tp,True,23,583,1.0878415118900524,9.076863212316008,0.04312113047909128,0.5523156089193826,0.9970189469506943
420,llama-3-8b,H100,dense-8b,4,0.5,heldout_tp,True,22,604,0.6648326736904394,15.909725978276802,0.07553825663520994,0.7235099337748344,0.9880047889736798
421,llama-3-8b,H100,dense-8b,4,0.5,heldout_tp,True,20,604,0.46112068725341654,16.53833383826645,0.07840441762981172,0.7201986754966887,0.9863237764471351
422,llama-3-8b,H100,dense-8b,4,0.5,heldout_tp,True,17,604,1.455316504148048,9.654050134507429,0.045710735193780175,0.7284768211920529,0.9980537646507808
423,llama-3-8b,H100,dense-8b,4,1.0,heldout_tp,True,15,610,1.3354834024544155,11.853415019454104,0.055856840436024575,0.8639344262295082,0.9958160506853815
424,llama-3-8b,H100,dense-8b,4,1.0,heldout_tp,True,15,610,0.8436848241783214,12.214857873474362,0.057457349233145036,0.8918032786885245,0.992787062313258
425,llama-3-8b,H100,dense-8b,4,1.0,heldout_tp,True,15,610,1.372343488535478,11.4618336559332,0.05378727815708627,0.8737704918032787,0.995387985320398
426,llama-3-8b,H100,dense-8b,4,2.0,heldout_tp,True,15,608,0.4918110592521384,8.536930646653634,0.040135662399090714,0.8223684210526315,0.9944461533322456
427,llama-3-8b,H100,dense-8b,4,2.0,heldout_tp,True,9,609,0.5936419326468281,8.509648270437205,0.040163294708289235,0.8571428571428571,0.9940264668395975
428,llama-3-8b,H100,dense-8b,4,2.0,heldout_tp,True,10,608,0.7693183522784959,8.59842895016267,0.04054404465451756,0.8273026315789473,0.9950244364056139
429,llama-3-8b,H100,dense-8b,4,4.0,heldout_tp,True,12,621,0.6026685166613507,6.420131645772752,0.03090697298173467,0.6167471819645732,0.962168324459444
430,llama-3-8b,H100,dense-8b,4,4.0,heldout_tp,True,14,621,0.7051198619146557,11.391061327080275,0.056262573696759736,0.6376811594202899,0.8840335792684533
431,llama-3-8b,H100,dense-8b,4,4.0,heldout_tp,True,12,621,0.06203463600169602,5.625516053017221,0.027990166043665346,0.6956521739130435,0.9803597988433141
432,llama-3-8b,H100,dense-8b,8,0.125,heldout_tp,True,18,607,0.983780615117669,5.792774972907488,0.0412222884962981,0.4217462932454694,0.9972278909628423
433,llama-3-8b,H100,dense-8b,8,0.125,heldout_tp,True,25,607,1.4640637493040947,5.896970230057025,0.04170094855680441,0.4382207578253706,0.9981489572762928
434,llama-3-8b,H100,dense-8b,8,0.125,heldout_tp,True,15,607,1.7301023071118966,6.205468120580275,0.043777070327392205,0.33607907742998355,0.9979843463533082
435,llama-3-8b,H100,dense-8b,8,0.25,heldout_tp,True,16,583,1.9697767625068883,8.165958768583996,0.05759027299597921,0.5300171526586621,0.9976889798191332
436,llama-3-8b,H100,dense-8b,8,0.25,heldout_tp,True,18,583,2.7202056915087818,8.760684781060682,0.061862416531089835,0.5094339622641509,0.9983197879885479
437,llama-3-8b,H100,dense-8b,8,0.25,heldout_tp,True,26,583,2.873459800601887,11.140895688036812,0.0783699150409812,0.47341337907375647,0.9831290839585934
438,llama-3-8b,H100,dense-8b,8,0.5,heldout_tp,True,24,604,3.072496691870241,10.581681280154253,0.07416633103314653,0.7135761589403974,0.9964460366491454
439,llama-3-8b,H100,dense-8b,8,0.5,heldout_tp,True,15,604,2.3606084001454746,15.616938346075967,0.10956744059188787,0.7698675496688742,0.9480741686612653
440,llama-3-8b,H100,dense-8b,8,0.5,heldout_tp,True,19,604,3.0891930442569624,16.95281488216205,0.11866369682548172,0.705298013245033,0.9599553452111778
441,llama-3-8b,H100,dense-8b,8,1.0,heldout_tp,True,18,609,4.273410255360195,12.196530748947678,0.08569455253716676,0.7733990147783251,0.9952526697511143
442,llama-3-8b,H100,dense-8b,8,1.0,heldout_tp,True,16,609,4.384724288398683,13.897967201815685,0.0969339607190245,0.7799671592775042,0.9775482292857267
443,llama-3-8b,H100,dense-8b,8,1.0,heldout_tp,True,19,609,5.323205416828296,13.950499305064103,0.09727215787901297,0.7701149425287356,0.9932509504489396
444,llama-3-8b,H100,dense-8b,8,2.0,heldout_tp,True,11,608,5.035920283912677,13.760706436562339,0.09555424038582382,0.5592105263157895,0.995214874506591
445,llama-3-8b,H100,dense-8b,8,2.0,heldout_tp,True,12,608,5.22704778163097,14.265506555607224,0.09942916724482607,0.5592105263157895,0.9939943400235178
446,llama-3-8b,H100,dense-8b,8,2.0,heldout_tp,True,14,608,5.875287117880573,15.413103348935254,0.10737962330776485,0.555921052631579,0.9940171335567244
447,llama-3-8b,H100,dense-8b,8,4.0,heldout_tp,True,13,621,5.291867105449844,14.148857790224612,0.10138303382928394,0.2028985507246377,0.9783023934719248
448,llama-3-8b,H100,dense-8b,8,4.0,heldout_tp,True,10,621,5.308926435636167,15.81009020928689,0.11314565736177844,0.21417069243156206,0.9111526817944734
449,llama-3-8b,H100,dense-8b,8,4.0,heldout_tp,True,9,621,5.639929832553808,16.3275188742224,0.11692318454075189,0.20128824476650564,0.9101193078213762
