Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745375653.3126502,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,2.0,8,113,600,21.77763032913208,23.0,8.050564791855797,6291.0,8935.0,5471.7554835976125,54.78418497337692
1745375653.5924866,meta-llama/Llama-3.1-70B-Instruct,guanaco,2.0,8,14,550,19.930532217025757,24.0,8.048771729335535,5939.0,8003.0,6272.583545161483,72.96472215685712
1745375653.7977946,meta-llama/Llama-3.1-70B-Instruct,airoboros,2.0,8,79,910,34.79905343055725,31.0,8.07861570644239,11755.0,18292.0,5853.691159039413,51.29230854576994
1745375653.8464913,meta-llama/Llama-3.1-70B-Instruct,airoboros,2.0,8,52,564,20.470394611358643,21.0,8.049476284897402,5885.0,8470.0,5337.318482795009,59.90271290399679
1745375653.9763517,meta-llama/Llama-3.1-70B-Instruct,reclor,2.0,8,167,70,2.43449068069458,9.0,8.029922520229071,1050.0,494.0,17973.932457013863,213.78936857232767
1745375654.364825,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,2.0,8,102,158,5.421859264373779,11.0,8.031073127068227,1093.0,1495.0,10879.808289348464,195.47362387932804
1745375655.3388407,meta-llama/Llama-3.1-70B-Instruct,theoremqa,2.0,8,272,151,5.2185728549957275,10.0,8.031349521168272,1019.0,1550.0,4301.286577382863,92.55228924414992
1745375655.6303284,meta-llama/Llama-3.1-70B-Instruct,airoboros,2.0,8,45,964,37.48011827468872,31.0,8.087792046059578,12353.0,21468.0,4744.186548407166,40.83322075209106
1745375655.8360476,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,2.0,8,36,594,22.10934567451477,24.0,8.05591932949188,6344.0,10278.0,5008.977028025296,51.0379817942898
1745375655.9467368,meta-llama/Llama-3.1-70B-Instruct,reclor,2.0,8,188,118,4.073256254196167,10.0,8.031120102166518,478.0,1260.0,2948.605443217008,108.27600182409704
1745375656.3944237,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,2.0,8,45,393,14.252633333206177,19.0,8.044343498914623,3738.0,5820.0,4783.16332044134,70.93224251915319
1745375658.399828,meta-llama/Llama-3.1-70B-Instruct,scienceqa,2.0,8,15,63,2.224214792251587,9.0,8.031358420370994,233.0,724.0,1091.6986731854886,43.67602461857767
1745375658.791634,meta-llama/Llama-3.1-70B-Instruct,scibench,2.0,8,70,286,10.509739875793457,21.0,8.043321503522964,3598.0,4349.0,5578.364740034523,74.62665886637744
