Request Time,Model,Data Source,Poisson Arrival Rate,Tensor Parallel Size,Input Tokens,Output Tokens,E2E Latency,Batch Size,Effective Batch Size,Prefill Tokens,Decode Tokens,Prefill Throughput,Decode Throughput
1745371372.1810813,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.5,8,32,114,3.714346170425415,6.0,8.230816530370186,348.0,680.0,10152.49010979701,186.41575569408235
1745371368.1878421,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.5,8,35,254,8.021286725997925,5.0,8.230746902212928,625.0,1078.0,8807.66645263276,92.96506419218252
1745371375.771242,meta-llama/Llama-3.1-70B-Instruct,reclor,0.5,8,147,107,3.4766030311584473,5.0,8.230070050080347,269.0,563.0,2068.2399074052655,37.56942614575785
1745371378.9507482,meta-llama/Llama-3.1-70B-Instruct,airoboros,0.5,8,42,118,4.03300929069519,9.0,8.233437826541275,1169.0,956.0,12442.142176443369,130.08408415302648
1745371381.7256825,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.5,8,24,50,1.725114345550537,8.0,8.233471299932317,64.0,504.0,912.063367632012,90.02569881630802
1745371372.504174,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.5,8,49,350,11.492490530014038,7.0,8.233458920985822,1445.0,2334.0,6137.020088210016,72.89881834695653
1745371380.9841008,meta-llama/Llama-3.1-70B-Instruct,reclor,0.5,8,196,107,3.591003894805908,6.0,8.233389678272477,300.0,954.0,1778.5491463821727,46.46397847746601
1745371379.2192802,meta-llama/Llama-3.1-70B-Instruct,theoremqa,0.5,8,302,165,5.548884868621826,5.0,8.233347887104319,1087.0,1328.0,3566.128905043895,45.224565305081896
1745371369.4453382,meta-llama/Llama-3.1-70B-Instruct,MATH/PRM-800K,0.5,8,35,532,17.26944875717163,4.0,8.232732896595378,1719.0,3147.0,4194.84778548896,54.10783106706171
1745371370.6545823,meta-llama/Llama-3.1-70B-Instruct,airoboros,0.5,8,23,553,17.998852014541626,4.0,8.23269559904106,1774.0,3332.0,3998.1305877410023,43.79346018251138
